key,0
#,Text
offset,0
Int32,String
0,""
1,"Sortir de <hex:022903EB3903><hex:021D0103>?"
2,"Sortir seul"
3,"Sortir avec l'équipe"
4,"Annuler"
5,"Vaincre <hex:023310FF09>BNpcName<hex:03E802020203>"
6,"???"
7,"Progression"
8,"Vous allez quitter l'instance."
9,"Où souhaitez-vous aller<hex:021D0103>?<hex:02100103>Emplacement actuel<hex:021D0103>: <hex:022903EA0203>"
10,"Point de départ"
11,"Annuler"
12,""
13,""
14,""
15,""
16,""
17,""
18,""
19,""
20,""
21,""
22,""
23,""
24,""
25,""
26,""
27,"Une sortie apparaît."
28,"l'opération de guilde"
29,""
30,""
31,""
32,""
33,""
34,""
35,""
36,""
37,""
38,""
39,""
40,""
41,""
42,""
43,""
44,""
45,""
46,""
47,""
48,""
49,""
50,""
51,""
52,""
53,""
54,""
55,""
56,""
57,""
58,""
59,""
60,""
61,""
62,""
63,""
64,""
65,""
66,""
67,""
68,""
69,""
70,""
71,""
72,""
73,""
74,""
75,""
76,""
77,""
78,""
79,""
80,""
81,""
82,""
83,""
84,""
85,""
86,""
87,""
88,""
89,""
90,""
91,""
92,""
93,""
94,""
95,""
96,""
97,""
98,""
99,""
100,""
101,""
102,""
103,""
104,""
105,""
106,""
107,""
108,""
1000,"Trouver le rosaire de culte"
1001,"Détruire les orbes de culte"
1002,"Désactiver la barrière magique"
1003,"Est-ce vous qui avez ouvert les portes en quête d'une <hex:02100103>revanche sanglante<hex:021D0103>? Mais peu importe."
1004,"Approchez... Le maître immortel se repaîtra de vos cerveaux ce soir<hex:021D0103>!"
1100,"Petites clefs"
1101,"Trouver le parchemin ensanglanté"
1102,"Trouver la clef du Gui"
1103,"Trouver la clef de l'Œillet"
1200,"Cellules magitek"
1201,"Activer le terminal magitek dans le repos du démuni"
1202,"Ouvrir la porte de la chambre de torture"
1203,"Activer le terminal magitek dans le repos du sot"
1300,"Mission accomplie<hex:021D0103>! Venez prendre la récompense."
1301,"Éliminer tous les ennemis"
1302,"Éliminer <hex:023310FF09>BNpcName<hex:03E802020203>"
1303,"Capturer <hex:023310FF09>BNpcName<hex:03E802020203>"
1304,"Escorter <hex:023310FF09>BNpcName<hex:03E802020203> à destination"
1305,"Belle dé<hex:02160103>mon<hex:02160103>stra<hex:02160103>tion<hex:021D0103>!<hex:02100103>Venez donc prendre votre récompense."
1306,"C'est fini, non<hex:021D0103>? Alors ramenez votre arrière-train par ici <hex:02100103>pour prendre votre récompense<hex:021D0103>!"
1307,"Ha ha ha<hex:021D0103>! Bien joué<hex:021D0103>! Tu mérites une bonne récompense.<hex:02100103>Viens me voir pour l'obtenir."
1308,"Hé, c'est qu'tu défends bien<hex:021D0103>!<hex:02100103>T'as bien mérité une récompense. Viens ici pour que je te la file."
1400,"Éliminer les groupes ennemis un par un"
1401,"Si <hex:023310FF09>BNpcName<hex:03E802020203> vous repère,<hex:02100103>il ordonnera aux cibles restantes d'attaquer. <hex:02100103>Restez hors de son champ de vision et<hex:02100103>occupez-vous de ses alliés un par un."
1402,"Si <hex:023310FF09>BNpcName<hex:03E802020203> vous repère,<hex:02100103>il ordonnera aux cibles restantes d'attaquer. <hex:02100103>Restez hors de son champ de vision et<hex:02100103>occupez-vous de ses alliés un par un."
1403,"Du calme<hex:021D0103>! Si vous voulez pas mourir, ne prenez<hex:02100103>qu'un groupe à la fois<hex:021D0103>!"
1404,""
1405,"Ne vous hâtez donc pas vers le danger<hex:021D0103>! Essayez d'éloigner<hex:02100103>le fretin du goobbue sans alarmer le balourd moussu<hex:021D0103>!"
1406,"Belle manœuvre<hex:021D0103>!<hex:02100103>Maintenant, éliminez les végétaux<hex:021D0103>!"
1407,"Le goobbue vous a repéré<hex:020808E905FF02>e<hex:FF01><hex:03><hex:021D0103>! Éliminez ses comparses<hex:02100103>avant de passer au géant vert, ou vous ne ferez pas long feu<hex:021D0103>!"
1408,"Debout<hex:021D0103>! Vous n'allez pas beaucoup aider vos équipiers<hex:02100103>en restant sur l'herbe comme une baleine échouée<hex:021D0103>!"
1409,"Mais par tous les enfers, qu'est-ce que vous faites<hex:021D0103>!?<hex:02100103>Repliez-vous et regroupez-vous<hex:021D0103>!"
1410,"Je m'étais trompée sur vous. Vos chances de victoire sont<hex:02100103>un <hex:021A020203>poil<hex:021A020103> au-dessus du zéro absolu."
1411,"Allez, vous vous en sortez bien pour le moment,<hex:02100103>maintenant achevez-le<hex:021D0103>!"
1500,"<hex:023310FF09>BNpcName<hex:03E802020203> va appeler des renforts.<hex:02100103>Abattez-le avant qu'il ne le fasse<hex:021D0103>!"
1501,"<hex:023310FF09>BNpcName<hex:03E802020203> a appris une nouvelle technique de combat. Attention<hex:021D0103>!"
1502,"<hex:023310FF09>BNpcName<hex:03E802020203> a encore appris une nouvelle technique de combat. Attention<hex:021D0103>!"
1503,"Le plus solide des équipiers devrait attirer l'ennemi au loin."
1504,"Les attaques infligeront plus de dégâts sur les côtés ou par derrière<hex:021D0103>!"
1505,"Des renforts<hex:021D0103>! Interceptez-les<hex:021D0103>!"
1506,"En voilà d'autres<hex:021D0103>! Mais différents des précédents<hex:021D0103>!"
1600,"Éliminez <hex:023310FF09>BNpcName<hex:03E802030203> pour ouvrir le 1er portail"
1601,"Éliminez l'ennemi et ouvrez le portail à l'aide du levier"
1602,"Éliminez <hex:023310FF09>BNpcName<hex:03E802020203> au plus vite"
1603,"Derrière vous<hex:021D0103>! Tuez les lémurs les moins puissants avant de vous concentrer sur le vrai danger."
1604,"Tirez sur le levier et ouvrez le portail<hex:021D0103>!"
1605,"Vite<hex:021D0103>! Les rochers ne retiendront pas les yarzons pendant longtemps<hex:021D0103>!"
1606,"Un autre groupe de yarzons est arrivé<hex:021D0103>!<hex:02100103>Éliminez vite le crapaud avant d'être débordés<hex:021D0103>!"
