key,0,1,2
#,,,
offset,0,6,4
Int32,String,PackedBool0,UInt16
0,"",False,0
1,"Bataille 1 : Tutoriel",False,349
2,"Bataille 2 : Ô beaux chocobos",False,349
3,"Bataille 3 : Des ouvertures",False,349
4,"Bataille 4 : Grosses petites bestioles",True,350
5,"Bataille 5 : Hommes-bêtes révoltés",False,349
6,"Bataille 6 : Hypogée de Tam-Tam",True,351
7,"Bataille 7 : Comme chien et chat",False,349
8,"Bataille 8 : Héritiers miniatures",False,349
9,"Bataille 9 : Déflagration à Clochecuivre",True,352
10,"Bataille 10 : Invasion de mandragores",False,349
11,"Bataille 11 : Longue vie aux Sultanes !",False,349
12,"Bataille 12 : Château d'Amdapeur",True,353
13,"Bataille 13 : Épreuve des Forges",False,349
14,"Bataille 14 : Casse-noisette",False,349
15,"Bataille 15 : Mini-fontaine d'Urth",True,354
16,"Bataille 16 : Parade des chocobos",False,349
17,"Bataille 17 : Bonhommes de Manteneige",False,349
18,"Bataille 18 : Mini-contrat de chasse",False,349
19,"Bataille 19 : Revanche de Gilgamini",True,355
20,"Bataille 20 : Pouvoir de la Lumière",False,349
21,"Bataille 21 : Louisoix et petits fils",False,349
22,"Bataille 22 : Monde des Quasi-ténèbres",False,349
23,"Bataille 23 : Labyrinthe de Basta-mut",True,356
24,"Bataille 24 : Abîme de Basta-mut",True,357
25,"",False,349
26,"",False,349
27,"",False,349
28,"",False,349
29,"",False,349
30,"",False,349
31,"",False,349
32,"",False,349
33,"",False,349
