key,0,1
#,,Expac
offset,4,0
Int32,UInt8,String
0,0,""
1,2,"Heavensward"
2,3,"Stormblood"
3,4,"Shadowbringers"
4,1,"Raids"
5,2,"Raids en alliance"
6,3,"Donjons et défis"
7,1,"Hildibrand, gentilhomme détective"
8,3,"Scolasticat Saint-Endalim"
9,2,"Épopée"
10,2,"Menuisier"
11,3,"Forgeron"
12,4,"Armurier"
13,5,"Orfèvre"
14,6,"Tanneur"
15,7,"Couturier"
16,8,"Alchimiste"
17,9,"Cuisinier"
18,2,"Mineur"
19,3,"Botaniste"
20,4,"Pêcheur"
21,1,"Gladiateur/Paladin"
22,2,"Maraudeur/Guerrier"
23,1,"Élémentaliste/Mage blanc"
24,22,"Arcaniste/Invocateur"
25,1,"Pugiliste/Moine"
26,2,"Maître d'hast/Chevalier dragon"
27,3,"Surineur/Ninja"
28,11,"Archer/Barde"
29,21,"Occultiste/Mage noir"
30,1,"A Realm Reborn"
31,3,"Chevalier noir"
32,4,"Pistosabreur"
33,2,"Érudit"
34,3,"Astromancien"
35,4,"Samouraï"
36,12,"Machiniste"
37,13,"Danseur"
38,0,""
39,23,"Mage rouge"
40,99,"Mage bleu (Job restreint)"
41,0,"Quêtes de rôle"
42,0,"Quêtes de rôle"
43,0,"Quêtes de rôle"
44,5,"Quêtes de rôle - épilogue"
45,8,"L'appel du néant"
46,5,"Endwalker"
47,4,"Sage"
48,5,"Faucheur"
49,9,"Donjons à embranchements"
50,10,"Réminiscences du septième fléau"
51,11,"La Tarufacture de Tataru"
52,6,"Dawntrail"
53,6,"Rôdeur vipère"
54,24,"Pictomancien"
55,4,"Quêtes de rôle - prologue"
56,1,"Quêtes d'artisans"
57,1,"Quêtes de récolteurs"
58,6,"Quêtes d'artisans et récolteurs - prologue"
59,7,"Quêtes d'artisans et récolteurs - épilogue"
