key,0,1,2,3,4,5
#,,,Name,Text,,
offset,14,15,12,0,4,8
Int32,UInt8,UInt8,UInt16,String,String,String
0,0,0,0,"","",""
1,0,0,0,"","",""
2,0,0,0,"","",""
3,0,0,0,"","",""
4,0,0,0,"","",""
5,0,0,0,"","",""
6,0,0,0,"","",""
7,0,0,0,"","",""
8,0,0,0,"","",""
9,0,0,0,"","",""
10,61,1,10,"Non, je ne suis pas à vendre<hex:021D0103>! Pas à vendre, non<hex:021D0103>! Même contre une pièce d'or voeburtoise, non non<hex:021D0103>!","",""
11,61,1,11,"Alors, qu'est-ce qu'il y a dans ce bazar...","",""
12,61,1,12,"Il fait tellement sombre qu'on n'y voit pas plus loin que le bout de son nez...","",""
13,61,1,13,"Me regarder avec ces yeux de merlan frit ne me fera pas progresser plus vite, tu sais<hex:021D0103>? Concentre-toi sur ces fresques, plutôt<hex:021D0103>!","",""
14,61,1,14,"Aïeuh<hex:021D0103>! Tu l'as fait exprès, avoue<hex:021D0103>!","",""
15,57,7,0,"Stoïque dans la douleur, le bec-en-sabot ne bouge pas d'un ilm.","",""
16,61,1,15,"Tu m'as eu<hex:021D0103>! Bravo pour ton sang-froid et tes réflexes<hex:021D0103>!","",""
17,61,1,16,"Perdu, je porte un authentique casque des Tholl<hex:021D0103>! Dommage, dommage<hex:021D0103>!","",""
18,61,1,17,"Mouahahahaha<hex:021D0103>! Tu m'as touché alors qu'il fallait pas<hex:021D0103>! C'est bête, hein<hex:021D0103>?","",""
19,57,7,0,"C'est le garçon que vous cherchez<hex:021D0103>!","",""
20,57,7,0,"Cet “individu” n'a pas l'air de se cacher... D'ailleurs, ce n'est pas un Mystel.","",""
21,57,7,0,"Cette fresque semble très vieille. Le personnage au centre brandit une arme. Devant lui, une bête de couleur noire est au sol, entourée par plusieurs personnes qui semblent se réjouir.","",""
22,57,7,0,"Cette fresque semble assez vieille. Le personnage assis sur le trône semble avoir accordé une audience à une très grande foule.","",""
23,57,7,0,"Cette fresque semble dater un peu. Plusieurs personnages font face à ce qui semble être un tourbillon de Ténèbres. Le centre de l'image a été fortement détérioré.","",""
