key,0,1,2
#,,,
offset,8,0,4
Int32,UInt32,String,String
0,0,"",""
1,0,"",""
2,5,"DONNÉES","- Archives"
3,6,"Nouvelle partie +",""
4,13,"Les actions oubliées",""
5,21,"Les portraits",""
6,22,"La carte de personnage",""
7,23,"Félicité insulaire",""
8,24,"Manuel de la fabrique",""
9,25,"Donjon sans fond",""
10,26,"Donjon sans fond",""
11,27,"Donjon sans fond",""
12,28,"Les accessoires de mode",""
13,29,"Les tenues",""
14,19,"Les modes JcJ",""
15,3,"Les Ailes rivales",""
16,7,"Le Front",""
17,20,"Crystalline Conflict",""
18,30,"Collection Mog Mog",""
19,32,"Les fonctions stylistiques",""
20,33,"Guide du combat",""
21,2,"Mahjong domien",""
22,37,"Donjon sans fond",""
23,35,"Guide de l'île de Lunule",""
24,36,"Exploration cosmique",""
25,38,"Tableaux stratégiques",""
