key,0,1,2,3,4,5,6,7,8
#,Companion,Item,Location[0],Location[1],Location[2],Location[3],Location[4],Location[5],Transient
offset,8,4,10,12,14,16,18,20,0
Int32,UInt16,UInt32,UInt16,UInt16,UInt16,UInt16,UInt16,UInt16,String
0,0,0,0,0,0,0,0,0,""
1,200,15168,148,135,141,0,0,0,"Je m'occupe de chat<hex:021D0103>!"
2,201,15169,152,138,145,0,0,0,"Tourneboulant<hex:021D0103>!"
3,202,15170,153,139,146,0,0,0,"Votre majordome est avancé<hex:021D0103>!"
4,203,15171,154,180,134,0,0,0,"Ça va jeter un froid<hex:021D0103>!"
5,204,15172,140,148,135,0,0,0,"Pathétique..."
6,205,15173,141,152,138,0,0,0,"C'est tourneboulant<hex:021D0103>!"
7,206,15174,145,153,139,0,0,0,"Nom d'un chien<hex:021D0103>!"
8,207,15175,146,154,180,0,0,0,"Noko noko<hex:021D0103>!"
9,208,15176,134,140,148,0,0,0,"Tsss<hex:021D0103>!"
10,209,15177,135,141,152,0,0,0,"Cœur de guerrier<hex:021D0103>!"
11,210,15178,138,145,153,0,0,0,"Je te couvre<hex:021D0103>!"
12,211,15179,139,146,154,0,0,0,"Mode Sommeil activé<hex:021D0103>!"
13,212,15180,180,134,140,0,0,0,"Tir à vue<hex:021D0103>!"
14,392,30803,397,398,399,400,401,402,"Votre Altesse<hex:021D0103>!"
15,391,30804,397,398,399,400,401,402,"Qui m'aime me suive<hex:021D0103>!"
16,390,30805,612,613,614,620,621,622,"Je ne faiblirai pas<hex:021D0103>!"
17,393,30806,612,613,614,620,621,622,"Quel ennui..."
