key,0,1,2,3,4,5,6,7,8,9,10,11
#,Icon,Singular,Adjective,Plural,PossessivePronoun,StartsWithVowel,Countability,Pronoun,Article,Name,Tooltip,Action
offset,24,0,16,4,17,18,19,20,21,8,12,28
Int32,UInt32,String,Int8,String,Int8,Int8,Int8,Int8,Int8,String,String,UInt32
0,0,"",0,"",0,0,1,0,0,"","",0
1,27901,"poterie magique de désamorçage",0,"poteries magiques de désamorçage",0,0,1,1,0,"Poterie magique de désamorçage","Désamorce tous les pièges <hex:020936E96EFF0C>du sous-sol<hex:FF0C>de l'étage<hex:FF0C>du sous-sol<hex:FF0B>de la zone<hex:03> actuel<hex:02080BE4E96E05FF03>le<hex:FF01><hex:03>.",6259
2,27902,"poterie magique de localisation",0,"poteries magiques de localisation",0,0,1,1,0,"Poterie magique de localisation","Révèle la carte <hex:020936E96EFF0C>du sous-sol<hex:FF0C>de l'étage<hex:FF0C>du sous-sol<hex:FF0B>de la zone<hex:03> actuel<hex:02080BE4E96E05FF03>le<hex:FF01><hex:03> et rend visibles les pièges qui s'y trouvent.",6260
3,27903,"poterie magique de puissance",0,"poteries magiques de puissance",0,0,1,1,0,"Poterie magique de puissance","Augmente de 30% les dégâts que vous infligez et l'effet de vos sorts curatifs.",6262
4,27904,"poterie magique de protection",0,"poteries magiques de protection",0,0,1,1,0,"Poterie magique de protection","Réduit de 40% les dégâts que vous subissez.",6263
5,27905,"poterie magique de décèlement",0,"poteries magiques de décèlement",0,0,1,1,0,"Poterie magique de décèlement","Augmente le nombre de coffres au trésor <hex:020936E96EFF0C>du sous-sol<hex:FF0C>de l'étage<hex:FF0C>du sous-sol<hex:FF0B>de la zone<hex:03> suivant<hex:02080AE4E96E05FF02>e<hex:FF01><hex:03>.",6264
6,27906,"poterie magique de sécurisation",0,"poteries magiques de sécurisation",0,0,1,1,0,"Poterie magique de sécurisation","Réduit le nombre d'ennemis <hex:020936E96EFF0C>du sous-sol<hex:FF0C>de l'étage<hex:FF0C>du sous-sol<hex:FF0B>de la zone<hex:03> suivant<hex:02080AE4E96E05FF02>e<hex:FF01><hex:03>.",6265
7,27907,"poterie magique d'affaiblissement",0,"poteries magiques d'affaiblissement",0,0,1,1,0,"Poterie magique d'affaiblissement","Transforme en mimic ou en mandragore les ennemis d'une des salles <hex:020936E96EFF0C>du sous-sol<hex:FF0C>de l'étage<hex:FF0C>du sous-sol<hex:FF0B>de la zone<hex:03> suivant<hex:02080AE4E96E05FF02>e<hex:FF01><hex:03>.",6266
8,27908,"poterie magique d'anti-maléfice",0,"poteries magiques d'anti-maléfice",0,0,1,1,0,"Poterie magique d'anti-maléfice","Dissipe l'altération d'état Maléfice.",6267
9,27909,"poterie magique de chance",0,"poteries magiques de chance",0,0,1,1,0,"Poterie magique de chance","Augmente les chances qu'un coffre au trésor apparaisse lorsqu'un ennemi <hex:020936E96EFF0C>du sous-sol<hex:FF0C>de l'étage<hex:FF0C>du sous-sol<hex:FF0B>de la zone<hex:03> actuel<hex:02080BE4E96E05FF03>le<hex:FF01><hex:03> est vaincu.",6268
10,27910,"poterie magique de mutation",0,"poteries magiques de mutation",0,0,1,1,0,"Poterie magique de mutation","Transforme en crapaud, kappa ou poulet les ennemis qui s'approchent de vous.",6269
11,27911,"poterie magique de dissipation",0,"poteries magiques de dissipation",0,0,1,1,0,"Poterie magique de dissipation","Dissipe tous les effets magiques <hex:020936E96EFF0C>du sous-sol<hex:FF0C>de l'étage<hex:FF0C>du sous-sol<hex:FF0B>de la zone<hex:03> actuel<hex:02080BE4E96E05FF03>le<hex:FF01><hex:03>.",6270
12,27912,"poterie magique de manticore",0,"poteries magiques de manticore",0,0,1,1,0,"Poterie magique de manticore","Vous transforme en manticore.",6271
13,27913,"poterie magique de succube",0,"poteries magiques de succube",0,0,1,1,0,"Poterie magique de succube","Vous transforme en succube.",6272
14,27916,"poterie magique d'intuition",0,"poteries magiques d'intuition",0,0,1,1,0,"Poterie magique d'intuition","Indique l'emplacement des trésors cachés. L'effet dure jusqu'à la découverte d'un de ces trésors.",6870
15,27914,"poterie magique de résurrection",0,"poteries magiques de résurrection",0,0,1,1,0,"Poterie magique de résurrection","Ranime le premier équipier qui a été rendu inconscient.",6868
16,27915,"poterie magique de Kuribu",0,"poteries magiques de Kuribu",0,0,1,1,0,"Poterie magique de Kuribu","Vous transforme en Kuribu.",6869
17,27919,"poterie magique d'incapacité",0,"poteries magiques d'incapacité",0,0,1,1,0,"Poterie magique d'incapacité","Inflige Capacité de combat réduite aux ennemis <hex:020936E96EFF0C>du sous-sol<hex:FF0C>de l'étage<hex:FF0C>du sous-sol<hex:FF0B>de la zone<hex:03> actuel<hex:02080BE4E96E05FF03>le<hex:FF01><hex:03>.",11275
18,27917,"poterie magique d'invisibilité",0,"poteries magiques d'invisibilité",0,0,1,1,0,"Poterie magique d'invisibilité","Rend tous les membres de l'équipe invisibles.",11276
19,27918,"poterie magique de pétrification",0,"poteries magiques de pétrification",0,0,1,1,0,"Poterie magique de pétrification","Inflige Pétrification aux ennemis <hex:020936E96EFF0C>du sous-sol<hex:FF0C>de l'étage<hex:FF0C>du sous-sol<hex:FF0B>de la zone<hex:03> actuel<hex:02080BE4E96E05FF03>le<hex:FF01><hex:03>.",11277
20,27920,"magismobjet de ralentissement",0,"magismobjets de ralentissement",0,0,1,0,0,"Magismobjet de ralentissement","Inflige Méga Lenteur aux ennemis <hex:020936E96EFF0C>du sous-sol<hex:FF0C>de l'étage<hex:FF0C>du sous-sol<hex:FF0B>de la zone<hex:03> actuel<hex:02080BE4E96E05FF03>le<hex:FF01><hex:03>.",32144
21,27921,"magismobjet de Charybde",0,"magismobjets de Charybde",0,0,1,0,0,"Magismobjet de Charybde","Réduit à un seul chiffre les PV des ennemis <hex:020936E96EFF0C>du sous-sol<hex:FF0C>de l'étage<hex:FF0C>du sous-sol<hex:FF0B>de la zone<hex:03> actuel<hex:02080BE4E96E05FF03>le<hex:FF01><hex:03>.",32145
22,27922,"magismobjet de cuirassé Dreadnaught",0,"magismobjets de cuirassé Dreadnaught",0,0,1,0,0,"Magismobjet de cuirassé Dreadnaught","Vous transforme en cuirassé Dreadnaught.",32146
23,27901,"magismobjet de désamorçage",0,"magismobjets de désamorçage",0,0,1,0,0,"Magismobjet de désamorçage","Désamorce tous les pièges <hex:020936E96EFF0C>du sous-sol<hex:FF0C>de l'étage<hex:FF0C>du sous-sol<hex:FF0B>de la zone<hex:03> actuel<hex:02080BE4E96E05FF03>le<hex:FF01><hex:03>.",6259
24,27902,"magismobjet de localisation",0,"magismobjets de localisation",0,0,1,0,0,"Magismobjet de localisation","Révèle la carte <hex:020936E96EFF0C>du sous-sol<hex:FF0C>de l'étage<hex:FF0C>du sous-sol<hex:FF0B>de la zone<hex:03> actuel<hex:02080BE4E96E05FF03>le<hex:FF01><hex:03> et rend visibles les pièges qui s'y trouvent.",6260
25,27903,"magismobjet de puissance",0,"magismobjets de puissance",0,0,1,0,0,"Magismobjet de puissance","Augmente de 30% les dégâts que vous infligez et l'effet de vos sorts curatifs.",6262
26,27904,"magismobjet de protection",0,"magismobjets de protection",0,0,1,0,0,"Magismobjet de protection","Réduit de 40% les dégâts que vous subissez.",6263
