key,0,1,2,3
#,Icon,JournalCategory,,Name
offset,4,8,9,0
Int32,Int32,UInt8,PackedBool0,String
0,0,0,False,""
1,61412,1,True,"Chroniques de la 7e ère ombrale"
2,61412,2,True,"Chroniques de la 7e ère astrale"
3,61412,3,True,"Chroniques ishgardaises"
4,61412,4,True,"Guerre du chant des dragons - Épilogue"
5,61412,5,True,"Après-guerre du chant des dragons"
6,61412,6,True,"Récits d'une tempête de sang"
7,61412,7,True,"Après la tempête de sang"
8,61412,8,True,"Chroniques des Ténèbres"
9,61412,9,True,"Le retour des Héritiers"
10,61412,10,True,"Prélude à l'apocalypse"
11,61412,11,True,"Chroniques de l'apocalypse"
12,61412,12,True,"Récits d'une nouvelle aventure"
13,61412,13,True,"Chroniques de l'aurore"
14,61412,14,True,"Chroniques de l'aurore - Épilogue"
15,61412,15,True,"Les machinations des Hivernautes"
16,61411,16,True,"Primordiaux (A Realm Reborn)"
17,61411,17,True,"Bahamut"
18,61411,18,True,"Tour de Cristal"
19,61411,19,True,"Alexander"
20,61411,20,True,"Primordiaux (Heavensward)"
21,61411,21,True,"Ombre de Mhach"
22,61411,22,True,"Oméga"
23,61411,22,True,"Oméga - En quête de réponses"
24,61411,23,True,"Retour à Ivalice"
25,61411,24,True,"Quatre animaux sacrés"
26,61411,25,True,"Éden"
27,61411,26,True,"YoRHa: Dark Apocalypse"
28,61411,27,True,"Complainte de Werlyt"
29,61411,28,True,"Pandæmonium"
30,61411,28,True,"Pandæmonium - Épilogue"
31,61411,29,True,"Le Mythe éorzéen"
32,61411,30,True,"L'Arcadion"
33,61411,31,True,"Échos de Vana'diel"
34,61411,32,True,"Histoire principale"
35,61411,32,True,"Quêtes quotidiennes"
36,61411,33,True,"Histoire principale"
37,61411,33,True,"Quêtes quotidiennes"
38,61411,34,True,"Histoire principale"
39,61411,34,True,"Quêtes quotidiennes"
40,61411,36,True,"Histoire principale"
41,61411,36,True,"Quêtes quotidiennes"
42,61411,37,True,"Histoire principale"
43,61411,37,True,"Quêtes quotidiennes"
44,61411,38,True,"Histoire principale"
45,61411,38,True,"Quêtes quotidiennes"
46,61411,39,True,"Histoire principale"
47,61411,39,True,"Quêtes quotidiennes"
48,61411,40,True,"Histoire principale"
49,61411,40,True,"Quêtes quotidiennes"
50,61411,41,True,"Histoire principale"
51,61411,41,True,"Quêtes quotidiennes"
52,61411,42,True,"Histoire principale"
53,61411,42,True,"Quêtes quotidiennes"
