key,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23
#,Name,ClassJobCategory[1],MissionTime,MissionReward,LevelGroup,,,SilverStarRequirement,,GoldStarRequirement,MissionToDo[0],WKSMissionText,ClassJobCategory[0],MissionToDo[1],MissionToDo[2],LockedBehind,WKSMissionLotterySpecialCond,IsSynced,WKSMissionSupplyItem,WKSMissionRecipe,IsSpecialQuest,PlaceName,SortKey,WKSFunction
offset,0,12,14,16,40,45,45,18,41,20,22,4,8,24,26,28,42,43,30,32,44,34,36,38
Int32,String,UInt16,UInt16,UInt16,UInt8,PackedBool0,PackedBool1,UInt16,UInt8,UInt16,UInt16,UInt32,UInt32,UInt16,UInt16,UInt16,UInt8,UInt8,UInt16,UInt16,UInt8,UInt16,UInt16,UInt16
0,"",0,0,0,0,False,False,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1," Planches en bois aggloméré multi-usage",17,9,0,0,False,False,100,1,0,1,1200,2400,143,0,0,0,0,0,50,1,2,0,0
2," Combustible pour l'exploration",20,9,0,0,False,False,100,1,0,2,1200,2400,144,0,0,0,0,0,51,1,3,0,0
3," Accessoires de récolte",22,9,0,0,False,False,100,1,0,3,1200,2400,145,0,0,0,0,0,52,1,4,0,0
4," Matériaux pour la recherche",29,9,0,0,False,False,100,1,0,4,1200,2400,146,0,0,0,0,0,53,1,5,0,0
5," Traitement longue durée pour charbon de bois",20,9,0,0,False,False,100,1,0,5,1200,2400,147,0,0,0,0,0,54,1,6,0,0
6," Literie classique",19,9,0,0,False,False,100,1,0,6,1200,2400,148,0,0,0,0,0,55,1,7,0,0
7," Fines planches en bois aggloméré",17,9,0,0,False,False,100,2,0,7,1200,2400,149,0,0,0,0,0,56,1,8,0,0
8," Matériel de menuiserie",20,9,0,0,False,False,100,2,0,8,1200,2400,150,0,0,0,0,0,57,1,9,0,0
9," Nécessaires de couture",26,9,0,3,False,False,100,2,0,9,1300,3000,151,0,0,0,0,0,58,1,10,0,0
10," Papier pour l'enregistrement de données",18,9,0,3,False,False,100,2,0,10,700,1500,152,0,0,0,0,0,59,1,11,0,0
11," Isolation thermique intérieure",19,9,0,3,False,False,100,2,0,11,1100,2500,153,0,0,0,0,0,60,1,12,0,0
12," Matériaux pour cosmo-navette",28,9,0,3,False,False,100,2,0,12,1200,2250,154,0,0,0,0,0,61,1,13,0,0
13," Boucles d'oreilles en matière nouvelle",22,9,0,3,False,False,100,2,0,13,700,1500,155,0,0,0,0,0,62,1,14,0,0
14," Conteneurs de transport",20,9,0,0,False,False,100,3,0,14,1600,2400,156,0,0,0,0,0,63,1,15,0,0
15," Épaisses planches en bois aggloméré",17,9,0,0,False,False,100,3,0,15,1600,2400,157,0,0,0,0,0,64,1,16,0,0
16," Isolation thermique d'excellente qualité",19,9,0,3,False,False,100,3,0,16,1700,2000,158,0,0,0,0,0,65,1,17,0,0
17," Résine thermorésistante",31,9,0,3,False,False,100,3,0,17,2700,3000,159,0,0,0,0,0,66,1,18,0,0
18," Papier longue conservation",18,9,0,0,False,False,100,3,0,18,1600,2400,160,0,0,0,0,0,67,1,19,0,0
19," Mobilier d'intérieur",30,9,0,3,False,False,100,3,0,19,2700,3000,161,0,0,0,0,0,68,1,20,0,0
20," Outils de récolte expérimentaux",22,9,0,0,False,False,100,3,0,20,1000,1300,162,0,0,0,0,0,69,1,21,0,0
21," Literie d'excellente qualité",24,9,0,0,False,False,100,3,0,21,1000,1300,163,0,0,0,0,0,70,1,22,0,0
22,"Planches en bois aggloméré résistantes",17,9,0,0,False,False,100,4,1200,22,1800,2400,164,0,0,0,0,0,71,0,23,0,1200
23,"Papier de qualité supérieure",18,9,0,3,False,False,100,4,1200,23,2300,3000,165,0,0,0,0,0,72,0,24,0,1200
24,"Isolation thermique pour vaisseau spatial",19,9,0,3,False,False,100,4,0,24,700,1000,166,0,0,0,0,0,73,0,25,0,1200
25,"Charbon pour haute température",20,9,0,3,False,False,100,4,1200,25,700,1000,167,0,0,0,0,0,74,0,26,0,1200
26,"Traitement expérimental de végétaux lunaires",21,9,0,3,False,False,100,4,1200,26,2600,3000,168,0,0,0,0,0,75,0,27,0,1200
27,"EX<hex:021D0103>: Traitement final de matériaux d'essai",22,9,0,3,False,False,100,5,1200,27,2500,3000,169,0,0,0,0,0,76,0,28,0,1100
