key,0,1
#,MenuOrder,Name
offset,4,0
Int32,UInt16,String
0,0,""
1,1002,"Paladin"
2,1016,"Moine"
3,1004,"Guerrier"
4,1010,"Chevalier dragon"
5,1026,"Barde"
6,1021,"Ninja"
7,1042,"Mage blanc"
8,1033,"Mage noir"
9,1036,"Invocateur"
10,1043,"Érudit"
11,1099,"Artisans et récolteurs"
12,2001,"Fête des demoiselles - Legacy"
13,2002,"Fête des demoiselles 2015"
14,2003,"Fête des demoiselles 2016"
15,2004,"Fête des demoiselles 2017"
16,2005,"Fête des demoiselles 2019"
17,2006,"Fête des demoiselles 2020"
18,2007,"Fête des demoiselles 2022"
19,2101,"Chasse aux Prœufs - Legacy"
20,2102,"Chasse aux Prœufs 2015"
21,2103,"Chasse aux Prœufs 2019"
22,2104,"Chasse aux Prœufs 2020"
23,2105,"Chasse aux Prœufs 2021"
24,2106,"Chasse aux Prœufs 2023"
25,2201,"Festival du Gold Saucer 2024"
26,3001,"Feux de la Mort - Legacy"
27,3002,"Feux de la Mort 2014"
28,3003,"Feux de la Mort 2015"
29,3004,"Feux de la Mort 2016"
30,3005,"Feux de la Mort 2017"
31,3006,"Feux de la Mort 2018"
32,3007,"Feux de la Mort 2019"
33,3008,"Feux de la Mort 2020"
34,3009,"Feux de la Mort 2022"
35,3010,"Feux de la Mort 2023"
36,4001,"Veillée des saints - Legacy"
37,4002,"Veillée des saints 2014"
38,4003,"Veillée des saints 2015"
39,4004,"Veillée des saints 2016"
40,4005,"Veillée des saints 2017"
41,4006,"Veillée des saints 2021"
42,4007,"Veillée des saints 2022"
43,4008,"Veillée des saints 2024"
44,5101,"Fête de la transition - Legacy"
45,5102,"Fête de la transition 2014"
46,5103,"Fête de la transition 2015"
47,5104,"Fête de la transition 2016"
48,5105,"Fête de la transition 2017"
49,5106,"Fête de la transition 2018"
50,5107,"Fête de la transition 2019"
51,5108,"Fête de la transition 2020"
52,5109,"Fête de la transition 2021"
53,5110,"Fête de la transition 2022"
54,5111,"Fête de la transition 2023"
55,5201,"Valention - Legacy"
56,5202,"Valention 2014"
57,5203,"Valention 2016"
58,5204,"Valention 2019"
59,5205,"Valention 2020"
60,5206,"Valention 2021"
61,5207,"Valention 2023"
62,5001,"Fête des étoiles - Legacy"
63,5002,"Fête des étoiles 2014"
64,5003,"Fête des étoiles 2015"
65,5004,"Fête des étoiles 2016"
66,5005,"Fête des étoiles 2018"
67,5006,"Fête des étoiles 2023"
68,6002,"FINAL FANTASY XI ONLINE - Rhapsodies de Vana'diel"
69,6003,"FINAL FANTASY XIII - Retour d'éclair"
70,6004,"FINAL FANTASY XV - Le nocturne des héros"
71,6005,"FINAL FANTASY XVI - Flammes primordiales"
72,6006,"DRAGON QUEST X"
73,6007,"Yo-kai Watch"
74,6008,"Fall Guys"
75,7001,"Hauts faits - Legacy"
76,7002,"Hauts faits - Combat"
77,7003,"Hauts faits - JcJ"
78,7004,"Hauts faits - Personnage"
79,7005,"Hauts faits - Objets"
80,7006,"Hauts faits - Artisanat et récolte"
81,7007,"Hauts faits - Quêtes"
82,7008,"Hauts faits - Grande compagnie"
83,8001,"Objets bonus - Legacy"
84,8002,"Bonus d'achat - A Realm Reborn"
85,8003,"Bonus d'achat - Heavensward"
86,8004,"Bonus d'achat - Stormblood"
87,8005,"Bonus d'achat - Shadowbringers"
88,8006,"Bonus d'achat - Endwalker"
89,8007,"Bonus d'achat - Dawntrail"
90,8008,"Bonus d'achat - Autre"
91,8009,"Récompenses d'ancienneté"
92,8010,"Récompenses d'ancienneté - Jetons de hauts faits"
93,8011,"Fan Festival"
94,8012,"Autres campagnes"
95,9007,"Alphinaud et Alisaie"
96,9001,"Minfilia"
97,9002,"Thancred"
98,9003,"Y'shtola"
99,9004,"Urianger"
100,9005,"Papalymo"
101,9006,"Yda et Lyse"
102,9008,"Krile"
103,9103,"Hildibrand"
104,9104,"Edda"
105,9102,"Forges de Garlond"
106,9101,"Cid"
107,9106,"Chevaliers de l'Azur"
108,9105,"Aymeric"
109,9107,"Ysayle"
110,9108,"Hien"
111,9109,"Gosetsu"
112,9110,"Alma"
113,9112,"Ryne"
114,9113,"Gaïa"
115,9111,"Oméga"
116,10001,"Répliques Legacy"
117,2008,"Fête des demoiselles 2025"
118,10115,"Sport et loisir"
119,10116,"Lamelles de cuir"
120,10117,"Alternatif"
121,9009,"G'raha Tia"
122,9114,"Zero"
123,10301,"WAR OF THE VISIONS FFBE"
124,3011,"Feux de la Mort 2025"
125,9115,"Azeyma"
126,9116,"Galatea Magna"
127,10302,"FINAL FANTASY TACTICS"
128,10304,"FANTASIAN Neo Dimension"
129,10118,"Technoriental"
130,10303,"FINAL FANTASY IX"
131,1101,"Menuisier"
132,1102,"Forgeron"
133,1103,"Armurier"
134,1104,"Orfèvre"
135,1105,"Tanneur"
136,1106,"Couturier"
137,1107,"Alchimiste"
138,1108,"Cuisinier"
139,1109,"Mineur"
140,1110,"Botaniste"
141,1111,"Pêcheur"
142,11001,"Mog"
143,11002,"Carbuncle"
144,11003,"Gros minou"
145,10101,"Fûga"
146,10102,"Anges et démons"
147,10103,"Combattant oriental"
148,10104,"Seigneur/dame de Nezha"
149,10105,"Majordome/soubrette"
150,10106,"Vie de château"
151,10107,"Gangster oriental/mondaine orientale"
152,10108,"Paon"
153,10109,"Conte de fées"
154,10110,"Du monde"
155,10111,"Uniforme scolaire"
156,10112,"Resshi"
157,10113,"De rue"
158,10114,"Magitek"
159,10201,"Seigneur oriental/dame noble orientale"
160,10202,"Noble oriental"
161,10203,"Garde oriental/damoiselle orientale"
162,10204,"Gentilhomme oriental/beauté orientale"
163,10205,"Soldat/belle femme orientale"
164,10206,"Officier oriental/dame orientale"
165,10207,"Étudiant oriental/étudiante orientale"
166,10208,"Homme oriental raffiné/dame orientale élégante"
167,10209,"Saltimbanque oriental"
168,5208,"Valention 2026"
169,2107,"Chasse aux Prœufs 2026"
170,2009,"Fête des demoiselles 2026"
171,10119,"Néo-tuniques"
172,9117,"Sphene"
173,9118,"Yozakura l'élusive"
174,1027,"Machiniste"
175,1005,"Chevalier noir"
176,1044,"Astromancien"
177,1017,"Samouraï"
178,1037,"Mage rouge"
179,1050,"Mage bleu"
180,1006,"Pistosabreur"
