key,0
#,
offset,0
Int32,String
0,""
1,"Effectue l'une après l'autre les techniques d'arme du combo suivant<hex:021D0103>:<hex:02100103><hex:02100103>1. <hex:024804F201F403><hex:024904F201F503>Lame rapide<hex:0249020103><hex:0248020103><hex:02100103>2. <hex:024804F201F403><hex:024904F201F503>Lame sauvage<hex:0249020103><hex:0248020103><hex:02100103>3. <hex:024804F201F403><hex:024904F201F503>Rage de Halone<hex:0249020103><hex:0248020103><hex:02100103><hex:02100103>Si les conditions ne sont pas réunies pour la technique d'arme suivante, retourne à la première."
2,"Effectue l'une après l'autre les techniques d'arme du combo suivant<hex:021D0103>:<hex:02100103><hex:02100103>1. <hex:024804F201F403><hex:024904F201F503>Lame rapide<hex:0249020103><hex:0248020103><hex:02100103>2. <hex:024804F201F403><hex:024904F201F503>Lame déchaînée<hex:0249020103><hex:0248020103><hex:02100103>3. <hex:024804F201F403><hex:024904F201F503>Autorité royale<hex:0249020103><hex:0248020103><hex:02100103><hex:02100103>Si les conditions ne sont pas réunies pour la technique d'arme suivante, retourne à la première.<hex:02100103><hex:024804F201F803><hex:024904F201F903>* Avec Serment de l'épée, ces actions sont remplacées par Absolution.<hex:0249020103><hex:0248020103>"
3,"Effectue l'une après l'autre les techniques d'arme du combo suivant<hex:021D0103>:<hex:02100103><hex:02100103>1. <hex:024804F201F403><hex:024904F201F503>Coup puissant<hex:0249020103><hex:0248020103><hex:02100103>2. <hex:024804F201F403><hex:024904F201F503>Brise-crâne<hex:0249020103><hex:0248020103><hex:02100103>3. <hex:024804F201F403><hex:024904F201F503>Billot du boucher<hex:0249020103><hex:0248020103><hex:02100103><hex:02100103>Si les conditions ne sont pas réunies pour la technique d'arme suivante, retourne à la première."
4,"Effectue l'une après l'autre les techniques d'arme du combo suivant<hex:021D0103>:<hex:02100103><hex:02100103>1. <hex:024804F201F403><hex:024904F201F503>Coup puissant<hex:0249020103><hex:0248020103><hex:02100103>2. <hex:024804F201F403><hex:024904F201F503>Mutilation<hex:0249020103><hex:0248020103><hex:02100103>3. <hex:024804F201F403><hex:024904F201F503>Couperet de justice<hex:0249020103><hex:0248020103><hex:02100103><hex:02100103>Si les conditions ne sont pas réunies pour la technique d'arme suivante, retourne à la première."
5,"Effectue l'une après l'autre les techniques d'arme du combo suivant<hex:021D0103>:<hex:02100103><hex:02100103>1. <hex:024804F201F403><hex:024904F201F503>Taillade violente<hex:0249020103><hex:0248020103><hex:02100103>2. <hex:024804F201F403><hex:024904F201F503>Taillade tournante<hex:0249020103><hex:0248020103><hex:02100103>3. <hex:024804F201F403><hex:024904F201F503>Taillade puissante<hex:0249020103><hex:0248020103><hex:02100103><hex:02100103>Si les conditions ne sont pas réunies pour la technique d'arme suivante, retourne à la première."
6,"Effectue l'une après l'autre les techniques d'arme du combo suivant<hex:021D0103>:<hex:02100103><hex:02100103>1. <hex:024804F201F403><hex:024904F201F503>Taillade violente<hex:0249020103><hex:0248020103><hex:02100103>2. <hex:024804F201F403><hex:024904F201F503>Frappe siphon<hex:0249020103><hex:0248020103><hex:02100103>3. <hex:024804F201F403><hex:024904F201F503>Dévoreur d'âme<hex:0249020103><hex:0248020103><hex:02100103><hex:02100103>Si les conditions ne sont pas réunies pour la technique d'arme suivante, retourne à la première."
7,"Effectue l'une après l'autre les techniques d'arme du combo suivant<hex:021D0103>:<hex:02100103><hex:02100103>1. <hex:024804F201F403><hex:024904F201F503>Volée de coups<hex:0249020103><hex:0248020103><hex:02100103>2. <hex:024804F201F403><hex:024904F201F503>Coup de poing direct<hex:0249020103><hex:0248020103><hex:02100103>3. <hex:024804F201F403><hex:024904F201F503>Coup de poing brusque<hex:0249020103><hex:0248020103><hex:02100103><hex:02100103>Si les conditions ne sont pas réunies pour la technique d'arme suivante, retourne à la première."
8,"Effectue l'une après l'autre les techniques d'arme du combo suivant<hex:021D0103>:<hex:02100103><hex:02100103>1. <hex:024804F201F403><hex:024904F201F503>Tacle du dragon<hex:0249020103><hex:0248020103><hex:02100103>2. <hex:024804F201F403><hex:024904F201F503>Serpents jumeaux<hex:0249020103><hex:0248020103><hex:02100103>3. <hex:024804F201F403><hex:024904F201F503>Démolition<hex:0249020103><hex:0248020103><hex:02100103><hex:02100103>Si les conditions ne sont pas réunies pour la technique d'arme suivante, retourne à la première."
9,"Effectue l'une après l'autre les techniques d'arme du combo suivant<hex:021D0103>:<hex:02100103><hex:02100103>1. <hex:024804F201F403><hex:024904F201F503>Percée Raiden<hex:0249020103><hex:0248020103><hex:02100103>2. <hex:024804F201F403><hex:024904F201F503>Percée totale<hex:0249020103><hex:0248020103><hex:02100103>3. <hex:024804F201F403><hex:024904F201F503>Croc-et-griffe<hex:0249020103><hex:0248020103><hex:02100103>4. <hex:024804F201F403><hex:024904F201F503>Percée tournante<hex:0249020103><hex:0248020103><hex:02100103><hex:02100103>Si les conditions ne sont pas réunies pour la technique d'arme suivante, retourne à la première."
10,"Effectue l'une après l'autre les techniques d'arme du combo suivant<hex:021D0103>:<hex:02100103><hex:02100103>1. <hex:024804F201F403><hex:024904F201F503>Pulsion<hex:0249020103><hex:0248020103><hex:02100103>2. <hex:024804F201F403><hex:024904F201F503>Éventration<hex:0249020103><hex:0248020103><hex:02100103>3. <hex:024804F201F403><hex:024904F201F503>Percée chaotique<hex:0249020103><hex:0248020103><hex:02100103>4. <hex:024804F201F403><hex:024904F201F503>Percée tournante<hex:0249020103><hex:0248020103><hex:02100103><hex:02100103>Si les conditions ne sont pas réunies pour la technique d'arme suivante, retourne à la première."
