key,0,1
#,,Text
offset,4,0
Int32,UInt32,String
0,0,""
1,4,"Un poussin chocobo s'est retrouvé coincé au sommet du Mont Corel<hex:021D0103>! Évitez les bombes des Gobelins et sauvez la pauvre bête<hex:021D0103>!"
2,4,"Un poussin chocobo s'est retrouvé coincé au sommet du Mont Corel<hex:021D0103>! Évitez les bombes des Gobelins et sauvez la pauvre bête<hex:021D0103>!"
3,4,"Un poussin chocobo s'est retrouvé coincé au sommet du Mont Corel<hex:021D0103>! Évitez les bombes des Gobelins et sauvez la pauvre bête<hex:021D0103>!"
4,4,"Un poussin chocobo s'est retrouvé coincé au sommet du Mont Corel<hex:021D0103>! Évitez les bombes des Gobelins et sauvez la pauvre bête<hex:021D0103>!"
5,4,"Un poussin chocobo s'est retrouvé coincé au sommet du Mont Corel<hex:021D0103>! Évitez les bombes des Gobelins et sauvez la pauvre bête<hex:021D0103>!"
6,4,"Un poussin chocobo s'est retrouvé coincé au sommet du Mont Corel<hex:021D0103>! Évitez les bombes des Gobelins et sauvez la pauvre bête<hex:021D0103>!"
7,4,"Un poussin chocobo s'est retrouvé coincé au sommet du Mont Corel<hex:021D0103>! Évitez les bombes des Gobelins et sauvez la pauvre bête<hex:021D0103>!"
8,4,"Un poussin chocobo s'est retrouvé coincé sur la tête de Coloso<hex:021D0103>! Évitez les bombes des Gobelins et sauvez la pauvre bête<hex:021D0103>!"
9,4,"Un poussin chocobo s'est retrouvé coincé sur la tête de Coloso<hex:021D0103>! Évitez les bombes des Gobelins et sauvez la pauvre bête<hex:021D0103>!"
10,4,"Un poussin chocobo s'est retrouvé coincé sur la tête de Coloso<hex:021D0103>! Évitez les bombes des Gobelins et sauvez la pauvre bête<hex:021D0103>!"
11,4,"Un poussin chocobo s'est retrouvé coincé sur la tête de Coloso<hex:021D0103>! Évitez les bombes des Gobelins et sauvez la pauvre bête<hex:021D0103>!"
12,4,"Un poussin chocobo s'est retrouvé coincé sur la tête de Coloso<hex:021D0103>! Évitez les bombes des Gobelins et sauvez la pauvre bête<hex:021D0103>!"
13,4,"Un poussin chocobo s'est retrouvé coincé sur la tête de Coloso<hex:021D0103>! Évitez les bombes des Gobelins et sauvez la pauvre bête<hex:021D0103>!"
14,4,"Un poussin chocobo s'est retrouvé coincé sur la tête de Coloso<hex:021D0103>! Évitez les bombes des Gobelins et sauvez la pauvre bête<hex:021D0103>!"
