key,0
#,Description
offset,0
Int32,String
0,""
1,"La vitalité est augmentée de 8 points."
2,"La vitalité est augmentée de 16 points."
3,"La vitalité est augmentée de 24 points."
4,"La vitalité est augmentée de 8 points."
5,"La vitalité est augmentée de 16 points."
6,"La vitalité est augmentée de 24 points."
7,"La force est augmentée de 8 points."
8,"La force est augmentée de 16 points."
9,"La force est augmentée de 24 points."
10,"Vous pouvez cumuler deux effets Vitesse de l'éclair."
11,"Vous pouvez cumuler trois effets Vitesse de l'éclair."
12,"La force est augmentée de 8 points."
13,"La force est augmentée de 16 points."
14,"La force est augmentée de 24 points."
15,"La dextérité est augmentée de 8 points."
16,"La dextérité est augmentée de 16 points."
17,"Accorde 20% de chances qu'<hex:024804F201F403><hex:024904F201F503>Œil de faucon<hex:0249020103><hex:0248020103> vous soit octroyé lorsque vous utilisez <hex:024804F201F403><hex:024904F201F503>Tir à l'arc puissant<hex:0249020103><hex:0248020103> avec succès.<hex:02100103><hex:024804F201FA03><hex:024904F201FB03>Durée<hex:021D0103>:<hex:0249020103><hex:0248020103> 30s"
18,"Les dégâts de base des actions sont augmentés de 10%."
19,"La dextérité est augmentée de 24 points."
20,"Les dégâts de base des actions sont augmentés de 20%."
21,"L'esprit est augmenté de 8 points."
22,"L'esprit est augmenté de 16 points."
23,"Les soins et les dégâts de base des actions sont augmentés de 10%."
24,"L'esprit est augmenté de 24 points."
25,"Accorde 15% de chances lors du lancement de Soin que le prochain Extra Soin ne consomme pas de PM.<hex:02100103><hex:024804F201FA03><hex:024904F201FB03>Durée<hex:021D0103>:<hex:0249020103><hex:0248020103> 15s"
26,"Les soins et les dégâts de base des actions sont augmentés de 30%."
27,"L'in<hex:02160103>tel<hex:02160103>li<hex:02160103>gence est augmentée de 8 points."
28,"L'in<hex:02160103>tel<hex:02160103>li<hex:02160103>gence est augmentée de 16 points."
29,"Les soins et les dégâts de base des actions sont augmentés de 10%."
30,"L'in<hex:02160103>tel<hex:02160103>li<hex:02160103>gence est augmentée de 24 points."
31,"Les soins et les dégâts de base des actions sont augmentés de 30%."
