key,0,1,2,3,4,5,6,7,8,9,10,11
#,,,,,,Command,ShortCommand,Description,Alias,ShortAlias,Param,
offset,26,27,28,29,30,12,16,0,4,8,24,20
Int32,UInt8,UInt8,Int8,Int8,Int8,String,String,String,String,String,UInt16,UInt32
0,0,0,0,0,0,"","","","","",0,0
1,1,0,0,0,0,"/record","","/visionnage, /visio, /record<hex:02100103>Ouvre la fenêtre de visionnage de mission.","/visionnage","/visio",32,0
2,2,1,0,0,0,"/recordready","","/appelenregistrement, /appelenreg, /recordready<hex:02100103>Utilisation<hex:021D0103>: /appelenregistrement [sous-commande]<hex:02100103>Lance un appel d'enregistrement (ou un appel de préparation à partir de la seconde fois), puis un compte à rebours si tous les équipiers ont répondu ""Oui"".<hex:02100103>>> Sous-commande<hex:021D0103>:<hex:02100103>""[nombre de secondes entre 5 et 30]"" Définit la durée du compte à rebours.<hex:02100103>* Si aucune sous-commande n'est spécifiée, ouvre la fenêtre de l'appel d'enregistrement.","/appelenregistrement","/appelenreg",0,0
3,1,0,0,0,0,"/pvpteamcmd","","/fenêtreéquipejcj, /féjcj, /pvpteamcmd<hex:02100103>Ouvre la fenêtre Équipe JcJ.","/fenêtreéquipejcj","/féjcj",0,0
4,1,0,0,0,0,"/saddlebag","","/sacochechocobo, /schoc, /chocobobag, /saddlebag<hex:02100103>Ouvre la sacoche chocobo.","/sacochechocobo","/schoc",0,0
5,1,0,0,0,0,"/magiaright","","/magiadroite, /magiaright<hex:02100103>Fait pivoter le plateau Magia dans le sens des aiguilles d'une montre.<hex:02100103>","/magiadroite","",0,0
6,1,0,0,0,0,"/magialeft","","/magiagauche, /magialeft<hex:02100103>Fait pivoter le plateau Magia dans le sens inverse des aiguilles d'une montre.<hex:02100103>","/magiagauche","",0,0
7,1,0,0,0,0,"/cwlinkshellcmd","/cwlcmd","/lsimcom, /cwlinkshellcmd<hex:02100103>Ouvre le menu de la linkshell inter-Monde.","/lsimcom","",0,0
8,3,1,17,0,0,"/quickchat","/qchat","'/expressionfigée, /exfig, /quickchat, /qchat<hex:02100103>Affiche une expression figée.<hex:02100103>* Uniquement dans Crystalline Conflict.<hex:02100103>Utilisation<hex:021D0103>: /expressionfigée Attaque<hex:02100103>Affiche l'expression figée Attaque.<hex:02100103>/exfig Attaque<hex:021D0103>: cible <t><hex:02100103>Affiche l'expression figée Attaque<hex:021D0103>: cible en ajoutant le nom de l'ennemi ciblé.","/expressionfigée","/exfig",1021,0
9,4,3,2,18,2,"/bluespellbook","","/grimoiremagiebleue, /gmagiebleue, /bluespellbook<hex:02100103>Utilisation<hex:021D0103>: /grimoiremagiebleue [sous-commande]<hex:02100103>Permet de modifier les actions actives de magie bleue.<hex:02100103>>> Sous-commandes<hex:021D0103>:<hex:02100103>set ""Nom d'action de magie bleue"" on    Ajoute le sort de magie bleue au set actif.<hex:02100103>set ""Nom d'action de magie bleue"" off    Retire le sort de magie bleue du set actif.<hex:02100103>preset ""Numéro du set sauvegardé"" (1 à 5)   Charge le set spécifié par le numéro.<hex:02100103>clear    Retire toutes les actions du set actif.<hex:02100103>* Si aucune sous-commande n'est spécifiée, ouvre le grimoire de magie bleue.<hex:02100103><hex:02100103>>> Exemples<hex:021D0103>:<hex:02100103>/grimoiremagiebleue set Tir d'eau<hex:02100103>  Ajoute l'action de magie bleue ""Tir d'eau"" au set actif.<hex:02100103>/bluespellbook preset 2<hex:02100103>  Charge le set d'actions de magie bleue numéro 2 dans le set actif.","/grimoiremagiebleue","/gmagiebleue",36,0
10,2,1,2,0,0,"/magiaattack","","/magiaoffensif, /magiaattack<hex:02100103>Utilisation<hex:021D0103>: /magiaoffensif [argument de ciblage]<hex:02100103>Configure le plateau Magia de façon à renforcer l'élément ayant l'avantage sur celui de la cible désignée.<hex:02100103>>> Exemple<hex:021D0103>:<hex:02100103>/magiaoffensif <t><hex:02100103>  Configure le plateau Magia de façon à renforcer l'élément ayant l'avantage sur celui de la cible actuelle.","/magiaoffensif","",0,0
11,2,1,2,0,0,"/magiadefense","","/magiadéfensif, /magiadefense<hex:02100103>Utilisation<hex:021D0103>: /magiadéfensif [argument de ciblage]<hex:02100103>Configure le plateau Magia de façon à renforcer l'élément de la cible désignée.<hex:02100103>>> Exemple<hex:021D0103>:<hex:02100103>/magiadéfensif <t><hex:02100103>  Configure le plateau Magia de façon à renforcer l'élément de la cible actuelle.","/magiadéfensif","",0,0
12,2,1,2,0,0,"/magiaauto","","/magiaauto<hex:02100103>Utilisation<hex:021D0103>: /magiaauto [sous-commande]<hex:02100103>Active la configuration automatique du plateau Magia en fonction de la cible sé<hex:02160103>lec<hex:02160103>tion<hex:02160103>née, et selon le mode choisi.<hex:02100103>>> Sous-commande<hex:021D0103>:<hex:02100103>attaque (attack)   Active le mode offensif.<hex:02100103>défense (defense)   Active le mode défensif.<hex:02100103>off   Désactive la configuration automatique du plateau Magia.<hex:02100103>* Si aucune sous-commande n'est spécifiée, les différents modes sont activés à tour de rôle.<hex:02100103>>> Exemple<hex:021D0103>:<hex:02100103>/magiaauto attaque<hex:02100103>  Active la configuration automatique du plateau Magia en mode offensif.","/magiaauto","",0,0
13,1,0,0,0,0,"/cwlinkshell1","/cwl1","/linkshellim1, /lsim1, /cwlinkshell1<hex:02100103>Utilisation<hex:021D0103>: /linkshellim1 [message]<hex:02100103>Affiche un message visible par tous les membres de la linkshell inter-Monde numéro 1, où qu'ils se trouvent.<hex:02100103>""LSIM 1"" devient le mode de discussion par défaut si /linkshellim1 est utilisé sans message.<hex:02100103><hex:02100103>>> Exemples<hex:021D0103>:<hex:02100103>/linkshellim1 Bonjour<hex:021D0103>!<hex:02100103>  Envoie le message ""Bonjour<hex:021D0103>!"" à tous les membres de la linkshell inter-Monde numéro 1.<hex:02100103>/lsim1 <hex:02100103>  ""LSIM 1"" devient le mode de discussion par défaut.","/linkshellim1","/lsim1",1021,0
14,1,0,0,0,0,"/cwlinkshell2","/cwl2","/linkshellim2, /lsim2, /cwlinkshell2<hex:02100103>Utilisation<hex:021D0103>: /linkshellim2 [message]<hex:02100103>Affiche un message visible par tous les membres de la linkshell inter-Monde numéro 2, où qu'ils se trouvent.<hex:02100103>""LSIM 2"" devient le mode de discussion par défaut si /linkshellim2 est utilisé sans message.<hex:02100103><hex:02100103>>> Exemples<hex:021D0103>:<hex:02100103>/linkshellim2 Bonjour<hex:021D0103>!<hex:02100103>  Envoie le message ""Bonjour<hex:021D0103>!"" à tous les membres de la linkshell inter-Monde numéro 2.<hex:02100103>/lsim2 <hex:02100103>  ""LSIM 2"" devient le mode de discussion par défaut.","/linkshellim2","/lsim2",1021,0
15,1,0,0,0,0,"/cwlinkshell3","/cwl3","/linkshellim3, /lsim3, /cwlinkshell3<hex:02100103>Utilisation<hex:021D0103>: /linkshellim3 [message]<hex:02100103>Affiche un message visible par tous les membres de la linkshell inter-Monde numéro 3, où qu'ils se trouvent.<hex:02100103>""LSIM 3"" devient le mode de discussion par défaut si /linkshellim3 est utilisé sans message.<hex:02100103><hex:02100103>>> Exemples<hex:021D0103>:<hex:02100103>/linkshellim3 Bonjour<hex:021D0103>!<hex:02100103>  Envoie le message ""Bonjour<hex:021D0103>!"" à tous les membres de la linkshell inter-Monde numéro 3.<hex:02100103>/lsim3 <hex:02100103>  ""LSIM 3"" devient le mode de discussion par défaut.","/linkshellim3","/lsim3",1021,0
16,1,0,0,0,0,"/cwlinkshell4","/cwl4","/linkshellim4, /lsim4, /cwlinkshell4<hex:02100103>Utilisation<hex:021D0103>: /linkshellim4 [message]<hex:02100103>Affiche un message visible par tous les membres de la linkshell inter-Monde numéro 4, où qu'ils se trouvent.<hex:02100103>""LSIM 4"" devient le mode de discussion par défaut si /linkshellim4 est utilisé sans message.<hex:02100103><hex:02100103>>> Exemples<hex:021D0103>:<hex:02100103>/linkshellim4 Bonjour<hex:021D0103>!<hex:02100103>  Envoie le message ""Bonjour<hex:021D0103>!"" à tous les membres de la linkshell inter-Monde numéro 4.<hex:02100103>/lsim4 <hex:02100103>  ""LSIM 4"" devient le mode de discussion par défaut.","/linkshellim4","/lsim4",1021,0
17,1,0,0,0,0,"/cwlinkshell5","/cwl5","/linkshellim5, /lsim5, /cwlinkshell5<hex:02100103>Utilisation<hex:021D0103>: /linkshellim5 [message]<hex:02100103>Affiche un message visible par tous les membres de la linkshell inter-Monde numéro 5, où qu'ils se trouvent.<hex:02100103>""LSIM 5"" devient le mode de discussion par défaut si /linkshellim5 est utilisé sans message.<hex:02100103><hex:02100103>>> Exemples<hex:021D0103>:<hex:02100103>/linkshellim5 Bonjour<hex:021D0103>!<hex:02100103>  Envoie le message ""Bonjour<hex:021D0103>!"" à tous les membres de la linkshell inter-Monde numéro 5.<hex:02100103>/lsim5 <hex:02100103>  ""LSIM 5"" devient le mode de discussion par défaut.","/linkshellim5","/lsim5",1021,0
18,1,0,0,0,0,"/cwlinkshell6","/cwl6","/linkshellim6, /lsim6, /cwlinkshell6<hex:02100103>Utilisation<hex:021D0103>: /linkshellim6 [message]<hex:02100103>Affiche un message visible par tous les membres de la linkshell inter-Monde numéro 6, où qu'ils se trouvent.<hex:02100103>""LSIM 6"" devient le mode de discussion par défaut si /linkshellim6 est utilisé sans message.<hex:02100103><hex:02100103>>> Exemples<hex:021D0103>:<hex:02100103>/linkshellim6 Bonjour<hex:021D0103>!<hex:02100103>  Envoie le message ""Bonjour<hex:021D0103>!"" à tous les membres de la linkshell inter-Monde numéro 6.<hex:02100103>/lsim6 <hex:02100103>  ""LSIM 6"" devient le mode de discussion par défaut.","/linkshellim6","/lsim6",1021,0
19,1,0,0,0,0,"/cwlinkshell7","/cwl7","/linkshellim7, /lsim7, /cwlinkshell7<hex:02100103>Utilisation<hex:021D0103>: /linkshellim7 [message]<hex:02100103>Affiche un message visible par tous les membres de la linkshell inter-Monde numéro 7, où qu'ils se trouvent.<hex:02100103>""LSIM 7"" devient le mode de discussion par défaut si /linkshellim7 est utilisé sans message.<hex:02100103><hex:02100103>>> Exemples<hex:021D0103>:<hex:02100103>/linkshellim7 Bonjour<hex:021D0103>!<hex:02100103>  Envoie le message ""Bonjour<hex:021D0103>!"" à tous les membres de la linkshell inter-Monde numéro 7.<hex:02100103>/lsim7 <hex:02100103>  ""LSIM 7"" devient le mode de discussion par défaut.","/linkshellim7","/lsim7",1021,0
20,1,0,0,0,0,"/cwlinkshell8","/cwl8","/linkshellim8, /lsim8, /cwlinkshell8<hex:02100103>Utilisation<hex:021D0103>: /linkshellim8 [message]<hex:02100103>Affiche un message visible par tous les membres de la linkshell inter-Monde numéro 8, où qu'ils se trouvent.<hex:02100103>""LSIM 8"" devient le mode de discussion par défaut si /linkshellim8 est utilisé sans message.<hex:02100103><hex:02100103>>> Exemples<hex:021D0103>:<hex:02100103>/linkshellim8 Bonjour<hex:021D0103>!<hex:02100103>  Envoie le message ""Bonjour<hex:021D0103>!"" à tous les membres de la linkshell inter-Monde numéro 8.<hex:02100103>/lsim8 <hex:02100103>  ""LSIM 8"" devient le mode de discussion par défaut.","/linkshellim8","/lsim8",1021,0
