key,0
#,Objective
offset,0
Int32,String
0,""
1,"Vaincre les cibles"
2,"Récupérer les objets désignés"
3,"Éliminer les cibles"
4,"Traquer et éliminer les cibles"
5,"Affaiblir la cible puis la calmer avec <hex:02082DE4E80201FF11>l'emote /apaiser<hex:FF15><hex:023311FF0A>EventItem<hex:03E802020203><hex:03>"
6,"<hex:020837E4E80201FF12>Attaquer la cible<hex:FF1E>Utiliser <hex:023311FF0A>EventItem<hex:02E802020203><hex:03> pour révéler la véritable forme de la cible, puis la vaincre"
7,"Vaincre toutes les cibles dans les zones désignées"
8,"Réunir les pages du Nécrologos et vaincre la créature invoquée"
9,"Utiliser l'emote <hex:021A020203>/viens<hex:021A020103> (Inviter) pour mener <hex:023310FF09>BNpcName<hex:03E802020203> en lieu sûr"
10,"Récolter aux endroits désignés<hex:02100103>Bonus de récompense selon l'évaluation<hex:021D0103>:<hex:02100103>286 ou plus<hex:021D0103>: +   5%<hex:02100103>303 ou plus<hex:021D0103>: + 10%<hex:02100103>320 ou plus<hex:021D0103>: + 25%"
11,"Obtenir tous les objets désignés"
12,"Aller dans tous les lieux spécifiés pour récupérer les objets désignés"
13,"Inspecter les lieux désignés<hex:02100103>Bonus de récompense selon l'évaluation<hex:021D0103>:<hex:02100103>143 ou plus<hex:021D0103>: +   5%<hex:02100103>152 ou plus<hex:021D0103>: + 10%<hex:02100103>160 ou plus<hex:021D0103>: + 25%"
14,"Apporter les objets aux lieux désignés"
15,"Le mandat échoue si trop peu d'objets sont obtenus"
16,"Inspecter le lieu désigné"
17,"Attirer puis éliminer les cibles"
18,"Récolter aux endroits désignés<hex:02100103>Bonus de récompense selon l'évaluation<hex:021D0103>:<hex:02100103>429 ou plus<hex:021D0103>: +   5%<hex:02100103>454 ou plus<hex:021D0103>: + 10%<hex:02100103>479 ou plus<hex:021D0103>: + 25%"
19,"Inspecter les lieux désignés<hex:02100103>Bonus de récompense selon l'évaluation<hex:021D0103>:<hex:02100103>215 ou plus<hex:021D0103>: +   5%<hex:02100103>227 ou plus<hex:021D0103>: + 10%<hex:02100103>240 ou plus<hex:021D0103>: + 25%"
20,"Réunir les pages du Nécrologos en terrassant les ennemis et vaincre la créature invoquée"
21,"Progression "
22,"Zones sécurisées "
23,"Les cibles se mettront en colère si vous tentez de les apaiser trop tôt<hex:02100103>(Le mandat échoue si les cibles sont tuées)"
24,"Vaincre des <hex:023310FF09>BNpcName<hex:0DE802030203> pour obtenir des <hex:023311FF0A>EventItem<hex:0DE803030203>"
25,"Le mandat échoue à la mort <hex:023310FF09>BNpcName<hex:0AE802020203>"
26,"Protéger l'objet de la mission et vaincre les ennemis"
27,"Vaincre autant d'ennemis que possible dans le temps imparti"
28,"Découvrir l'ennemi qui possède <hex:023311FF0A>EventItem<hex:03E802030203> et le vaincre"
29,""
30,"Abattre l'ennemi qui appelle des renforts"
31,"Le mandat échoue si trop peu d'ennemis sont éliminés"
32,"Éliminer les ennemis qui répondent à l'emote <hex:02081DE4E80202FF09>/toucher<hex:FF0D>/questionner<hex:03> et récupérer <hex:023311FF0A>EventItem<hex:02E803030203>"
33,"Le mandat échoue si <hex:020822FF12><hex:02280EFF09>BNpcName<hex:E8020703><hex:FF07>toutes<hex:FF05>tous<hex:03> <hex:023310FF09>BNpcName<hex:03E802030203> sont <hex:020825FF12><hex:02280EFF09>BNpcName<hex:E8020703><hex:FF08>perdues<hex:FF07>perdus<hex:03>"
34,"Obtenir <hex:023311FF0A>EventItem<hex:02E803020203> sur <hex:023310FF09>BNpcName<hex:02E802020203> et l'utiliser sur <hex:02330CFF05>EObj<hex:02E804020203> pour attirer <hex:023310FF09>BNpcName<hex:02E805020203>"
35,"Les cibles se mettront en colère si vous tentez de les apaiser trop tôt"
