key,0,1,2
#,Image,Text,NpcName
offset,8,0,4
Int32,UInt32,String,String
0,0,"",""
1,0,"",""
2,0,"",""
3,0,"",""
4,0,"",""
5,0,"Les travaux de recon<hex:02160103>struc<hex:02160103>tion d'Azurée ont enfin démarré<hex:021D0103>!","Francel"
6,0,"Les travaux de recon<hex:02160103>struc<hex:02160103>tion d'Azurée ont enfin démarré<hex:021D0103>!","Francel"
7,0,"L'installation du guichet principal est terminée<hex:021D0103>!","Potkin"
8,0,"L'installation du guichet principal est terminée<hex:021D0103>!","Potkin"
9,0,"Aidez-moi à améliorer les conditions de travail sur le chantier<hex:021D0103>!","Lizbeth"
10,0,"Aidez-moi à améliorer les conditions de travail sur le chantier<hex:021D0103>!","Lizbeth"
11,0,"La recon<hex:02160103>struc<hex:02160103>tion de l'Esplanade des démunis est terminée<hex:021D0103>!","Francel"
12,70301,"Artisans, merci à tous pour votre aide précieuse. Grâce à votre généreuse con<hex:02160103>tri<hex:02160103>bu<hex:02160103>tion, les travaux ont of<hex:02160103>fi<hex:02160103>ciel<hex:02160103>le<hex:02160103>ment débuté à Azurée.<hex:02100103><hex:02100103>Actuellement, nous sommes en train de reconstruire l'Esplanade des démunis, à l'entrée du quartier. Une fois sa rénovation terminée, cette place fera office de comptoir d'accueil pour tous les visiteurs d'Azurée.<hex:02100103><hex:02100103>Ce chantier constitue la première étape principale de notre grand projet, et sa réussite est d'une importance capitale pour l'avenir de notre cité. Aussi, j'en appelle à toute votre col<hex:02160103>la<hex:02160103>bo<hex:02160103>ra<hex:02160103>tion pour le mener à bien.<hex:02100103> <hex:02100103>Francel de Haillenarte, superviseur général du projet de recon<hex:02160103>struc<hex:02160103>tion",""
13,70302,"Lorsque nous aurons amassé suf<hex:02160103>fi<hex:02160103>sam<hex:02160103>ment de ressources, les ouvrages collectifs de la phase 1 pourront commencer. Voici la marche à suivre pour les artisans qui y participeront.<hex:02100103><hex:02100103>Étape 1<hex:021D0103>: obtention d'un matériau (pile de matériaux)<hex:02100103>Étape 2<hex:021D0103>: transformation du matériau (poste de travail)<hex:02100103>Étape 3<hex:021D0103>: pose du matériau (poste d'assemblage)<hex:02100103><hex:02100103>Merci d'avance pour votre coopération<hex:021D0103>!<hex:02100103><hex:02100103>Augebert, contremaître du chantier d'Azurée",""
14,70303,"Chers artisans, grâce à votre travail acharné, nos guichets sont désormais ouverts côté est de l'Esplanade des démunis<hex:021D0103>! Nos efforts vont désormais se porter sur la con<hex:02160103>struc<hex:02160103>tion d'ins<hex:02160103>tal<hex:02160103>la<hex:02160103>tions de l'autre côté de la place.<hex:02100103><hex:02100103>Afin de commencer les prochains travaux dans les plus brefs délais, nous comptons plus que jamais sur votre générosité pour les dons de matériaux <hex:021D0103>!<hex:02100103><hex:02100103>Qu'Halone nous protège.<hex:02100103><hex:02100103>Potkin",""
15,70304,"Lorsque nous aurons amassé suf<hex:02160103>fi<hex:02160103>sam<hex:02160103>ment de ressources, les ouvrages collectifs de la phase 2 pourront commencer. La procédure est la même que pour la phase 1.<hex:02100103><hex:02100103>Étape 1<hex:021D0103>: obtention d'un matériau (pile de matériaux)<hex:02100103>Étape 2<hex:021D0103>: transformation du matériau (poste de travail)<hex:02100103>Étape 3<hex:021D0103>: pose du matériau (poste d'assemblage)<hex:02100103><hex:02100103>Merci d'avance pour votre coopération<hex:021D0103>!<hex:02100103><hex:02100103>Augebert, contremaître du chantier d'Azurée",""
16,70305,"Amis artisans, merci pour vos efforts quotidiens au service de la sainte Cité.<hex:02100103><hex:02100103>Comme vous le savez, l'Esplanade des démunis se situe aujourd'hui au cœur de la recon<hex:02160103>struc<hex:02160103>tion d'Azurée. Les travaux avancent de façon satisfaisante, mais nous avons quelques projets pour encourager la par<hex:02160103>ti<hex:02160103>ci<hex:02160103>pa<hex:02160103>tion de nombreux artisans et améliorer les conditions de travail générales. Par exemple, allumer un brasier pour les tâches nocturnes, améliorer notre panneau d'in<hex:02160103>for<hex:02160103>ma<hex:02160103>tions...<hex:02100103><hex:02100103>Pour cela, nous avons toujours autant besoin de matériaux, et nous comptons sur vos dons<hex:021D0103>!<hex:02100103><hex:02100103>Lizbeth",""
17,70306,"Les ouvrages collectifs de la phase 3 se dérouleront en deux parties. La marche à suivre est la suivante.<hex:02100103><hex:02100103>【Partie 1<hex:021D0103>: ali<hex:02160103>men<hex:02160103>ta<hex:02160103>tion du brasier】<hex:02100103>Étape 1<hex:021D0103>: obtention d'un matériau (pile de matériaux)<hex:02100103>Étape 2<hex:021D0103>: transformation du matériau (poste de travail)<hex:02100103>Étape 3<hex:021D0103>: utilisation du matériau (brasier)<hex:02100103><hex:02100103>【Partie 2<hex:021D0103>: con<hex:02160103>struc<hex:02160103>tion d'ins<hex:02160103>tal<hex:02160103>la<hex:02160103>tions】<hex:02100103>Étape 1<hex:021D0103>: obtention d'un matériau (pile de matériaux)<hex:02100103>Étape 2<hex:021D0103>: transformation du matériau (poste de travail)<hex:02100103>Étape 3<hex:021D0103>: pose du matériau (poste d'assemblage)<hex:02100103><hex:02100103>Merci d'avance pour votre coopération<hex:021D0103>!<hex:02100103><hex:02100103>Augebert, contremaître du chantier d'Azurée",""
