key,0,1,2,3,4,5
#,LogKind,DisplayFlags,,Duration,,Text
offset,4,6,8,9,10,0
Int32,UInt16,UInt16,UInt8,UInt8,PackedBool0,String
0,0,0,0,0,False,""
1,57,1,0,0,False,"Vous invitez <hex:020888E4EB02EB03FF05>vous<hex:FF7B><hex:020877E908FF12><hex:02330EFF07>ObjStr<hex:03E908020203><hex:FF60><hex:02085CE4030AFF19><hex:02080FE943FF03>d'<hex:FF07>de<hex:021D0103><hex:03><hex:022903EB0303><hex:FF3D><hex:020839E906FF1A><hex:022810FF0C>Attributive<hex:032503><hex:022903EB0303><hex:FF1A><hex:022810FF0C>Attributive<hex:031D03><hex:022903EB0303><hex:03><hex:03><hex:03><hex:03> dans l'équipe."
2,57,1,0,0,False,"L'invitation dans l'équipe envoyée par <hex:020888E4EB02EB03FF05>vous<hex:FF7B><hex:020877E908FF12><hex:02330EFF07>ObjStr<hex:03E908020203><hex:FF60><hex:02085CE4030AFF19><hex:02080FE943FF03>d'<hex:FF07>de<hex:021D0103><hex:03><hex:022903EB0303><hex:FF3D><hex:020839E906FF1A><hex:022810FF0C>Attributive<hex:032503><hex:022903EB0303><hex:FF1A><hex:022810FF0C>Attributive<hex:031D03><hex:022903EB0303><hex:03><hex:03><hex:03><hex:03> est annulée."
3,57,33,0,0,False,"<hex:022B8EFF8C><hex:020888E4EB02EB03FF05>vous<hex:FF7B><hex:020877E908FF12><hex:02330EFF07>ObjStr<hex:03E908020203><hex:FF60><hex:02085CE4030AFF19><hex:02080FE943FF03>d'<hex:FF07>de<hex:021D0103><hex:03><hex:022903EB0303><hex:FF3D><hex:020839E906FF1A><hex:022810FF0C>Attributive<hex:032503><hex:022903EB0303><hex:FF1A><hex:022810FF0C>Attributive<hex:031D03><hex:022903EB0303><hex:03><hex:03><hex:03><hex:03><hex:03> <hex:02081CE4EB02EB03FF08>invitez<hex:FF0C>vous invite<hex:03> dans <hex:020812E4EB02EB03FF06>votre<hex:FF04>son<hex:03> équipe."
4,57,1,0,0,False,"Vous quittez l'équipe."
5,57,1,0,0,False,"L'équipe est dissoute."
6,0,0,0,0,False,""
7,0,0,0,0,False,""
8,57,1,0,0,False,"<hex:022B8EFF8C><hex:020888E4EB02EB03FF05>vous<hex:FF7B><hex:020877E908FF12><hex:02330EFF07>ObjStr<hex:03E908020203><hex:FF60><hex:02085CE4030AFF19><hex:02080FE943FF03>d'<hex:FF07>de<hex:021D0103><hex:03><hex:022903EB0303><hex:FF3D><hex:020839E906FF1A><hex:022810FF0C>Attributive<hex:032503><hex:022903EB0303><hex:FF1A><hex:022810FF0C>Attributive<hex:031D03><hex:022903EB0303><hex:03><hex:03><hex:03><hex:03><hex:03> est ajouté<hex:02082EE908FF1D><hex:020819FF12><hex:02280EFF09>BNpcName<hex:E9080703><hex:FF02>e<hex:FF01><hex:03><hex:FF0C><hex:020808E906FF02>e<hex:FF01><hex:03><hex:03> à la liste noire."
9,57,1,0,0,False,"<hex:022B8EFF8C><hex:020888E4EB02EB03FF05>vous<hex:FF7B><hex:020877E908FF12><hex:02330EFF07>ObjStr<hex:03E908020203><hex:FF60><hex:02085CE4030AFF19><hex:02080FE943FF03>d'<hex:FF07>de<hex:021D0103><hex:03><hex:022903EB0303><hex:FF3D><hex:020839E906FF1A><hex:022810FF0C>Attributive<hex:032503><hex:022903EB0303><hex:FF1A><hex:022810FF0C>Attributive<hex:031D03><hex:022903EB0303><hex:03><hex:03><hex:03><hex:03><hex:03> est retiré<hex:02082EE908FF1D><hex:020819FF12><hex:02280EFF09>BNpcName<hex:E9080703><hex:FF02>e<hex:FF01><hex:03><hex:FF0C><hex:020808E906FF02>e<hex:FF01><hex:03><hex:03> de la liste noire."
10,57,33,0,0,False,"Vous envoyez une requête d'ami à <hex:020888E4EB02EB03FF05>vous<hex:FF7B><hex:020877E908FF12><hex:02330EFF07>ObjStr<hex:03E908020203><hex:FF60><hex:02085CE4030AFF19><hex:02080FE943FF03>d'<hex:FF07>de<hex:021D0103><hex:03><hex:022903EB0303><hex:FF3D><hex:020839E906FF1A><hex:022810FF0C>Attributive<hex:032503><hex:022903EB0303><hex:FF1A><hex:022810FF0C>Attributive<hex:031D03><hex:022903EB0303><hex:03><hex:03><hex:03><hex:03>."
11,57,33,0,0,False,"<hex:022B8EFF8C><hex:020888E4EB02EB03FF05>vous<hex:FF7B><hex:020877E908FF12><hex:02330EFF07>ObjStr<hex:03E908020203><hex:FF60><hex:02085CE4030AFF19><hex:02080FE943FF03>d'<hex:FF07>de<hex:021D0103><hex:03><hex:022903EB0303><hex:FF3D><hex:020839E906FF1A><hex:022810FF0C>Attributive<hex:032503><hex:022903EB0303><hex:FF1A><hex:022810FF0C>Attributive<hex:031D03><hex:022903EB0303><hex:03><hex:03><hex:03><hex:03><hex:03> vous a envoyé une requête d'ami."
