key,0,1,2,3,4,5,6
#,Type,IconType,Image,TextType,Text[0],Text[1],Text[2]
offset,16,17,12,18,0,4,8
Int32,UInt8,UInt8,Int32,UInt8,String,String,String
0,0,0,0,0,"","",""
1,0,0,150011,0,"","",""
2,0,0,150012,0,"","",""
3,0,0,0,0,"","",""
4,0,0,0,0,"","",""
5,1,1,150021,1,"Les personnages proposant des quêtes sont facilement reconnaissables grâce à l'icone en forme de <hex:024804F201FA03><hex:024904F201FB03>point d'exclamation<hex:0249020103><hex:0248020103> au-dessus de leur tête.<hex:02100103><hex:02100103>Faites un <hex:024804F201FA03><hex:024904F201FB03>clic droit<hex:0249020103><hex:0248020103> sur Ryssfloh pour lancer la quête.","Les personnages proposant des quêtes sont facilement reconnaissables grâce à l'icone en forme de <hex:024804F201FA03><hex:024904F201FB03>point d'exclamation<hex:0249020103><hex:0248020103> au-dessus de leur tête.<hex:02100103><hex:02100103>Faites un <hex:024804F201FA03><hex:024904F201FB03>clic droit<hex:0249020103><hex:0248020103> sur Bertennant pour lancer la quête.","Les personnages proposant des quêtes sont facilement reconnaissables grâce à l'icone en forme de <hex:024804F201FA03><hex:024904F201FB03>point d'exclamation<hex:0249020103><hex:0248020103> au-dessus de leur tête.<hex:02100103><hex:02100103>Faites un <hex:024804F201FA03><hex:024904F201FB03>clic droit<hex:0249020103><hex:0248020103> sur Wymond pour lancer la quête."
6,1,1,150022,1,"Les personnages proposant des quêtes sont facilement reconnaissables grâce à l'icone en forme de <hex:024804F201FA03><hex:024904F201FB03>point d'exclamation<hex:0249020103><hex:0248020103> au-dessus de leur tête.<hex:02100103><hex:02100103>Pour lancer la quête, ciblez Ryssfloh et pressez ensuite la touche <hex:024804F201FA03><hex:024904F201FB03>Confirmer<hex:0249020103><hex:0248020103>.","Les personnages proposant des quêtes sont facilement reconnaissables grâce à l'icone en forme de <hex:024804F201FA03><hex:024904F201FB03>point d'exclamation<hex:0249020103><hex:0248020103> au-dessus de leur tête.<hex:02100103><hex:02100103>Pour lancer la quête, ciblez Bertennant et pressez ensuite la touche <hex:024804F201FA03><hex:024904F201FB03>Confirmer<hex:0249020103><hex:0248020103>.","Les personnages proposant des quêtes sont facilement reconnaissables grâce à l'icone en forme de <hex:024804F201FA03><hex:024904F201FB03>point d'exclamation<hex:0249020103><hex:0248020103> au-dessus de leur tête.<hex:02100103><hex:02100103>Pour lancer la quête, ciblez Wymond et pressez ensuite la touche <hex:024804F201FA03><hex:024904F201FB03>Confirmer<hex:0249020103><hex:0248020103>."
7,0,0,0,0,"","",""
8,0,0,0,0,"","",""
9,0,0,0,0,"","",""
10,1,1,150121,0,"Lorsque vous lancez une quête, une fenêtre vous présentant brièvement son contenu ainsi que la récompense apparaît à l'écran.<hex:02100103>Si cela vous intéresse et que vous vous sentez à la hauteur de la tâche, n'hésitez pas et cliquez sur <hex:024804F201FA03><hex:024904F201FB03>Accepter<hex:0249020103><hex:0248020103>.","",""
11,1,1,150121,0,"Lorsque vous lancez une quête, une fenêtre vous présentant brièvement son contenu ainsi que la récompense apparaît à l'écran.<hex:02100103>Si cela vous intéresse et que vous vous sentez à la hauteur de la tâche, n'hésitez pas et sélectionnez <hex:024804F201FA03><hex:024904F201FB03>Accepter<hex:0249020103><hex:0248020103>.","",""
12,0,0,0,0,"","",""
