key,0
#,TextOutput
offset,0
Int32,String
0,""
1,"Expression figée disponible uniquement dans Crystalline Conflict.<hex:02100103><hex:02100103><hex:021303E91103><hex:021B020103><hex:021C020203>Salut<hex:021D0103>!<hex:021C020103><hex:021B020203><hex:021302EC03>"
2,"Expression figée disponible uniquement dans Crystalline Conflict.<hex:02100103><hex:02100103><hex:021303E91103><hex:021B020103><hex:021C020203>C'était un beau combat<hex:021D0103>!<hex:021C020103><hex:021B020203><hex:021302EC03>"
3,"Expression figée disponible uniquement dans Crystalline Conflict.<hex:02100103><hex:02100103><hex:021303E91103><hex:021B020103><hex:021C020203>Merci<hex:021D0103>!<hex:021C020103><hex:021B020203><hex:021302EC03>"
4,"Expression figée disponible uniquement dans Crystalline Conflict.<hex:02100103><hex:02100103><hex:021303E91103><hex:021B020103><hex:021C020203>Bien joué<hex:021D0103>!<hex:021C020103><hex:021B020203><hex:021302EC03>"
5,"Expression figée disponible uniquement dans The Feast.<hex:02100103><hex:02100103><hex:021303E91103><hex:021B020103><hex:021C020203>[Talent 1]<hex:021D0103>: utilisable<hex:021D0103>!<hex:02100103>[Talent 1]<hex:021D0103>: utilisable dans [??]s<hex:021D0103>!<hex:021C020103><hex:021B020203><hex:021302EC03>"
6,"Expression figée disponible uniquement dans Crystalline Conflict.<hex:02100103><hex:02100103><hex:021303E91103><hex:021B020103><hex:021C020203>Transcendance du job [job]<hex:021D0103>: utilisable<hex:021D0103>!<hex:02100103>Transcendance du job [job]<hex:021D0103>: [??]%<hex:021D0103>!<hex:021C020103><hex:021B020203><hex:021302EC03>"
7,"Expression figée disponible uniquement dans The Feast.<hex:02100103><hex:02100103><hex:021303E91103><hex:021B020103><hex:021C020203>Je m'occupe du ra<hex:02160103>vi<hex:02160103>tail<hex:02160103>le<hex:02160103>ment offensif<hex:021D0103>!<hex:021C020103><hex:021B020203><hex:021302EC03>"
8,"Expression figée disponible uniquement dans The Feast.<hex:02100103><hex:02100103><hex:021303E91103><hex:021B020103><hex:021C020203>Je m'occupe du ra<hex:02160103>vi<hex:02160103>tail<hex:02160103>le<hex:02160103>ment défensif<hex:021D0103>!<hex:021C020103><hex:021B020203><hex:021302EC03>"
9,"Expression figée disponible uniquement dans The Feast.<hex:02100103><hex:02100103><hex:021303E91103><hex:021B020103><hex:021C020203>Je m'occupe du ra<hex:02160103>vi<hex:02160103>tail<hex:02160103>le<hex:02160103>ment adrénergique<hex:021D0103>!<hex:021C020103><hex:021B020203><hex:021302EC03>"
10,"Expression figée disponible uniquement dans The Feast.<hex:02100103><hex:02100103><hex:021303E91103><hex:021B020103><hex:021C020203>Je m'occupe du ra<hex:02160103>vi<hex:02160103>tail<hex:02160103>le<hex:02160103>ment cœur-de-loup<hex:021D0103>!<hex:021C020103><hex:021B020203><hex:021302EC03>"
11,"Expression figée disponible uniquement dans The Feast.<hex:02100103><hex:02100103><hex:021303E91103><hex:021B020103><hex:021C020203>J'attaque le tank<hex:021D0103>!<hex:021C020103><hex:021B020203><hex:021302EC03>"
12,"Expression figée disponible uniquement dans The Feast.<hex:02100103><hex:02100103><hex:021303E91103><hex:021B020103><hex:021C020203>J'attaque le soigneur<hex:021D0103>!<hex:021C020103><hex:021B020203><hex:021302EC03>"
13,"Expression figée disponible uniquement dans The Feast.<hex:02100103><hex:02100103><hex:021303E91103><hex:021B020103><hex:021C020203>J'attaque le DPS de mêlée<hex:021D0103>!<hex:021C020103><hex:021B020203><hex:021302EC03>"
14,"Expression figée disponible uniquement dans The Feast.<hex:02100103><hex:02100103><hex:021303E91103><hex:021B020103><hex:021C020203>J'attaque le DPS à distance<hex:021D0103>!<hex:021C020103><hex:021B020203><hex:021302EC03>"
15,"Expression figée disponible uniquement dans The Feast.<hex:02100103><hex:02100103><hex:021303E91103><hex:021B020103><hex:021C020203>J'immobilise le tank<hex:021D0103>!<hex:021C020103><hex:021B020203><hex:021302EC03>"
16,"Expression figée disponible uniquement dans The Feast.<hex:02100103><hex:02100103><hex:021303E91103><hex:021B020103><hex:021C020203>J'immobilise le soigneur<hex:021D0103>!<hex:021C020103><hex:021B020203><hex:021302EC03>"
17,"Expression figée disponible uniquement dans The Feast.<hex:02100103><hex:02100103><hex:021303E91103><hex:021B020103><hex:021C020203>J'immobilise le DPS de mêlée<hex:021D0103>!<hex:021C020103><hex:021B020203><hex:021302EC03>"
18,"Expression figée disponible uniquement dans The Feast.<hex:02100103><hex:02100103><hex:021303E91103><hex:021B020103><hex:021C020203>J'immobilise le DPS à distance<hex:021D0103>!<hex:021C020103><hex:021B020203><hex:021302EC03>"
19,"Expression figée disponible uniquement dans The Feast.<hex:02100103><hex:02100103><hex:021303E91103><hex:021B020103><hex:021C020203>Je récupère les médailles<hex:021D0103>!<hex:021C020103><hex:021B020203><hex:021302EC03>"
20,"Expression figée disponible uniquement dans The Feast.<hex:02100103><hex:02100103><hex:021303E91103><hex:021B020103><hex:021C020203>Récupérez les médailles<hex:021D0103>!<hex:021C020103><hex:021B020203><hex:021302EC03>"
21,"Expression figée disponible uniquement dans Crystalline Conflict.<hex:02100103><hex:02100103><hex:021303E91103><hex:021B020103><hex:021C020203>À l'attaque<hex:021D0103>!<hex:021C020103><hex:021B020203><hex:021302EC03>"
22,"Expression figée disponible uniquement dans Crystalline Conflict.<hex:02100103><hex:02100103><hex:021303E91103><hex:021B020103><hex:021C020203>Replions-nous<hex:021D0103>!<hex:021C020103><hex:021B020203><hex:021302EC03>"
23,"Expression figée disponible uniquement dans Crystalline Conflict.<hex:02100103><hex:02100103><hex:021303E91103><hex:021B020103><hex:021C020203>PM<hex:021D0103>: [??]%<hex:021D0103>!<hex:021C020103><hex:021B020203><hex:021302EC03>"
24,"Expression figée disponible uniquement dans The Feast.<hex:02100103><hex:02100103><hex:021303E91103><hex:021B020103><hex:021C020203>PT<hex:021D0103>: [??]%<hex:021D0103>!<hex:021C020103><hex:021B020203><hex:021302EC03>"
25,"Expression figée disponible uniquement dans Crystalline Conflict.<hex:02100103><hex:02100103><hex:021303E91103><hex:021B020103><hex:021C020203>J'attaque leur [job de la cible]<hex:021D0103>!"
26,"Expression figée disponible uniquement dans Crystalline Conflict.<hex:02100103><hex:02100103><hex:021303E91103><hex:021B020103><hex:021C020203>Je fais entrave à leur [job de la cible]<hex:021D0103>!"
27,"Expression figée disponible uniquement dans The Feast.<hex:02100103><hex:02100103><hex:021303E91103><hex:021B020103><hex:021C020203>[Talent 2]<hex:021D0103>: utilisable<hex:021D0103>!<hex:02100103>[Talent 2]<hex:021D0103>: utilisable dans [??]s<hex:021D0103>!<hex:021C020103><hex:021B020203><hex:021302EC03>"
28,"Expression figée disponible uniquement dans The Feast.<hex:02100103>Affiche un compteur de 5 secondes au-dessus de la cible.<hex:02100103><hex:02100103><hex:021303E91103><hex:021B020103><hex:021C020203>Focalisez vos attaques sur<hex:021D0103>: [job de la cible]<hex:021D0103>!<hex:021C020103><hex:021B020203><hex:021302EC03>"
29,"Expression figée disponible uniquement dans The Feast.<hex:02100103><hex:02100103><hex:021303E91103><hex:021B020103><hex:021C020203>Cessez de focaliser vos attaques<hex:021D0103>!<hex:021C020103><hex:021B020203><hex:021302EC03>"
30,"Expression figée disponible uniquement dans Crystalline Conflict.<hex:02100103><hex:02100103><hex:021303E91103><hex:021B020103><hex:021C020203>Pardon<hex:021D0103>!<hex:021C020103><hex:021B020203><hex:021302EC03>"
31,"Expression figée disponible uniquement dans Crystalline Conflict.<hex:02100103><hex:02100103><hex:021303E91103><hex:021B020103><hex:021C020203>Je passe devant<hex:021D0103>!<hex:021C020103><hex:021B020203><hex:021302EC03>"
32,"Expression figée disponible uniquement dans Crystalline Conflict.<hex:02100103><hex:02100103><hex:021303E91103><hex:021B020103><hex:021C020203>Je passe derrière<hex:021D0103>!<hex:021C020103><hex:021B020203><hex:021302EC03>"
33,"Expression figée disponible uniquement dans Crystalline Conflict.<hex:02100103><hex:02100103><hex:021303E91103><hex:021B020103><hex:021C020203>[job] : J'escorte le cristal tactique<hex:021D0103>!<hex:021C020103><hex:021B020203><hex:021302EC03>"
34,"Expression figée disponible uniquement dans Crystalline Conflict.<hex:02100103><hex:02100103><hex:021303E91103><hex:021B020103><hex:021C020203>Escortez le cristal tactique<hex:021D0103>!<hex:021C020103><hex:021B020203><hex:021302EC03>"
35,"Expression figée disponible uniquement dans Crystalline Conflict.<hex:02100103><hex:02100103><hex:021303E91103><hex:021B020103><hex:021C020203>J'aide notre [job de la cible]<hex:021D0103>!<hex:021C020103><hex:021B020203><hex:021302EC03>"
36,"Expression figée disponible uniquement dans Crystalline Conflict.<hex:02100103><hex:02100103><hex:021303E91103><hex:021B020103><hex:021C020203>[job]<hex:021D0103>: J'active ma Transcendance<hex:021D0103>!<hex:021C020103><hex:021B020203><hex:021302EC03>"
37,"Expression figée disponible uniquement dans Crystalline Conflict.<hex:02100103><hex:02100103><hex:021303E91103><hex:021B020103><hex:021C020203>Regroupons-nous<hex:021D0103>!<hex:021C020103><hex:021B020203><hex:021302EC03>"
38,"Expression figée disponible uniquement dans Crystalline Conflict.<hex:02100103><hex:02100103><hex:021303E91103><hex:021B020103><hex:021C020203>Dépuration<hex:021D0103>: utilisable<hex:021D0103>!<hex:02100103>Dépuration<hex:021D0103>: utilisable dans [??]s<hex:021D0103>!<hex:021C020103><hex:021B020203><hex:021302EC03>"
39,"Expression figée disponible uniquement dans Crystalline Conflict.<hex:02100103><hex:02100103><hex:021303E91103><hex:021B020103><hex:021C020203>Garde<hex:021D0103>: utilisable<hex:021D0103>!<hex:02100103>Garde<hex:021D0103>: utilisable dans [??]s<hex:021D0103>!<hex:021C020103><hex:021B020203><hex:021302EC03>"
