key,0,1,2,3
#,Name,ENPC,,
offset,0,4,8,9
Int32,String,UInt32,UInt8,UInt8
0,"",0,0,0
1,"",0,0,0
2,"Le niveau de ressources requis vient d'être atteint. Veuillez consulter l'horaire du prochain ouvrage collectif sur le panneau d'in<hex:02160103>for<hex:02160103>ma<hex:02160103>tions.",0,0,8
3,"Au prochain ouvrage collectif, on essaye de terminer la con<hex:02160103>struc<hex:02160103>tion des guichets côté ouest<hex:021D0103>! Oubliez pas d'aller voir l'horaire sur le panneau<hex:021D0103>!",1032493,3,8
4,"La première phase des travaux est terminée, bien joué<hex:021D0103>! Maintenant, à vos dons pour préparer la suivante<hex:021D0103>!",1032493,3,8
5,"Le niveau de ressources requis vient d'être atteint. Veuillez consulter l'horaire du prochain ouvrage collectif sur le panneau d'in<hex:02160103>for<hex:02160103>ma<hex:02160103>tions.",0,0,8
6,"Je compte sur vous pour finir le boulot pendant le prochain ouvrage collectif<hex:021D0103>! L'horaire est indiqué sur le panneau<hex:021D0103>!",1032493,3,8
7,"Deuxième phase terminée, c'est du bon boulot<hex:021D0103>! On attend vos dons pour préparer la troisième<hex:021D0103>!",1032493,3,8
8,"Le niveau de ressources requis vient d'être atteint. Veuillez consulter l'horaire du prochain ouvrage collectif sur le panneau d'in<hex:02160103>for<hex:02160103>ma<hex:02160103>tions.",0,0,8
9,"Encore un petit effort au prochain ouvrage collectif pour terminer les dernières ins<hex:02160103>tal<hex:02160103>la<hex:02160103>tions<hex:021D0103>! Et vérifiez bien l'horaire sur le panneau<hex:021D0103>!",1032493,3,8
10,"Ça y est, l'Esplanade des démunis est terminée<hex:021D0103>! Bravo à tous, c'était du vrai travail de pro<hex:021D0103>!",1032493,8,8
11,"",0,0,0
12,"Le niveau de ressources requis vient d'être atteint. Veuillez consulter l'horaire du prochain ouvrage collectif sur le panneau d'in<hex:02160103>for<hex:02160103>ma<hex:02160103>tions.",0,0,10
13,"La première phase de recon<hex:02160103>struc<hex:02160103>tion du Hoyau est terminée, bien joué<hex:021D0103>! Maintenant, à vos dons pour préparer la suivante<hex:021D0103>!",1032493,3,10
14,"Le niveau de ressources requis vient d'être atteint. Veuillez consulter l'horaire du prochain ouvrage collectif sur le panneau d'in<hex:02160103>for<hex:02160103>ma<hex:02160103>tions.",0,0,10
15,"Deuxième phase de recon<hex:02160103>struc<hex:02160103>tion du Hoyau terminée, c'est du bon boulot<hex:021D0103>! On attend vos dons pour préparer la troisième<hex:021D0103>!",1032493,3,10
16,"Le niveau de ressources requis vient d'être atteint. Veuillez consulter l'horaire du prochain ouvrage collectif sur le panneau d'in<hex:02160103>for<hex:02160103>ma<hex:02160103>tions.",0,0,10
17,"Encore un petit effort au prochain ouvrage collectif pour terminer la troisième phase<hex:021D0103>! Et vérifiez bien l'horaire sur le panneau<hex:021D0103>!",1032493,3,10
18,"Troisième phase de recon<hex:02160103>struc<hex:02160103>tion du Hoyau terminée<hex:021D0103>! Il n'en reste plus qu'une, et elle attend vos dons avec impatience<hex:021D0103>!",1032493,3,10
19,"Le niveau de ressources requis vient d'être atteint. Veuillez consulter l'horaire du prochain ouvrage collectif sur le panneau d'in<hex:02160103>for<hex:02160103>ma<hex:02160103>tions.",0,0,10
20,"Encore un petit effort au prochain ouvrage collectif pour terminer la quatrième phase<hex:021D0103>! Et vérifiez bien l'horaire sur le panneau<hex:021D0103>!",1032493,3,10
21,"Ça y est, Le Hoyau est terminé<hex:021D0103>! Bravo à tous, c'était du vrai travail de pro<hex:021D0103>! À présent, au tour de l'estrade de Sainte Roelle<hex:021D0103>! Nous comptons plus que jamais sur vos dons<hex:021D0103>!",1032493,8,10
22,"Le niveau de ressources requis vient d'être atteint. Veuillez consulter l'horaire du prochain ouvrage collectif sur le panneau d'in<hex:02160103>for<hex:02160103>ma<hex:02160103>tions.",0,0,10
23,"La première phase de recon<hex:02160103>struc<hex:02160103>tion de l'estrade de Sainte Roelle est terminée, bien joué<hex:021D0103>! Maintenant, à vos dons pour préparer la suivante<hex:021D0103>!",1032493,3,10
24,"Le niveau de ressources requis vient d'être atteint. Veuillez consulter l'horaire du prochain ouvrage collectif sur le panneau d'in<hex:02160103>for<hex:02160103>ma<hex:02160103>tions.",0,0,10
25,"Deuxième phase de recon<hex:02160103>struc<hex:02160103>tion de l'estrade de Sainte Roelle terminée, c'est du bon boulot<hex:021D0103>! On attend vos dons pour préparer la troisième<hex:021D0103>!",1032493,3,10
26,"Le niveau de ressources requis vient d'être atteint. Veuillez consulter l'horaire du prochain ouvrage collectif sur le panneau d'in<hex:02160103>for<hex:02160103>ma<hex:02160103>tions.",0,0,10
