key,0,1,2,3,4,5,6,7,8,9,10,11
#,Masculine,Feminine,RSEMBody,RSEMHands,RSEMLegs,RSEMFeet,RSEFBody,RSEFHands,RSEFLegs,RSEFFeet,,ExPac
offset,0,4,8,16,24,32,12,20,28,36,40,41
Int32,String,String,Int32,Int32,Int32,Int32,Int32,Int32,Int32,Int32,UInt8,UInt8
0,"","",0,0,0,0,0,0,0,0,0,0
1,"Hyur","Hyure",2983,3520,3296,3750,2984,3521,3297,3751,2,0
2,"Élézen","Élézenne",2985,3522,3298,3752,2986,3523,3299,3753,2,0
3,"Lalafell","Lalafelle",2987,3524,3300,3754,2988,3525,3301,3755,1,0
4,"Miqo'te","Miqo'te",2989,3526,3302,3756,2990,3527,3303,3757,2,0
5,"Roegadyn","Roegadyne",2991,3528,3304,3758,2992,3529,3305,3759,3,0
6,"Ao Ra","Ao Ra",9645,9646,9647,9648,9649,9650,9651,9652,2,1
7,"Hrothgar","Hrothgar",25212,25213,25214,25215,41790,41791,41792,41793,3,3
8,"Viéra","Viéra",33943,33944,33945,33946,25208,25209,25210,25211,2,3
