key,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
#,,,,,OutputType,,,,BalloonTime,IsBalloonSlow,BattleTalkTime,,,Text,
offset,12,26,26,26,22,23,16,4,8,26,26,24,25,0,20
Int32,UInt32,PackedBool0,PackedBool1,PackedBool2,UInt8,UInt8,UInt32,Float32,Float32,PackedBool3,PackedBool4,UInt8,UInt8,String,UInt16
0,0,False,False,False,1,0,0,0,1,False,False,1,25,"0",0
1,0,False,False,False,3,0,0,0,1,False,False,1,25,"0",0
2,0,False,False,False,3,0,0,0,5,False,False,1,25,"Ohé<hex:021D0103>! Aidez-moi<hex:021D0103>!",0
3,0,False,False,False,3,0,0,0,5,False,False,1,25,"Attention ! Les anolis approchent !",0
4,0,False,False,False,3,0,0,0,5,False,False,1,25,"Les imps arrivent<hex:021D0103>! Ne les laissez surtout pas s'échapper<hex:021D0103>!",0
5,0,False,False,False,3,0,0,0,5,False,False,1,25,"Bordel<hex:021D0103>! Y en a trop !",0
6,0,False,False,False,3,0,0,0,5,False,False,1,25,"Les taons ! Il y en a parrrtout !",0
7,0,False,False,False,3,0,0,0,5,False,False,1,25,"Sylphes en approche ! Tous à vos armes !",0
8,0,False,False,False,3,0,0,0,5,False,False,1,25,"Mais d'où viennent toutes ces créatures !?",0
9,0,False,False,False,3,0,0,0,5,False,False,1,25,"Il faut sécuriser les routes !",0
10,0,False,False,False,3,0,0,0,5,False,False,1,25,"Donnons une leçon à ces racailles !",0
11,0,False,False,False,3,0,0,0,5,False,False,1,25,"Attention<hex:021D0103>! Ils en ont après les fèves !",0
12,0,False,False,False,3,0,0,0,5,False,False,1,25,"Haro<hex:021D0103>! Haro<hex:021D0103>! Des Ixali nous attaquent !",0
13,0,False,False,False,3,0,0,0,5,False,False,1,25,"Des ziz... ici !?",0
14,0,False,False,False,3,0,0,0,5,False,False,1,25,"Regardez, ils reviennent à la charge !",0
15,0,False,False,False,3,0,0,0,5,False,False,1,25,"Prudence. Quelque chose excite les opo-opo.",0
16,0,False,False,False,3,0,0,0,5,False,False,1,25,"Ça va pas ! Il faut changer de stratégie<hex:021D0103>!",0
17,0,False,False,False,3,0,0,0,5,False,False,1,25,"Pas de quartier !",0
18,0,False,False,False,3,0,0,0,5,False,False,1,25,"Quelqu'un pourrait-il nous aider ?",0
19,0,False,False,False,3,0,0,0,5,False,False,1,25,"Mes mar<hex:02160103>chan<hex:02160103>di<hex:02160103>ses ! Ces fichus Gobelins se sont enfuis avec !",0
20,0,False,False,False,3,0,0,0,5,False,False,1,25,"Mazette<hex:021D0103>! Regardez tous ces golems !",0
21,0,False,False,False,3,0,0,0,5,False,False,1,25,"Les imps sont revenus ! Protégez les ruches !",0
22,0,False,False,False,3,0,0,0,5,False,False,1,25,"À ce rythme, on n'aura plus aucune fleur d'ici demain<hex:021D0103>!",0
23,0,False,False,False,3,0,0,0,5,False,False,1,25,"À l'assaut<hex:021D0103>! Interceptez les pilleurs ixali !",0
24,0,False,False,False,3,0,0,0,5,False,False,1,25,"Aidez-moi, s'il vous plaît<hex:021D0103>!",0
25,0,False,False,False,3,0,0,0,5,False,False,1,25,"À l'attaaaque<hex:021D0103>!",0
26,0,False,False,False,2,0,0,0,5,False,False,1,25,"Aaarrh<hex:021D0103>!",0
27,0,False,False,False,2,0,0,0,5,False,False,1,25,"Yaaah<hex:021D0103>!",0
28,0,False,False,False,2,0,0,0,5,False,False,1,25,"Crève, charogne<hex:021D0103>!",0
29,0,False,False,False,2,0,0,0,5,False,False,1,25,"Sale bête<hex:021D0103>!",0
30,0,False,False,False,2,0,0,0,5,False,False,1,25,"C'est pas fini !",0
31,0,False,False,False,2,0,0,0,5,False,False,1,25,"Misérable vermine<hex:021D0103>!",0
32,0,False,False,False,2,0,0,0,5,False,False,1,25,"T'en veux encore !?",0
33,0,False,False,False,2,0,0,0,5,False,False,1,25,"Prends ça !",0
34,0,False,False,False,2,0,0,0,5,False,False,1,25,"Raaaaaah<hex:021D0103>!",0
35,0,False,False,False,2,0,0,0,5,False,False,1,25,"Prépare-toi à mourir !",0
36,0,False,False,False,2,0,0,0,5,False,False,1,25,"Dégage, minable<hex:021D0103>!",0
