key,0,1,2,3,4,5,6,7,8,9,10
#,Type,,AssignmentTalk,Quest[0],Quest[1],,,,,,
offset,0,16,4,8,12,18,18,18,18,18,17
Int32,String,UInt8,UInt32,UInt32,UInt32,PackedBool0,PackedBool1,PackedBool2,PackedBool3,PackedBool4,UInt8
393216,"Mandant",0,1,65756,65756,False,False,False,False,False,0
393217,"Mandant",1,2,65756,65756,False,False,False,False,False,0
393218,"Mandant",1,3,65757,65757,False,False,False,False,False,0
393219,"Mandant",1,4,65979,65979,False,False,False,False,False,0
393220,"Mandant",1,5,65756,65756,False,False,False,False,False,0
393221,"Mandant",1,6,66229,66229,False,False,False,False,False,0
393222,"Mandant",1,7,66223,66223,False,False,False,False,False,0
393223,"Mandant",1,8,66223,66223,False,False,False,False,False,0
393224,"Mandant",1,9,66224,66224,False,False,False,False,False,0
393225,"Mandant",1,10,66229,66229,False,False,False,False,False,0
393226,"Mandant",1,11,66230,66230,False,False,False,False,False,0
393227,"Mandant",1,12,65756,65536,False,False,False,False,False,0
393228,"Mandant",1,13,66228,66228,False,False,False,False,False,0
393229,"Mandant",1,14,65550,65550,False,False,False,False,False,0
393230,"Mandant",1,15,65552,65552,False,False,False,False,False,0
393231,"Mandant",1,16,65553,65553,False,False,False,False,False,0
393232,"Mandant",1,17,65980,65980,False,False,False,False,False,0
393233,"Mandant",1,18,65551,65551,False,False,False,False,False,0
393234,"Mandant",1,19,66223,65536,False,False,False,False,False,0
393235,"Mandant",1,20,66229,65536,False,False,False,False,False,0
393236,"Mandant",1,21,66232,66232,False,False,False,False,False,0
393237,"Mandant",1,22,66231,66231,False,False,False,False,False,0
393238,"Mandant",1,23,65554,65554,False,False,False,False,False,0
393239,"Mandant de grande compagnie",2,24,66229,65536,True,False,False,False,False,1
393240,"Mandant de grande compagnie",2,25,66229,65536,True,False,False,False,False,5
393241,"Mandant de grande compagnie",2,26,65756,65536,False,True,False,False,False,1
393242,"Mandant de grande compagnie",2,27,65756,65536,False,True,False,False,False,5
393243,"Mandant de grande compagnie",2,28,66223,65536,False,False,True,False,False,1
393244,"Mandant de grande compagnie",2,29,66223,65536,False,False,True,False,False,5
393245,"Mandant de grande compagnie",2,30,65756,65536,True,True,True,False,False,5
393246,"Mandant de grande compagnie",2,31,65756,65536,True,True,True,False,False,5
393247,"Mandant de grande compagnie",2,32,66223,65536,True,True,True,False,False,8
393248,"Mandant des templiers d'Ishgard",3,33,67642,67642,False,False,False,True,False,0
393249,"Mandant",4,34,68457,68457,False,False,False,False,True,0
393250,"Mandant",5,35,69138,69138,False,False,False,False,True,0
393251,"Mandant",7,36,69706,69706,False,False,False,False,True,0
393252,"Mandant",8,37,70539,70539,False,False,False,False,True,0
