key,0,1,2,3,4,5,6,7
#,LogKind,Caster,Target,Category,DisplayOrder,Preset,Name,Example
offset,12,8,10,13,14,15,0,4
Int32,UInt8,UInt16,UInt16,UInt8,UInt8,UInt8,String,String
0,0,65535,65535,0,0,0,"None",""
1,10,65535,65535,1,1,1,"Dire","Cloud Strife<hex:021D0103>: Dites, comment on avance<hex:021D0103>???"
2,11,65535,65535,1,3,1,"Hurler","Cloud Strife<hex:021D0103>: Quelqu'un aurait des gils à me donner<hex:021D0103>?"
3,12,65535,65535,1,4,1,"Murmurer",">> Cloud Strife<hex:021D0103>: Tu peux m'aider<hex:021D0103>?<hex:02100103>Sephiroth >> Ça dépend. T'as des gils<hex:021D0103>?"
4,14,65535,65535,1,5,1,"Équipe","(Cloud Strife) Eh<hex:021D0103>! Où sont les autres<hex:021D0103>?"
5,29,65535,65535,1,30,1,"Emotes standard","Cloud Strife montre du doigt Sephiroth."
6,28,65535,65535,1,31,1,"Emotes personnalisées","Celes Chere se recoiffe."
7,24,65535,65535,1,7,1,"Compagnie libre","[CL]<Cloud Strife> Salut la compagnie<hex:021D0103>!"
8,16,65535,65535,1,20,1,"Linkshell [1]","[1]<Rosa Farrell> Bonsoir<hex:021D0103>!"
9,17,65535,65535,1,21,1,"Linkshell [2]","[2]<Kain Highwind> Bonjour<hex:021D0103>!"
10,18,65535,65535,1,22,1,"Linkshell [3]","[3]<Lenna Tycoon> Salut les gens<hex:021D0103>!"
11,19,65535,65535,1,23,1,"Linkshell [4]","[4]<Faris Scherwiz> Coucou<hex:021D0103>!"
12,20,65535,65535,1,24,1,"Linkshell [5]","[5]<Vivi Ornitier> Salut, salut<hex:021D0103>!"
13,21,65535,65535,1,25,1,"Linkshell [6]","[6]<Serah Farron> Bonsoir<hex:021D0103>!"
14,22,65535,65535,1,26,1,"Linkshell [7]","[7]<Semih Lafihna> Salut la compagnie<hex:021D0103>!"
15,23,65535,65535,1,27,1,"Linkshell [8]","[8]<Nanaa Mihgo> Coucou<hex:021D0103>!"
16,30,65535,65535,1,2,1,"Crier","Cloud Strife<hex:021D0103>: Aeriiiiiith<hex:021D0103>!"
17,15,65535,65535,1,6,1,"Alliance","((Cloud Strife)) Eeh<hex:021D0103>! Attendez-moi<hex:021D0103>!"
18,27,65535,65535,1,28,1,"Réseau des novices","[RdN]<hex:0212024F03>Barret Wallace<hex:021D0103>: Viens par ici, nouveau venu."
19,36,65535,65535,1,8,1,"Équipe JcJ","[Équipe JcJ]<Cloud Strife> Salut, les copains<hex:021D0103>!"
20,37,65535,65535,1,10,1,"Linkshell inter-Monde [1]","[LSIM 1]<Cloud Strife> Salut<hex:021D0103>!"
21,57,65535,65535,2,1,1,"Messages système","Vous invitez Cloud Strife dans l'équipe."
22,0,0,0,0,0,0,"",""
23,59,65535,65535,2,4,1,"Messages système de récolte","Il n'y a ni filon de minerai ni carrière de pierre dans la région."
24,60,65535,65535,2,5,1,"Messages d'erreur système","Votre murmure à Cloud Strife n'a pas pu être envoyé."
25,56,65535,65535,2,6,1,"Écho","Écho"
26,61,65535,65535,2,16,4,"Dialogues des PNJ","Miounne<hex:021D0103>: Fé<hex:02160103>li<hex:02160103>ci<hex:02160103>ta<hex:02160103>tions, et bienvenue."
27,62,65535,65535,2,20,1,"Butin","Vous obtenez Excalibur."
28,64,258,65535,2,25,1,"Progression personnelle","Vous atteignez le niveau 50<hex:021D0103>!"
29,64,2289,65535,2,27,1,"Progression des autres","Cloud Strife atteint le niveau 2<hex:021D0103>!"
30,65,2,65535,2,30,1,"Dés personnels","Vous jetez les dés (Besoin) pour Excalibur. 100<hex:021D0103>!"
31,65,65532,65535,2,31,1,"Dés des autres","Cloud Strife jette les dés (Cupidité) pour Excalibur. 1<hex:021D0103>!"
32,66,2,65535,2,35,1,"Synthèse personnelle","Vous fabriquez une armure en diamant."
33,66,28,65535,2,36,1,"Synthèse des autres","Cloud Strife fabrique un œuf dur."
34,79,65535,65535,2,49,1,"Livre de correspondance","Un ou plusieurs nouveaux messages ont été laissés dans le livre de cor<hex:02160103>res<hex:02160103>pon<hex:02160103>dance de votre maison de compagnie libre."
35,67,3,65535,2,40,1,"Récolte personnelle","Vous commencez à extraire du minerai."
36,67,252,65535,2,41,0,"Pêche des autres","Cloud Strife a pêché un <hex:024804F2022503><hex:024904F2022603>anchois limséen<hex:0249020103><hex:0248020103> de 3,3 ilms."
37,58,1807,65535,2,2,2,"Messages système de combat personnels","Vous avez vaincu Ifrit."
38,58,2193,65535,2,3,0,"Messages système de combat des autres","Cloud Strife a vaincu une coccinelle."
39,68,65535,65535,2,17,1,"Annonces des PNJ","Miounne<hex:021D0103>: Bonjour<hex:021D0103>!"
40,69,65535,65535,2,11,1,"Annonces de compagnie libre - Modification des rangs","La hiérarchie des rangs a été modifiée."
41,70,65535,65535,2,13,1,"Annonces de compagnie libre - Connexion des membres","Cloud Strife s'est connecté."
42,64,1548,65535,2,26,1,"Progression des équipiers","Agrias Oaks atteint le niveau 12<hex:021D0103>!"
43,71,65535,65535,2,15,1,"Objets vendus aux marchés","Un servant a vendu 2 potions pour 11 gils à Gridania."
44,72,65535,65535,2,45,1,"Notifications de recrutement des équipes","★ 12 équipes recrutent ac<hex:02160103>tu<hex:02160103>el<hex:02160103>le<hex:02160103>ment, dont 3 correspondant à vos critères de recherche."
45,73,65535,65535,2,46,1,"Détails des signes placés","Cloud Strife place le signe “Cercle” sur Aerith."
46,74,65535,65535,2,47,1,"Résultats des lancers de dés","Cloud Strife jette les dés et obtient <hex:0212024A03>777<hex:021D0103>!"
47,75,65535,65535,2,10,1,"Annonces du réseau des novices","(RdN) Vous avez rejoint le réseau des novices.<hex:02100103>Participants actuels<hex:021D0103>: <hex:0212024F03>Mentors 10/100 - <hex:0212024E03>Novices 30/412."
48,76,65535,65535,2,48,1,"Lecture en cours de l'orchestrion","L'orchestrion joue désormais “Prelude – Discoveries”."
49,77,65535,65535,2,12,1,"Annonces d'équipe JcJ","[Équipe JcJ] Cloud Strife a rejoint l'<hex:024804F201FA03><hex:024904F201FB03>équipe JcJ<hex:0249020103><hex:0248020103>."
50,78,65535,65535,2,14,1,"Annonces d'équipe JcJ - Connexion des membres","[Équipe JcJ] Cloud Strife s'est connecté."
51,41,2,65535,4,1,2,"Dégâts infligés par vous","Vous infligez 1 337 points de dégâts à Ifrit."
52,42,2,65535,4,2,2,"Vos attaques manquées","Vous manquez Ifrit."
53,43,2,65535,4,3,2,"Vos actions","Vous lancez Brasier.<hex:02100103>Vous annulez Brasier."
54,44,2,65535,4,4,2,"Objets utilisés par vous","Vous utilisez une méga potion.<hex:02100103>Vous annulez l'utilisation d'une méga potion."
55,45,2,65535,4,5,2,"Soins lancés par vous","   Cloud Strife récupère 666 PV."
56,46,2,65535,4,6,2,"Effets bénéfiques lancés par vous","   Cloud Strife bénéficie de l'effet Bouclier."
57,47,2,65535,4,7,2,"Effets néfastes lancés par vous","   Ifrit subit l'effet Poison."
58,41,65535,2,4,8,2,"Dégâts subis par vous","Ifrit vous inflige 1 337 points de dégâts."
59,42,65535,2,4,9,2,"Attaques esquivées par vous","Ifrit vous manque."
60,43,65535,2,4,10,2,"Actions utilisées sur vous","Ifrit lance Explosion volcanique.<hex:02100103>Ifrit annule Explosion volcanique."
61,44,65535,2,4,11,2,"Objets utilisés sur vous","Cloud Strife utilise une potion.<hex:02100103>Cloud Strife annule l'utilisation d'une potion."
62,45,65535,2,4,12,2,"Soins reçus par vous","   Vous récupérez 5 PV."
63,46,65535,2,4,13,2,"Effets bénéfiques reçus par vous","   Vous bénéficiez de l'effet Bouclier."
