key,0,1,2
#,Icon,SortKey,Name
offset,4,8,0
Int32,Int32,UInt8,String
0,61762,0,"Non défini"
1,61801,20,"Donjons"
2,61804,21,"Défis"
3,61802,22,"Raids"
4,61832,23,"Raids fatals"
5,61824,30,"Donjons sans fond"
6,61837,31,"Missions d'exploration"
7,61806,40,"JcJ"
8,61836,51,"Mage bleu"
9,61808,60,"Chasse aux trésors"
10,61819,61,"Contrat de chasse"
11,61816,100,"Artisanat"
12,61755,101,"Récolte"
13,61756,102,"Pêche"
14,61757,10,"Épopée"
15,61820,62,"Gold Saucer"
16,61807,50,"Missions aléatoires"
17,61752,150,"Gain de niveau"
18,61751,151,"Jeu de rôle"
19,61754,153,"Jeu intense"
20,61753,152,"Jeu relax"
21,61823,154,"Débutant"
22,61760,155,"Mentor"
23,61758,200,"Gain de gils"
24,61764,205,"Pose de groupe"
25,61759,204,"Mirage"
26,61763,203,"Interprétation musicale"
27,61765,206,"Bavardage"
28,61761,202,"Logement"
29,61766,207,"Organisation d'événements"
30,61767,201,"Hauts faits"
31,61846,32,"Donjons spéciaux"
32,61768,63,"Mahjong domien"
33,61847,64,"Félicité insulaire"
34,60810,65,"Exploration cosmique"
35,0,0,""
