key,0,1,2,3,4,5,6,7,8,9,10,11
#,Name,,NameNoArticle,,,,,,,,,MapCondition
offset,0,12,4,13,14,15,16,17,8,22,20,23
Int32,String,Int8,String,Int8,Int8,Int8,Int8,Int8,String,UInt8,UInt16,UInt8
0,"",0,"",0,0,1,0,0,"",0,0,0
1,"",0,"",0,0,0,0,0,"",0,0,0
2,"",0,"",0,0,0,0,0,"",0,0,0
3,"",0,"",0,0,0,0,0,"",0,0,0
4,"",0,"",0,0,0,0,0,"",0,0,0
5,"",0,"",0,0,0,0,0,"",0,0,0
6,"",0,"",0,0,0,0,0,"",0,0,0
7,"",0,"",0,0,0,0,0,"",0,0,0
8,"",0,"",0,0,0,0,0,"",0,0,0
9,"",0,"",0,0,0,0,0,"",0,0,0
10,"",0,"",0,0,0,0,0,"",0,0,0
11,"",0,"",0,0,0,0,0,"",0,0,0
12,"",0,"",0,0,0,0,0,"",0,0,0
13,"",0,"",0,0,0,0,0,"",0,0,0
14,"",0,"",0,0,0,0,0,"",0,0,0
15,"",0,"",0,0,0,0,0,"",0,0,0
16,"",0,"",0,0,0,0,0,"",0,0,0
17,"",0,"",0,0,0,0,0,"",0,0,0
18,"Mandat",0,"Mandat",0,0,1,0,0,"",0,0,0
19,"",0,"",0,0,1,0,0,"",0,0,0
20,"Hydaelyn",0,"Hydaelyn",0,0,1,0,0,"<hex:020927E802FF09>Hydaelyn<hex:FF0D>sur Hydaelyn<hex:FF0B>d'Hydaelyn<hex:03>",0,0,0
21,"Éorzéa",0,"Éorzéa",0,0,1,0,0,"<hex:020926E802FF09>Éorzéa<hex:FF0C>en Éorzéa<hex:FF0B>d'Éorzéa<hex:03>",0,0,0
22,"Noscea",0,"Noscea",0,0,1,0,0,"<hex:02092CE802FF0A>la Noscea<hex:FF0F>dans la Noscea<hex:FF0D>de la Noscea<hex:03>",0,100,0
23,"Forêt de Sombrelinceul",0,"Forêt de Sombrelinceul",0,0,1,0,0,"<hex:02095DE802FF1B>la forêt de Sombrelinceul<hex:FF1E>à la forêt de Sombrelinceul<hex:FF1E>de la forêt de Sombrelinceul<hex:03>",0,200,0
24,"Thanalan",0,"Thanalan",0,0,1,0,0,"<hex:02092FE802FF0C>le Thanalan<hex:FF11>dans le Thanalan<hex:FF0C>du Thanalan<hex:03>",0,300,0
