key,0,1,2,3,4,5,6,7,8,9
#,Singular,Adjective,Plural,PossessivePronoun,StartsWithVowel,Countability,Pronoun,Article,NameRank,
offset,0,16,4,17,18,19,20,21,8,12
Int32,String,Int8,String,Int8,Int8,Int8,Int8,Int8,String,String
0,"",0,"",0,0,0,0,0,"",""
1,"soldat 3e classe",0,"soldats 3e classe",0,0,0,1,0,"soldat","soldat 3e classe du serpent"
2,"soldat 2e classe",0,"soldats 2e classe",0,0,0,1,0,"soldat","soldat 2e classe du serpent"
3,"soldat 1re classe",0,"soldats 1re classe",0,0,0,1,0,"soldat","soldat 1re classe du serpent"
4,"caporale",0,"caporales",0,0,0,1,0,"caporale","caporale du serpent"
5,"adjudante",0,"adjudantes",0,1,0,1,0,"adjudante","adjudante du serpent"
6,"sergente",0,"sergentes",0,0,0,1,0,"sergente","sergente du serpent"
7,"sergent-major",0,"sergents-majors",0,0,0,1,0,"sergent-major","sergent-major du serpent"
8,"major",0,"majors",0,0,0,1,0,"major","major du serpent"
9,"sous-lieutenante",0,"sous-lieutenantes",0,0,0,1,0,"sous-lieutenante","sous-lieutenante du serpent"
10,"lieutenante",0,"lieutenantes",0,0,0,1,0,"lieutenante","lieutenante du serpent"
11,"capitaine",0,"capitaines",0,0,0,1,0,"capitaine","capitaine du serpent"
12,"sous-commandante",0,"sous-commandantes",0,0,0,1,0,"sous-commandante","sous-commandante du serpent"
13,"commandante",0,"commandantes",0,0,0,1,0,"commandante","commandante du serpent"
14,"colonelle",0,"colonelles",0,0,0,1,0,"colonelle","colonelle du serpent"
15,"sous-maréchale",0,"sous-maréchales",0,0,0,1,0,"sous-maréchale","sous-maréchale du serpent"
16,"vice-maréchale",0,"vice-maréchales",0,0,0,1,0,"vice-maréchale","vice-maréchale du serpent"
17,"maréchale",0,"maréchales",0,0,0,1,0,"maréchale","maréchale du serpent"
18,"grande maréchale",0,"grandes maréchales",0,0,0,1,0,"grande maréchale","grande maréchale du serpent"
19,"générale",0,"générales",0,0,0,1,0,"générale","générale du serpent"
