key,0,1,2,3,4,5,6,7,8,9,10,11,12,13
#,Description,DescriptionEnhanced,Tooltip,SpecialActionName,SpecialActionDescription,Attack,Defense,Speed,HasAreaAttack,StrengthGate,StrengthEye,StrengthShield,StrengthArcana,MinionSkillType
offset,0,4,8,12,16,20,21,22,24,24,24,24,24,23
Int32,String,String,String,String,String,UInt8,UInt8,UInt8,PackedBool0,PackedBool1,PackedBool2,PackedBool3,PackedBool4,UInt8
0,"","","","","",100,100,3,False,False,False,False,False,0
1,"Vous appelez votre mascotte bombino, un bombo miniature créé par la fusion occulte d'énergies éthérées et ombrales. Garanti sans explosion ou remboursé.","Un bébé bombo mis au monde ar<hex:02160103>ti<hex:02160103>fi<hex:02160103>ciellement par une technique d'alchimie de pointe. Cette entité de gaz venue du néant engloutit avec délectation charbon, céruleum et cristaux de feu. Garanti sans explosion ou remboursé.","Tchik tchik tchik...","Auto-destruction","Inflige des dégâts d'attaque 300 aux ennemis dans l'aire d'effet. Les mascottes qui ont utilisé des PdT sont au<hex:02160103>to<hex:02160103>ma<hex:02160103>ti<hex:02160103>que<hex:02160103>ment renvoyées.",30,40,2,False,False,True,True,False,1
2,"Vous appelez votre mascotte pantin P001, une marionnette mécanique fabriquée con<hex:02160103>join<hex:02160103>te<hex:02160103>ment par les guildes des alchimistes et des orfèvres.","La guilde des orfèvres a sollicité l'aide de celle des alchimistes pour développer cet automate magique destiné au grand public. Le modèle P001 propose des fonctions de base et a été décliné en divers sous-modèles spécialisés.","Dzi-zz... Dz-zz-zi<hex:021D0103>! Tout neuf, tout beau<hex:021D0103>!","Démontage","Enlève un piège mis en place par l'ennemi.",25,45,1,False,True,True,False,True,6
3,"Vous appelez votre mascotte bébé chocobo, un jeune chocobo qui vous prend pour sa mère.","Ce minuscule chocobo trottine à bonne allure. Encore tout jeune, il vous prend pour sa mère et vous suit partout. S'il conserve sa coquille sur lui après éclosion, c'est parce qu'il a voulu imiter votre armure.","Kwéééé<hex:021D0103>!","Chocodanse","Ajoute le type “Créature” aux points faibles des ennemis dans l'aire d'effet.<hex:02100103><hex:024804F201FA03><hex:024904F201FB03>Durée<hex:021D0103>:<hex:0249020103><hex:0248020103> 15s",60,30,3,False,True,True,False,False,4
4,"Vous appelez votre mascotte poupée Cait Sith, un pantin créé sur le modèle du célèbre félin. Sa queue lui permet de rester toujours en équilibre sur ses pattes arrières.","Le chat du folklore hyurois est représenté ici sous la forme d'un automate. Serendipity, maître de la guilde des orfèvres, a conçu cette poupée mécanique à l'intention des orphelins du Fléau, lui donnant un toucher de peluche.","Miaou...","Petit soldat","Augmente de 10 les PdT des mascottes dans l'aire d'effet. Les mascottes dont la technique a le même effet ne sont pas concernées.",55,65,2,False,True,False,True,False,3
5,"Vous appelez votre mascotte bébéhémoth. Étonnamment adorable, ce petit béhémoth grogne comme un marcassin. Il faut espérer que sa mère ne viendra pas le chercher...","Vendu par un marchand uldien comme progéniture de la célèbre créature, ce petit animal violet grogne comme un marcassin et possède une crinière noire et des cornes saillantes. Vous aimeriez voir à quoi ressemblent ses parents...","Gruic gruiiic<hex:021D0103>!","Corne sauvage","Inflige des dégâts d'attaque 230 aux ennemis dans l'aire d'effet.",45,30,3,True,False,False,False,False,1
6,"Vous appelez votre mascotte pantin P003L, un automate conçu spé<hex:02160103>cia<hex:02160103>le<hex:02160103>ment pour amuser les unités du Maelstrom lors de leurs moments perdus.","Un pantin officiel du Maelstrom. Programmé pour servir de porte-drapeau lors des parades officielles, il arbore la bannière de la compagnie avec zèle. Mais sa petite taille affecte fortement sa visibilité.","Longue vie à l'Amirale<hex:021D0103>! Dzz<hex:021D0103>!","Étendard du Maelstrom","Réduit de 50% la défense des ennemis dans l'aire d'effet.<hex:02100103><hex:024804F201FA03><hex:024904F201FB03>Durée<hex:021D0103>:<hex:0249020103><hex:0248020103> 15s",30,45,1,False,True,False,True,True,4
7,"Vous appelez votre mascotte pantin P003G, un automate conçu spé<hex:02160103>cia<hex:02160103>le<hex:02160103>ment pour amuser les unités de l'ordre des Deux Vipères lors de leurs moments perdus.","Un pantin officiel de l'ordre des Deux Vipères. Programmé pour servir de porte-drapeau lors des parades officielles, il arbore la bannière de la compagnie avec zèle. Mais sa petite taille affecte fortement sa visibilité.","Longue vie à notre Oracle<hex:021D0103>! Dzz<hex:021D0103>!","Étendard des Deux Vipères","Augmente de 10 les PdT des mascottes dans l'aire d'effet. Les mascottes dont la technique a le même effet ne sont pas concernées.",35,55,1,True,True,False,False,True,3
