key,0,1,2,3,4,5,6,7,8,9,10,11,12,13
#,,Style,Icon,,Singular,,Plural,,,,,,Description,Name
offset,24,34,28,32,0,16,4,17,18,19,20,21,8,12
Int32,UInt32,Int16,Int32,UInt16,String,Int8,String,Int8,Int8,Int8,Int8,Int8,String,String
0,0,-1,0,0,"",0,"",0,0,1,0,0,"",""
1,71037,0,200049,0,"paire de lunettes ovales",0,"paires de lunettes ovales",0,0,1,1,0,"Un accessoire de visage de couleur d'origine.","Lunettes ovales"
2,136573,0,200053,0,"paire de lunettes ovales (argent)",0,"paires de lunettes ovales (argent)",0,0,1,1,0,"Un accessoire de visage de couleur argent.","Lunettes ovales (argent)"
3,202109,0,200052,0,"paire de lunettes ovales (or)",0,"paires de lunettes ovales (or)",0,0,1,1,0,"Un accessoire de visage de couleur or.","Lunettes ovales (or)"
4,267645,0,200054,0,"paire de lunettes ovales (noires)",0,"paires de lunettes ovales (noires)",0,0,1,1,0,"Un accessoire de visage de couleur noire.","Lunettes ovales (noires)"
5,333181,0,200059,0,"paire de lunettes ovales (blanches)",0,"paires de lunettes ovales (blanches)",0,0,1,1,0,"Un accessoire de visage de couleur blanche.","Lunettes ovales (blanches)"
6,398717,0,200050,0,"paire de lunettes ovales (grises)",0,"paires de lunettes ovales (grises)",0,0,1,1,0,"Un accessoire de visage de couleur grise.","Lunettes ovales (grises)"
7,464253,0,200057,0,"paire de lunettes ovales (rouges)",0,"paires de lunettes ovales (rouges)",0,0,1,1,0,"Un accessoire de visage de couleur rouge.","Lunettes ovales (rouges)"
8,529789,0,200056,0,"paire de lunettes ovales (bleues)",0,"paires de lunettes ovales (bleues)",0,0,1,1,0,"Un accessoire de visage de couleur bleue.","Lunettes ovales (bleues)"
9,595325,0,200060,0,"paire de lunettes ovales (vertes)",0,"paires de lunettes ovales (vertes)",0,0,1,1,0,"Un accessoire de visage de couleur verte.","Lunettes ovales (vertes)"
10,660861,0,200051,0,"paire de lunettes ovales (bronze)",0,"paires de lunettes ovales (bronze)",0,0,1,1,0,"Un accessoire de visage de couleur bronze.","Lunettes ovales (bronze)"
11,726397,0,200055,0,"paire de lunettes ovales (violettes)",0,"paires de lunettes ovales (violettes)",0,0,1,1,0,"Un accessoire de visage de couleur violette.","Lunettes ovales (violettes)"
12,791933,0,200058,0,"paire de lunettes ovales (marron)",0,"paires de lunettes ovales (marron)",0,0,1,1,0,"Un accessoire de visage de couleur marron.","Lunettes ovales (marron)"
13,71038,1,200085,0,"paire de lunettes teintées",0,"paires de lunettes teintées",0,0,1,1,0,"Un accessoire de visage de couleur d'origine.","Lunettes teintées"
14,136574,1,200089,0,"paire de lunettes teintées (argent)",0,"paires de lunettes teintées (argent)",0,0,1,1,0,"Un accessoire de visage de couleur argent.","Lunettes teintées (argent)"
15,202110,1,200088,0,"paire de lunettes teintées (or)",0,"paires de lunettes teintées (or)",0,0,1,1,0,"Un accessoire de visage de couleur or.","Lunettes teintées (or)"
16,267646,1,200090,0,"paire de lunettes teintées (noires)",0,"paires de lunettes teintées (noires)",0,0,1,1,0,"Un accessoire de visage de couleur noire.","Lunettes teintées (noires)"
17,333182,1,200095,0,"paire de lunettes teintées (blanches)",0,"paires de lunettes teintées (blanches)",0,0,1,1,0,"Un accessoire de visage de couleur blanche.","Lunettes teintées (blanches)"
18,398718,1,200086,0,"paire de lunettes teintées (grises)",0,"paires de lunettes teintées (grises)",0,0,1,1,0,"Un accessoire de visage de couleur grise.","Lunettes teintées (grises)"
19,464254,1,200093,0,"paire de lunettes teintées (rouges)",0,"paires de lunettes teintées (rouges)",0,0,1,1,0,"Un accessoire de visage de couleur rouge.","Lunettes teintées (rouges)"
20,529790,1,200092,0,"paire de lunettes teintées (bleues)",0,"paires de lunettes teintées (bleues)",0,0,1,1,0,"Un accessoire de visage de couleur bleue.","Lunettes teintées (bleues)"
21,595326,1,200096,0,"paire de lunettes teintées (vertes)",0,"paires de lunettes teintées (vertes)",0,0,1,1,0,"Un accessoire de visage de couleur verte.","Lunettes teintées (vertes)"
22,660862,1,200087,0,"paire de lunettes teintées (bronze)",0,"paires de lunettes teintées (bronze)",0,0,1,1,0,"Un accessoire de visage de couleur bronze.","Lunettes teintées (bronze)"
23,726398,1,200091,0,"paire de lunettes teintées (violettes)",0,"paires de lunettes teintées (violettes)",0,0,1,1,0,"Un accessoire de visage de couleur violette.","Lunettes teintées (violettes)"
24,791934,1,200094,0,"paire de lunettes teintées (marron)",0,"paires de lunettes teintées (marron)",0,0,1,1,0,"Un accessoire de visage de couleur marron.","Lunettes teintées (marron)"
25,71039,2,200061,0,"paire de lunettes classiques",0,"paires de lunettes classiques",0,0,1,1,0,"Un accessoire de visage de couleur d'origine.","Lunettes classiques"
26,136575,2,200065,0,"paire de lunettes classiques (argent)",0,"paires de lunettes classiques (argent)",0,0,1,1,0,"Un accessoire de visage de couleur argent.","Lunettes classiques (argent)"
27,202111,2,200064,0,"paire de lunettes classiques (or)",0,"paires de lunettes classiques (or)",0,0,1,1,0,"Un accessoire de visage de couleur or.","Lunettes classiques (or)"
28,267647,2,200066,0,"paire de lunettes classiques (noires)",0,"paires de lunettes classiques (noires)",0,0,1,1,0,"Un accessoire de visage de couleur noire.","Lunettes classiques (noires)"
29,333183,2,200071,0,"paire de lunettes classiques (blanches)",0,"paires de lunettes classiques (blanches)",0,0,1,1,0,"Un accessoire de visage de couleur blanche.","Lunettes classiques (blanches)"
30,398719,2,200062,0,"paire de lunettes classiques (grises)",0,"paires de lunettes classiques (grises)",0,0,1,1,0,"Un accessoire de visage de couleur grise.","Lunettes classiques (grises)"
31,464255,2,200069,0,"paire de lunettes classiques (rouges)",0,"paires de lunettes classiques (rouges)",0,0,1,1,0,"Un accessoire de visage de couleur rouge.","Lunettes classiques (rouges)"
32,529791,2,200068,0,"paire de lunettes classiques (bleues)",0,"paires de lunettes classiques (bleues)",0,0,1,1,0,"Un accessoire de visage de couleur bleue.","Lunettes classiques (bleues)"
33,595327,2,200072,0,"paire de lunettes classiques (vertes)",0,"paires de lunettes classiques (vertes)",0,0,1,1,0,"Un accessoire de visage de couleur verte.","Lunettes classiques (vertes)"
34,660863,2,200063,0,"paire de lunettes classiques (bronze)",0,"paires de lunettes classiques (bronze)",0,0,1,1,0,"Un accessoire de visage de couleur bronze.","Lunettes classiques (bronze)"
35,726399,2,200067,0,"paire de lunettes classiques (violettes)",0,"paires de lunettes classiques (violettes)",0,0,1,1,0,"Un accessoire de visage de couleur violette.","Lunettes classiques (violettes)"
36,791935,2,200070,0,"paire de lunettes classiques (marron)",0,"paires de lunettes classiques (marron)",0,0,1,1,0,"Un accessoire de visage de couleur marron.","Lunettes classiques (marron)"
37,71040,3,200013,0,"paire de lunettes roses",0,"paires de lunettes roses",0,0,1,1,0,"Un accessoire de visage de couleur d'origine.","Lunettes roses"
38,136576,3,200017,0,"paire de lunettes roses (argent)",0,"paires de lunettes roses (argent)",0,0,1,1,0,"Un accessoire de visage de couleur argent.","Lunettes roses (argent)"
39,202112,3,200016,0,"paire de lunettes roses (or)",0,"paires de lunettes roses (or)",0,0,1,1,0,"Un accessoire de visage de couleur or.","Lunettes roses (or)"
40,267648,3,200018,0,"paire de lunettes roses (noires)",0,"paires de lunettes roses (noires)",0,0,1,1,0,"Un accessoire de visage de couleur noire.","Lunettes roses (noires)"
41,333184,3,200023,0,"paire de lunettes roses (blanches)",0,"paires de lunettes roses (blanches)",0,0,1,1,0,"Un accessoire de visage de couleur blanche.","Lunettes roses (blanches)"
42,398720,3,200014,0,"paire de lunettes roses (grises)",0,"paires de lunettes roses (grises)",0,0,1,1,0,"Un accessoire de visage de couleur grise.","Lunettes roses (grises)"
43,464256,3,200021,0,"paire de lunettes roses (rouges)",0,"paires de lunettes roses (rouges)",0,0,1,1,0,"Un accessoire de visage de couleur rouge.","Lunettes roses (rouges)"
44,529792,3,200020,0,"paire de lunettes roses (bleues)",0,"paires de lunettes roses (bleues)",0,0,1,1,0,"Un accessoire de visage de couleur bleue.","Lunettes roses (bleues)"
45,595328,3,200024,0,"paire de lunettes roses (vertes)",0,"paires de lunettes roses (vertes)",0,0,1,1,0,"Un accessoire de visage de couleur verte.","Lunettes roses (vertes)"
46,660864,3,200015,0,"paire de lunettes roses (bronze)",0,"paires de lunettes roses (bronze)",0,0,1,1,0,"Un accessoire de visage de couleur bronze.","Lunettes roses (bronze)"
47,726400,3,200019,0,"paire de lunettes roses (violettes)",0,"paires de lunettes roses (violettes)",0,0,1,1,0,"Un accessoire de visage de couleur violette.","Lunettes roses (violettes)"
48,791936,3,200022,0,"paire de lunettes roses (marron)",0,"paires de lunettes roses (marron)",0,0,1,1,0,"Un accessoire de visage de couleur marron.","Lunettes roses (marron)"
49,71041,4,200001,0,"paire de lunettes basiques",0,"paires de lunettes basiques",0,0,1,1,0,"Un accessoire de visage de couleur d'origine.","Lunettes basiques"
