key,0,1,2,3,4,5,6,7,8,9,10,11,12,13
#,Name,,,,Shop[0],Shop[1],Shop[2],Shop[3],Shop[4],Shop[5],Shop[6],Shop[7],Shop[8],Shop[9]
offset,0,47,46,44,4,8,12,16,20,24,28,32,36,40
Int32,String,PackedBool0,UInt8,UInt16,UInt32,UInt32,UInt32,UInt32,UInt32,UInt32,UInt32,UInt32,UInt32,UInt32
3276800,"",False,0,0,0,0,0,0,0,0,0,0,0,0
3276801,"",False,0,0,0,0,0,0,0,0,0,0,0,0
3276802,"Échange d'éléments gordiens (NvObj 190)",False,0,0,1769579,1769605,1769580,0,0,0,0,0,0,0
3276803,"Échange d'éléments midins (NvObj 220)",False,0,0,1769643,1769644,1769645,0,0,0,0,0,0,0
3276804,"Échanger des artefacts de l'île d'Aloalo",False,0,0,1770725,1770726,1770727,0,0,0,0,0,0,0
3276805,"",False,0,0,1769676,1769677,1769678,1769679,593394,0,0,0,0,0
3276806,"Échange d'éléments alexandrins (NvObj 250)",False,0,0,1769689,1769690,1769691,0,0,0,0,0,0,0
3276807,"",False,0,0,0,0,0,0,0,0,0,0,0,0
3276808,"",False,0,0,0,0,0,0,0,0,0,0,0,0
3276809,"",False,0,0,0,0,0,0,0,0,0,0,0,0
3276810,"",False,0,0,0,0,0,0,0,0,0,0,0,0
3276811,"",False,0,0,0,0,0,0,0,0,0,0,0,0
3276812,"Améliorer un équipement idylléen (NvObj 260 → 270)",True,0,0,1769734,1769735,1769736,0,0,0,0,0,0,0
3276813,"",False,0,0,1769676,1769677,1769738,1769678,1769679,1769739,1769749,1769750,593394,0
3276814,"",False,0,0,1769676,1769677,1769678,1769679,593394,0,0,0,0,0
3276815,"Armures Garo (guerre 1)",False,0,0,262677,262678,262679,263137,262680,263135,262681,263139,0,0
3276816,"Armures Garo (magie)",False,0,0,262685,262686,263136,262687,262688,262689,263140,0,0,0
3276817,"",False,0,0,0,0,0,0,0,0,0,0,0,0
3276818,"",False,0,0,0,0,0,0,0,0,0,0,0,0
3276819,"",False,0,0,0,0,0,0,0,0,0,0,0,0
3276820,"",False,0,0,0,0,0,0,0,0,0,0,0,0
3276821,"",False,0,0,0,0,0,0,0,0,0,0,0,0
3276822,"",False,0,0,0,0,0,0,0,0,0,0,0,0
3276823,"",False,0,0,0,0,0,0,0,0,0,0,0,0
