key,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
#,Name,NotebookDivisionCategory,CraftOpeningLevel,GatheringOpeningLevel,QuestUnlock,,,RequiresSecretRecipeBookGroupUnlock,SecretRecipeBookGroups[0],SecretRecipeBookGroups[1],AllowedCraftTypes[0],AllowedCraftTypes[1],AllowedCraftTypes[2],AllowedCraftTypes[3],AllowedCraftTypes[4],AllowedCraftTypes[5],AllowedCraftTypes[6],AllowedCraftTypes[7]
offset,0,8,9,10,4,11,12,23,13,14,15,16,17,18,19,20,21,22
Int32,String,UInt8,UInt8,UInt8,UInt32,UInt8,UInt8,PackedBool0,UInt8,UInt8,Bool,Bool,Bool,Bool,Bool,Bool,Bool,Bool
0,"1-5",0,0,0,0,0,0,False,0,0,True,True,True,True,True,True,True,True
1,"6-10",0,3,5,0,0,0,False,0,0,True,True,True,True,True,True,True,True
2,"11-15",0,8,10,0,0,0,False,0,0,True,True,True,True,True,True,True,True
3,"16-20",0,13,15,0,0,0,False,0,0,True,True,True,True,True,True,True,True
4,"21-25",0,18,20,0,0,0,False,0,0,True,True,True,True,True,True,True,True
5,"26-30",0,23,25,0,0,0,False,0,0,True,True,True,True,True,True,True,True
6,"31-35",0,28,30,0,0,0,False,0,0,True,True,True,True,True,True,True,True
7,"36-40",0,33,35,0,0,0,False,0,0,True,True,True,True,True,True,True,True
8,"41-45",0,38,40,0,0,0,False,0,0,True,True,True,True,True,True,True,True
9,"46-50",0,43,45,0,0,0,False,0,0,True,True,True,True,True,True,True,True
10,"51-55",0,48,50,0,0,0,False,0,0,True,True,True,True,True,True,True,True
11,"56-60",0,53,55,0,0,0,False,0,0,True,True,True,True,True,True,True,True
12,"61-65",0,58,60,0,0,0,False,0,0,True,True,True,True,True,True,True,True
13,"66-70",0,63,65,0,0,0,False,0,0,True,True,True,True,True,True,True,True
14,"71-75",0,68,70,0,0,0,False,0,0,True,True,True,True,True,True,True,True
15,"76-80",0,73,75,0,0,0,False,0,0,True,True,True,True,True,True,True,True
16,"81-85",0,78,80,0,0,0,False,0,0,True,True,True,True,True,True,True,True
17,"86-90",0,83,85,0,0,0,False,0,0,True,True,True,True,True,True,True,True
18,"91-95",0,88,90,0,0,0,False,0,0,True,True,True,True,True,True,True,True
19,"96-100",0,93,95,0,0,0,False,0,0,True,True,True,True,True,True,True,True
20,"101-105",0,255,255,0,0,0,False,0,0,True,True,True,True,True,True,True,True
21,"106-110",0,255,255,0,0,0,False,0,0,True,True,True,True,True,True,True,True
22,"111-115",0,255,255,0,0,0,False,0,0,True,True,True,True,True,True,True,True
23,"116-120",0,255,255,0,0,0,False,0,0,True,True,True,True,True,True,True,True
24,"121-125",0,255,255,0,0,0,False,0,0,True,True,True,True,True,True,True,True
25,"126-130",0,255,255,0,0,0,False,0,0,True,True,True,True,True,True,True,True
26,"131-135",0,255,255,0,0,0,False,0,0,True,True,True,True,True,True,True,True
27,"136-140",0,255,255,0,0,0,False,0,0,True,True,True,True,True,True,True,True
28,"141-145",0,255,255,0,0,0,False,0,0,True,True,True,True,True,True,True,True
29,"146-150",0,255,255,0,0,0,False,0,0,True,True,True,True,True,True,True,True
30,"151-155",0,255,255,0,0,0,False,0,0,True,True,True,True,True,True,True,True
31,"156-160",0,255,255,0,0,0,False,0,0,True,True,True,True,True,True,True,True
32,"161-175",0,255,255,0,0,0,False,0,0,True,True,True,True,True,True,True,True
33,"166-170",0,255,255,0,0,0,False,0,0,True,True,True,True,True,True,True,True
34,"171-175",0,255,255,0,0,0,False,0,0,True,True,True,True,True,True,True,True
35,"176-180",0,255,255,0,0,0,False,0,0,True,True,True,True,True,True,True,True
36,"181-185",0,255,255,0,0,0,False,0,0,True,True,True,True,True,True,True,True
37,"186-190",0,255,255,0,0,0,False,0,0,True,True,True,True,True,True,True,True
38,"191-195",0,255,255,0,0,0,False,0,0,True,True,True,True,True,True,True,True
39,"196-200",0,255,255,0,0,0,False,0,0,True,True,True,True,True,True,True,True
40,"[翻訳不要] レベル区分終端",0,255,255,0,0,0,False,0,0,True,True,True,True,True,True,True,True
1000,"Expert - tome 1",1,50,255,0,0,98,True,1,0,True,True,True,True,True,True,True,True
1001,"Expert - tome 2",1,50,255,0,0,97,True,4,0,True,True,True,True,True,True,True,True
1002,"Expert - tome 3",1,50,255,0,0,96,True,5,0,True,True,True,True,True,True,True,True
1003,"Expert - tome 4",1,60,255,0,0,95,True,6,0,True,True,True,True,True,True,True,True
1004,"Expert - tome 5",1,70,255,0,0,94,True,7,0,True,True,True,True,True,True,True,True
1005,"Expert - tome 6",1,70,255,0,0,93,True,8,0,True,True,True,True,True,True,True,True
1006,"Expert - tome 7",1,80,255,0,0,92,True,9,0,True,True,True,True,True,True,True,True
1007,"Expert - tome 8",1,80,255,0,0,91,True,10,0,True,True,True,True,True,True,True,True
1008,"Expert - autres",1,15,255,0,0,99,True,2,3,True,True,True,True,True,True,True,True
1009,"",0,0,0,0,0,0,False,0,0,False,False,False,False,False,False,False,False
1010,"",0,0,0,0,0,0,False,0,0,False,False,False,False,False,False,False,False
1011,"Teintures",3,30,255,0,0,1,False,0,0,True,True,True,True,True,True,True,True
1012,"",0,0,0,0,0,0,False,0,0,False,False,False,False,False,False,False,False
1013,"Guilde",4,61,255,0,0,99,False,0,0,True,True,True,True,True,True,True,True
1014,"Halle du Juste",4,70,255,68763,0,98,False,0,0,False,True,True,True,False,False,False,False
1015,"Halle du Juste",4,70,255,68766,0,97,False,0,0,True,False,False,False,True,True,False,False
1016,"Halle du Juste",4,70,255,68769,0,96,False,0,0,False,False,False,False,False,False,True,True
1017,"Quêtes ixali",5,1,255,67022,0,9,False,0,0,True,True,True,True,True,True,True,True
1018,"Quêtes mogs",5,50,255,67856,4,8,False,0,0,True,True,True,True,True,True,True,True
1019,"Quêtes namazu",5,60,255,68632,0,7,False,0,0,True,True,True,True,True,True,True,True
1020,"Zhloe Aliapoh",6,55,255,67087,0,12,False,0,0,True,True,True,True,True,True,True,True
1021,"M'naago",6,55,255,68541,0,11,False,0,0,True,True,True,True,True,True,True,True
1022,"Kurenai",6,55,255,68675,0,10,False,0,0,True,True,True,True,True,True,True,True
1023,"Adkiragh",6,55,255,68713,0,9,False,0,0,True,True,True,True,True,True,True,True
1024,"Kai-Shirr",6,55,255,69265,0,8,False,0,0,True,True,True,True,True,True,True,True
1025,"Azurée (1)",7,20,255,73,0,98,False,0,0,True,True,True,True,True,True,True,True
1026,"Autres",7,20,255,73,0,99,False,0,0,True,True,True,True,True,True,True,True
1027,"Azurée (2)",7,255,255,73,0,100,False,0,0,True,True,True,True,True,True,True,True
1028,"Outils de Cielacier",7,80,255,69384,0,97,False,0,0,True,True,True,True,True,True,True,True
1029,"Quêtes naines",5,70,255,69432,5,6,False,0,0,True,True,True,True,True,True,True,True
1030,"Ehll Tou",6,55,255,69425,0,7,False,0,0,True,True,True,True,True,True,True,True
1031,"Azurée (3)",7,255,255,73,0,100,False,0,0,True,True,True,True,True,True,True,True
1032,"50-60",8,50,255,0,0,10,False,0,0,True,True,True,True,True,True,True,True
1033,"61-70",8,60,255,0,0,9,False,0,0,True,True,True,True,True,True,True,True
1034,"71-80",8,70,255,0,0,8,False,0,0,True,True,True,True,True,True,True,True
1035,"Accessoires (1)",3,50,255,0,0,3,False,0,0,False,False,False,False,False,False,True,False
1036,"Azurée (4)",7,255,255,73,0,100,False,0,0,True,True,True,True,True,True,True,True
1037,"Comte de Durendaire",6,55,255,69615,0,6,False,0,0,True,True,True,True,True,True,True,True
1038,"Expert - tome 9",1,90,255,0,0,90,True,11,0,True,True,True,True,True,True,True,True
1039,"81-90",8,80,255,0,0,7,False,0,0,True,True,True,True,True,True,True,True
1040,"Académie de magie",4,80,255,69668,0,95,False,0,0,False,True,True,True,False,False,False,False
1041,"Académie de magie",4,80,255,69675,0,94,False,0,0,True,False,False,False,True,True,False,False
1042,"Académie de magie",4,80,255,69682,0,93,False,0,0,False,False,False,False,False,False,True,True
1043,"Éléments d'habillage",2,12,255,0,0,1,False,0,0,True,True,True,True,True,True,True,False
1044,"Mobilier de jardin",2,12,255,0,0,2,False,0,0,True,True,True,True,True,True,True,True
1045,"Mobilier d'intérieur",2,12,255,0,0,3,False,0,0,True,True,True,True,True,True,True,True
1046,"Tables diverses",2,12,255,0,0,4,False,0,0,True,True,True,True,True,True,True,False
1047,"Mobilier de table",2,12,255,0,0,5,False,0,0,True,True,True,True,True,True,True,True
1048,"Décorations murales",2,12,255,0,0,6,False,0,0,True,True,True,True,True,True,True,False
1049,"Autres",2,12,255,0,0,7,False,0,0,False,False,False,False,False,False,True,False
1050,"Ameliance",6,80,255,70059,0,5,False,0,0,True,True,True,True,True,True,True,True
1051,"Expert - tome 10",1,90,255,0,0,89,True,12,0,True,True,True,True,True,True,True,True
1052,"Accessoires (2)",3,73,255,0,0,4,False,0,0,False,False,False,False,False,False,True,False
1053,"Anden",6,80,255,70251,0,4,False,0,0,True,True,True,True,True,True,True,True
1054,"Quêtes loporrites",5,80,255,70217,6,5,False,0,0,True,True,True,True,True,True,True,True
1055,"Outils des merveilles",7,90,255,70266,0,96,False,0,0,True,True,True,True,True,True,True,True
1056,"Margrat",6,80,255,70351,0,3,False,0,0,True,True,True,True,True,True,True,True
1057,"91-100",8,90,255,0,0,6,False,0,0,True,True,True,True,True,True,True,True
1058,"Bazar aux Mille Perles",4,90,255,70504,0,92,False,0,0,False,True,True,True,False,False,False,False
1059,"Bazar aux Mille Perles",4,90,255,70511,0,91,False,0,0,True,False,False,False,True,True,False,False
1060,"Bazar aux Mille Perles",4,90,255,70518,0,90,False,0,0,False,False,False,False,False,False,True,True
1061,"Expert - tome 11",1,100,255,0,0,88,True,13,0,True,True,True,True,True,True,True,True
1062,"[翻訳不要] 検索対象外カテゴリ",0,255,255,0,0,0,False,0,0,True,True,True,True,True,True,True,True
