key,0,1,2,3,4,5
#,TYPE,PARAM,LINK,Text,,
offset,12,16,20,0,4,8
Int32,UInt32,UInt32,UInt32,String,String,String
0,0,0,0,"","",""
1,0,0,0,"Jouer","",""
2,0,0,0,"Configuration","",""
3,0,0,0,"Film d'in<hex:02160103>tro<hex:02160103>duc<hex:02160103>tion","",""
4,0,0,0,"Générique","",""
5,0,0,0,"","",""
6,0,0,0,"Paramétrer la manette<hex:021D0103>?<hex:02100103>* Ces réglages sont accessibles à tout moment depuis le menu Configuration système.","",""
7,0,0,0,"Oui","",""
8,0,0,0,"Non","",""
9,0,0,0,"","",""
10,0,0,0,"Compte de service","",""
11,0,0,0,"Choisissez le compte de service.","",""
12,0,0,0,"Version du jeu<hex:021D0103>: <hex:022903EA0203>(<hex:022903EA0303>)<hex:020820E1E80401FF18> - ex<hex:022003E80403><hex:021D0103>: <hex:022903EA0503><hex:FF01><hex:03>","",""
13,0,0,0,"<hex:024804F201F403><hex:024904F201F503>Attention<hex:0249020103><hex:0248020103><hex:021D0103>: Vous êtes en mode basse résolution (480p/i ou 576p/i).<hex:02100103>Le mode haute résolution (720p) est recommandé pour un confort de jeu optimal.","",""
14,0,0,0,"","",""
15,0,0,0,"OK","",""
16,0,0,0,"Annuler","",""
17,0,0,0,"Choisissez la catégorie que vous voulez modifier dans la liste de droite. Les catégories indiquant “???” n'ont pas encore été définies.","",""
18,0,0,0,"Choisissez la catégorie que vous voulez modifier dans la liste de droite. Une fois le changement effectué, cliquez sur OK pour valider.","",""
19,0,0,0,"Choisissez la catégorie que vous voulez modifier dans la liste de droite. Les catégories indiquant “???” n'ont pas encore été définies.","",""
20,0,0,0,"Supprimer le personnage","",""
21,0,0,0,"En supprimant votre personnage, vous perdrez aussi son équipement, les objets qu'il portait, ainsi que ses gils et autres devises. Il en va de même pour ce qui concerne ses servants.<hex:02100103>S'il était chef d'une compagnie libre, elle sera dissoute si personne ne remplit les conditions pour hériter de cette fonction. Dans ce cas, la maison et le coffre associés ainsi que leur contenu seront eux aussi perdus.","",""
22,0,0,0,"Je comprends. Achever la suppression.","",""
23,0,0,0,"Renommer","",""
24,0,0,0,"Renommer le servant","",""
25,0,0,0,"Se connecter avec <hex:022903EA0203><hex:021D0103>?","",""
26,0,0,0,"Vous devez renommer ce personnage pour vous connecter avec. Veuillez choisir un nouveau nom.","",""
27,0,0,0,"<hex:020885E1E80201FF42>Veuillez obtenir les données du personnage avant de le renommer.<hex:FF3C>Vous devez renommer ce personnage pour vous connecter avec.<hex:03>","",""
28,0,0,0,"Renommer ce personnage <hex:022903EA0203><hex:021D0103>?","",""
29,0,0,0,"Renommer ce servant <hex:022903EA0203><hex:021D0103>?","",""
30,0,0,0,"Nouveau personnage","",""
31,0,0,0,"Quitter la création de personnage<hex:021D0103>?<hex:02100103>Tous vos choix seront perdus.","",""
32,0,0,0,"Commencer le jeu avec ce personnage<hex:021D0103>?","",""
33,0,0,0,"Créer un nouveau personnage<hex:021D0103>?","",""
34,0,0,0,"","",""
35,0,0,0,"<hex:022003E80203>/<hex:022003E80303>","",""
36,0,0,0,"Zone","",""
37,0,0,0,"<hex:022003E80303><hex:02080CE4E80302FF03>er<hex:FF02>e<hex:03> soleil de la <hex:0209F0D0E802FF11>1re lune astrale<hex:FF11>1re lune ombrale<hex:FF10>2e lune astrale<hex:FF10>2e lune ombrale<hex:FF10>3e lune astrale<hex:FF10>3e lune ombrale<hex:FF10>4e lune astrale<hex:FF10>4e lune ombrale<hex:FF10>5e lune astrale<hex:FF10>5e lune ombrale<hex:FF10>6e lune astrale<hex:FF10>6e lune ombrale<hex:03>","",""
38,0,0,0,"(<hex:022003E80303> <hex:020967E802FF08>janvier<hex:FF09>février<hex:FF05>mars<hex:FF06>avril<hex:FF04>mai<hex:FF05>juin<hex:FF08>juillet<hex:FF06>août<hex:FF0A>septembre<hex:FF08>octobre<hex:FF09>novembre<hex:FF0A>décembre<hex:03>)","",""
39,0,0,0,"","",""
40,0,0,0,"Première lune astrale","",""
41,0,0,0,"Première lune ombrale","",""
42,0,0,0,"Deuxième lune astrale","",""
43,0,0,0,"Deuxième lune ombrale","",""
44,0,0,0,"Troisième lune astrale","",""
45,0,0,0,"Troisième lune ombrale","",""
46,0,0,0,"Quatrième lune astrale","",""
47,0,0,0,"Quatrième lune ombrale","",""
48,0,0,0,"Cinquième lune astrale","",""
49,0,0,0,"Cinquième lune ombrale","",""
50,0,0,0,"Sixième lune astrale","",""
51,0,0,0,"Sixième lune ombrale","",""
52,0,0,0,"","",""
53,0,0,0,"<hex:02099BE804FF04>1er<hex:FF03>2e<hex:FF03>3e<hex:FF03>4e<hex:FF03>5e<hex:FF03>6e<hex:FF03>7e<hex:FF03>8e<hex:FF03>9e<hex:FF04>10e<hex:FF04>11e<hex:FF04>12e<hex:FF04>13e<hex:FF04>14e<hex:FF04>15e<hex:FF04>16e<hex:FF04>17e<hex:FF04>18e<hex:FF04>19e<hex:FF04>20e<hex:FF04>21e<hex:FF04>22e<hex:FF04>23e<hex:FF04>24e<hex:FF04>25e<hex:FF04>26e<hex:FF04>27e<hex:FF04>28e<hex:FF04>29e<hex:FF04>30e<hex:FF04>31e<hex:FF04>32e<hex:03> soleil de la <hex:0209F0D0E803FF11>1re lune astrale<hex:FF11>1re lune ombrale<hex:FF10>2e lune astrale<hex:FF10>2e lune ombrale<hex:FF10>3e lune astrale<hex:FF10>3e lune ombrale<hex:FF10>4e lune astrale<hex:FF10>4e lune ombrale<hex:FF10>5e lune astrale<hex:FF10>5e lune ombrale<hex:FF10>6e lune astrale<hex:FF10>6e lune ombrale<hex:03>","",""
54,0,0,0,"","",""
55,0,0,0,"","",""
56,0,0,0,"<hex:022903EA0203> <hex:020833E3E80308FF2B><hex:020927E803FF01><hex:FF09>(Legacy)<hex:FF01><hex:FF09>(Legacy)<hex:FF01><hex:FF09>(Legacy)<hex:03><hex:FF01><hex:03>","",""
57,0,0,0,"Chargement de la liste des Mondes...","",""
58,0,0,0,"Impossible de charger la liste des Mondes.","",""
59,0,0,0,"Mettre à jour l'état des Mondes. Cette option ne peut être utilisée qu'une fois <hex:02082CE2E80202FF0B>par minute<hex:FF1A>toutes les <hex:022003E80203> minutes<hex:03>.","",""
60,0,0,0,"Vous avez atteint le nombre maximum de personnages autorisés pour ce compte. Pour en créer un nouveau, vous devez d'abord supprimer un personnage existant en choisissant “Effacer” à partir du sous-menu.","",""
61,0,0,0,"Vous avez atteint le nombre maximum de personnages autorisés. Pour en créer un nouveau, vous devez d'abord supprimer un personnage existant en choisissant “Effacer” à partir du sous-menu.","",""
62,0,0,0,"Vous ne pouvez pas créer de personnage sup<hex:02160103>plé<hex:02160103>men<hex:02160103>tai<hex:02160103>re sur ce Monde.","",""
63,0,0,0,"Ce Monde est plein et il n'est plus possible de créer de nouveaux personnages dessus. Vous devez attendre que la restriction soit levée, ou choisir un autre Monde.","",""
64,0,0,0,"Vous ne pouvez pas utiliser ce personnage avec le type de service actuel de votre abonnement.","",""
65,0,0,0,"Vous pouvez changer une fois le nom, la race, le sexe et l'apparence de votre personnage.","",""
66,0,0,0,"<hex:02089AE1E80201FF4A>Veuillez obtenir les données du personnage avant de renommer un servant.<hex:FF49>Vous devez renommer un servant de ce personnage avant de vous connecter.<hex:03>","",""
67,0,0,0,"La race, le sexe et l'apparence du personnage peuvent être modifiés. <hex:02083FE1E80201FF37>(<hex:022003E80203><hex:02082BE2E80202FF11> minute restante<hex:FF13> minutes restantes<hex:03>)<hex:FF01><hex:03>","",""
68,0,0,0,"Vous ne pouvez pas vous connecter avec ce personnage, car il est dans une zone nécessitant “<hex:02280FFF0A>ExVersion<hex:E8020103>”.","",""
69,0,0,0,"Vous ne pouvez pas changer la race, le sexe ou l'apparence de ce personnage, car il est dans une zone nécessitant “<hex:02280FFF0A>ExVersion<hex:E8020103>”.","",""
70,0,0,0,"Ce personnage hérite de données de la version 1.0. Pour commencer le jeu avec, vous devez choisir sa classe de départ.","",""
71,0,0,0,"OK","",""
72,0,0,0,"Annuler","",""
73,0,0,0,"La classe sera <hex:02280EFF09>ClassJob<hex:E8020103>. La cité de départ sera par conséquent <hex:02280AFF05>Town<hex:E8030103>.","",""
74,0,0,0,"OK","",""
75,0,0,0,"Annuler","",""
76,0,0,0,"Ce personnage hérite de données de la version 1.0. Pour commencer le jeu avec, vous devrez choisir sa classe de départ. Il sera alors possible de changer une fois ses race/sexe/apparence ainsi que son nom.","",""
77,0,0,0,"Modifier maintenant","",""
78,0,0,0,"Modifier plus tard","",""
79,0,0,0,"Modifier l'apparence","",""
80,0,0,0,"Créer à partir des données sauvegardées","",""
81,0,0,0,"Sauvegarder les données de création","",""
82,0,0,0,"Charger des données sauvegardées","",""
83,0,0,0,"Afin de faciliter le processus de connexion, l'affichage des données du personnage a été simplifié.<hex:02100103>Pour changer son apparence ou le renommer, veuillez utiliser la sous-commande “Obtention des données d'un personnage”.","",""
84,0,0,0,"Bienvenue dans l'univers de FINAL FANTASY XIV.<hex:02100103>Créez un personnage pour commencer l'aventure.","",""
85,0,0,0,"OK","",""
86,0,0,0,"Bienvenue dans l'univers de FINAL FANTASY XIV.<hex:02100103>Créez un personnage pour commencer l'aventure, ou choisissez un personnage existant.<hex:02100103>Vous avez sélectionné le Monde <hex:022903EA0203> sur lequel vous avez <hex:022003E80303> <hex:02081EE2E80302FF0B>personnage<hex:FF0C>personnages<hex:03>. Pour voir un autre Monde, appuyez sur le bouton prévu à cet effet en haut à droite.","",""
87,0,0,0,"OK","",""
88,0,0,0,"Choisissez le Monde dont vous voulez voir les personnages.","",""
89,0,0,0,"","",""
90,0,0,0,"","",""
91,0,0,0,"","",""
92,0,0,0,"","",""
93,0,0,0,"","",""
94,0,0,0,"","",""
95,0,0,0,"Vous allez vous connecter avec <hex:022903EA0203>.<hex:02100103><hex:02100103><hex:024804F201FA03><hex:024904F201FB03>Ce personnage se trouve ac<hex:02160103>tu<hex:02160103>el<hex:02160103>le<hex:02160103>ment hors de son Monde d'origine.<hex:02100103>Pour quitter le Monde visité, interagissez avec l'une des grandes éthérites de Limsa Lominsa, Gridania ou Ul'dah et consultez la rubrique Voyager vers un autre Monde.<hex:0249020103><hex:0248020103>","",""
96,0,0,0,"Vous allez vous connecter avec <hex:022903EA0203>.<hex:02100103><hex:02100103><hex:024804F201FA03><hex:024904F201FB03>Ce personnage se trouve ac<hex:02160103>tu<hex:02160103>el<hex:02160103>le<hex:02160103>ment dans un Monde hors de son centre de traitement de données d'origine.<hex:02100103>Pour quitter le Monde visité, sélectionnez “Retourner dans votre Monde d'origine” à l'écran de choix de personnage.<hex:0249020103><hex:0248020103>","",""
97,0,120,0,"","",""
98,0,0,0,"","",""
99,0,0,0,"<hex:02100103><hex:02100103>Attributs de base<hex:021D0103>:<hex:02100103>Force <hex:022003E80203> / Dextérité <hex:022003E80403> / Vitalité <hex:022003E80303><hex:02100103>Intelligence <hex:022003E80503> / Esprit <hex:022003E80603>","",""
100,0,0,0,"???","",""
101,0,0,0,"Race / Sexe","種族",""
102,0,0,0,"Ethnie","部族",""
103,0,0,0,"Sexe","性別",""
104,0,0,0,"Apparence","ルックス",""
105,0,0,0,"Naissance","誕生日",""
106,0,0,0,"Divinité","守護神",""
107,0,0,0,"Classe","クラス",""
108,0,0,0,"Monde d'origine","ワールド",""
109,0,0,0,"Nom","名前",""
110,0,0,0,"Hyur<hex:02090FE802FF04> ©<hex:FF04> ®<hex:FF01><hex:03>","","Mille ans ont passé depuis que les premiers
Hyurs sont arrivés en Éorzéa. Après trois
importantes vagues migratoires, ils constituent
aujourd'hui la race la plus importante de la
péninsule. Une grande diversité de langages
et de cultures les caractérise, au détriment
d'un sentiment d'unité nationale. La liberté
est ce qu'il y a de plus cher à leurs yeux."
111,0,0,0,"","",""
112,0,0,0,"Élézen<hex:02090FE802FF04> ©<hex:FF04> ®<hex:FF01><hex:03>","","Ces nomades, anciens maîtres des plaines
éorzéennes, ont une silhouette longiligne
adaptée à la vie dans les étendues sauvages,
et une espérance de vie plus longue que
celle des Hyurois. Peuple fier de ses origines,
les Élézens ont mal accepté l'installation
de ces derniers sur leurs terres et les ont
longtemps combattus. Les deux races ont
cependant appris à vivre ensemble au fil
du temps."
113,0,0,0,"","",""
114,0,0,0,"Lalafell<hex:02090FE802FF04> ©<hex:FF04> ®<hex:FF01><hex:03>","","Ce petit peuple d'agriculteurs est originaire des
îles méridionales. Aux yeux des représentants
des autres races, ils ressemblent à des enfants,
mais cette allure est trompeuse. À mesure que
les liens commerciaux avec Éorzéa se sont
renforcés, les Lalafells s'y sont établis. Bien qu'ils
valorisent les liens familiaux, ils ne sont en aucun
cas communautaristes et entretiennent des
rapports amicaux avec toutes les ethnies."
115,0,0,0,"","",""
116,0,0,0,"Miqo'te<hex:02090FE802FF04> ©<hex:FF04> ®<hex:FF01><hex:03>","","Ce peuple de chasseurs a migré vers Éorzéa en
quête de gibier, traversant les océans gelés lors de
la grande glaciation qui suivit le cinquième fléau.
Dotés d'un odorat développé, de jambes musclées
et d'une queue qui leur donne un excellent sens
de l'équilibre, les Miqo'tes ont une morphologie
adaptée à la chasse. Extrêmement territoriaux,
nombre d'entre eux préfèrent la vie en solitaire.
Cette tendance est particulièrement forte chez
les hommes."
117,0,0,0,"","",""
118,0,0,0,"Roegadyn<hex:02090FE802FF04> ©<hex:FF04> ®<hex:FF01><hex:03>","","Les Roegadyns sont la race la plus grande et la
plus robuste d'Éorzéa. La majorité des individus
appartient au Clan de la Mer, un peuple connu
pour son tempérament plutôt excessif, direct,
souvent insolent et parfois brutal. À l'opposé,
les membres du Clan du Feu ont un caractère
calme, posé et réfléchi. Bien qu'en minorité,
il n'est pas rare de les voir travailler dans les
forges ou comme gardes du corps."
119,0,0,0,"","",""
120,0,0,0,"Hyurois","","Majoritaires parmi les Hyurs, les Hyurois vivent sur
l'ensemble du territoire éorzéen. On les trouve en grand
nombre dans chaque cité-État. Ils se distinguent par la
variété de leurs modes de vie, conséquence directe de
leur préférence pour la liberté individuelle."
121,0,0,0,"","",""
122,0,0,0,"Hyurgoth","","Plus grands et plus musclés que leurs cousins hyurois,
les Hyurgoths ont longtemps vécu retranchés dans des
forts montagneux. Ils sont les fondateurs de la cité-État
d'Ala Mhigo, qui fut pendant des siècles l'une des plus
grandes puissances d'Éorzéa. Aujourd'hui aux mains de
l'empire garlemaldais, les quelques survivants qui ont
pu la fuir sont allés se réfugier dans la cité d'Ul'dah."
123,0,0,0,"","",""
124,0,0,0,"Sylvestre","","Les forêts d'Éorzéa, notamment celle de Sombrelinceul,
ont été le refuge de ces Élézens durant des centaines
d'années. Ils vivent aujourd'hui principalement dans
les cités-États d'Ishgard et de Gridania. Ce peuple aime
l'ordre et le respect des règles, et c'est pourquoi les
autres races ont tendance à considérer les Sylvestres
comme des donneurs de leçons prétentieux."
125,0,0,0,"","",""
126,0,0,0,"Crépusculaire","","Les sombres grottes calcaires situées au cœur de
régions forestières ont été le refuge de ces Élézens
de l'ombre durant plusieurs siècles. Leurs ancêtres
ont rompu les liens avec les Sylvestres lors de la
fondation de Gridania pour perpétuer leur mode
de vie troglodytique. Les Crépusculaires n'aiment
pas les contraintes liées à la vie citadine ; c'est
pourquoi ils sont encore nombreux à éviter les
grandes aires urbaines."
127,0,0,0,"","",""
128,0,0,0,"Peuple des Plaines","","Ces Lalafells vivent principalement dans les
plaines arables d'Éorzéa, et se sont installés
notamment dans la région de la Noscea. Si
beaucoup d'entre eux se sont naturellement
tournés vers l'agriculture, d'autres ont profité
de la proximité de Limsa Lominsa pour se lancer
dans le commerce maritime ou dans l'industrie
de la pêche. Ils sont souvent considérés comme
des optimistes qui vivent à leur propre rythme."
129,0,0,0,"","",""
130,0,0,0,"Peuple des Dunes","","Ces Lalafells se sont majoritairement installés
dans des régions désertiques, particulièrement
celle du Thanalan. Ils sont les fondateurs de la
cité d'Ul'dah, et leur amour du commerce est
célèbre dans tout Éorzéa. Leur habitude de
mettre immédiatement leurs idées en pratique
leur permet souvent de saisir les meilleures
opportunités."
131,0,0,0,"","",""
132,0,0,0,"Tribu du Soleil","","Le culte de l'astre solaire prévaut dans la société et
la culture de ces Miqo'tes au mode de vie diurne.
Il va sans dire que nombre d'entre eux vénèrent
Azeyma, la Déesse du soleil. Leur population est
clairsemée en Éorzéa, mais on les trouve en plus
grand nombre à Limsa Lominsa, où ils ont appris
à vivre avec les autres races. Certains clans se
sont aussi installés dans les terres reculées,
notamment le désert de Sagolii."
133,0,0,0,"","",""
134,0,0,0,"Tribu de la Lune","","Ces Miqo'tes ont une préférence marquée pour
la vie nocturne. Beaucoup d'entre eux vénèrent
Menphina, la Déesse de la lune. Ils ont longtemps
vécu de la chasse dans la forêt de Sombrelinceul,
un mode de vie à l'origine de longs conflits avec
les Gridaniens, qui les considéraient comme des
braconniers. Leurs relations se sont améliorées
ces dernières années, et certains d'entre eux se
sont même installés dans la cité forestière."
135,0,0,0,"","",""
136,0,0,0,"Clan de la Mer","","Ces terribles ""loups de mer"" venus des contrées
nordiques ont longtemps terrorisé les marins et
les habitants des côtes éorzéennes. La création
de l'armada limséenne ayant mis fin à la piraterie
organisée, les Roegadyns du Clan de la Mer se
sont avec le temps mêlés aux habitants de Limsa
Lominsa. Beaucoup travaillent désormais comme
matelots ou soldats sur les navires que leurs
ancêtres attaquaient autrefois. Ils portent des
noms distinctifs issus de l'ancien roegadyn."
137,0,0,0,"","",""
138,0,0,0,"Clan du Feu","","Cette minorité de Roegadyns est originaire des
chaînes montagneuses septentrionales. La
culture et l'élevage étant difficiles dans leur
pays et ne pouvant les faire tous vivre, ils ont
pris l'habitude de vendre leurs services comme
mercenaires. C'est la raison pour laquelle ils ont
choisi la langue commune pour leurs noms et
non pas l'ancien roegadyn, difficile à prononcer
et à se rappeler pour les autres races. On trouve
beaucoup d'entre eux à Ul'dah, où ils travaillent
comme gladiateurs dans l'arène ou gardes du corps."
139,0,0,0,"","",""
140,0,0,0,"Ao Ra<hex:02090FE802FF04> ©<hex:FF04> ®<hex:FF01><hex:03>","","Les cornes arrondies et les écailles aux motifs
délicats qui caractérisent les Ao Ra conduisent
souvent les gens à croire que ce peuple descendrait
des dragons. Ce sujet a longtemps été débattu, et
des érudits ont mis en avant certaines différences
flagrantes pour étayer l'absence de connexion
entre ces deux races, la plus convaincante étant
le fait que les excroissances crâniennes des Ao Ra
leur fournissent une ouïe et une reconnaissance
spatiale développées. La différence de gabarit
entre les hommes et les femmes est un autre trait
de cette espèce que l'on ne retrouve pas chez
les dragons."
141,0,0,0,"","",""
