key,0,1,2
#,,,
offset,8,0,4
Int32,PackedBool0,String,String
0,True,"Noble sacrifice I","Terminer le plateau avec trois bêtes inconscientes."
1,True,"Noble sacrifice II","Terminer le plateau avec deux bêtes inconscientes."
2,True,"Noble sacrifice III","Terminer le plateau avec une bête inconsciente."
3,True,"Traversée indemne","Terminer le plateau sans qu'aucune bête ne finisse inconsciente."
4,True,"Équipe réduite I","Terminer le plateau avec une équipe de six à sept bêtes."
5,True,"Équipe réduite II","Terminer le plateau avec une équipe de quatre à cinq bêtes."
6,True,"Équipe réduite III","Terminer le plateau avec une équipe de une à trois bêtes."
7,True,"Intouchable","Terminer le plateau avec 100% de vos PV."
8,True,"Bouclier humain","Terminer le plateau avec chacune de vos bêtes à 100% de PV."
9,False,"Maître de l'univers I","Lancer ""Marche de l'univers"" au moins cinq fois."
10,False,"Maître de l'univers II","Lancer ""Marche de l'univers"" au moins dix fois."
11,False,"Maître de l'univers III","Lancer ""Marche de l'univers"" au moins quinze fois."
12,True,"Esquive parfaite","Terminer le plateau sans subir l'effet ""Malus de dégâts"" ni ""Vulnérabilité augmentée""."
13,True,"Au naturel","Terminer le plateau sans obtenir de pièce d'équipement de dressage."
14,True,"Arsenal sur pattes","Terminer le plateau avec dix pièces d'équipement de dressage."
15,True,"Minimaliste","Terminer le plateau sans utiliser d'objet du Dédale."
16,True,"Collectionnite aiguë","Terminer le plateau avec dix objets du Dédale."
17,True,"Traversée affamée","Terminer le plateau sans utiliser d'aliment."
18,True,"Traversée rassasiée","Terminer le plateau en ayant nourri vos bêtes vingt fois ou plus."
19,True,"Grippe-sou","Terminer le plateau sans dépenser un seul jeton bestial."
20,True,"Magnat des jetons","Terminer le plateau avec au moins 2 000 jetons en poche."
21,True,"Marche forcée","Terminer le plateau sans se reposer dans un campement."
22,True,"Maîtrise des thériens","Terminer le plateau avec une équipe composée uniquement de thériens."
23,True,"Maîtrise des insectoïdes","Terminer le plateau avec une équipe composée uniquement d'insectoïdes."
24,True,"Maîtrise des ptériens","Terminer le plateau avec une équipe composée uniquement de ptériens."
25,True,"Maîtrise des floréens","Terminer le plateau avec une équipe composée uniquement de floréens."
26,True,"Maîtrise des hydrides","Terminer le plateau avec une équipe composée uniquement d'hydrides."
27,True,"Maîtrise des cuirassiens","Terminer le plateau avec une équipe composée uniquement de cuirassiens."
28,True,"Maîtrise des animides","Terminer le plateau avec une équipe composée uniquement d'animides."
29,True,"Maîtrise des nécroïdes","Terminer le plateau avec une équipe composée uniquement de nécroïdes."
30,False,"Sentier bestial I","Terminer le plateau dans le mode de difficulté ""Sentier bestial I""."
31,False,"Sentier bestial II","Terminer le plateau dans le mode de difficulté ""Sentier bestial II""."
32,False,"Sentier bestial III","Terminer le plateau dans le mode de difficulté ""Sentier bestial III""."
