key,0,1,2,3,4,5,6
#,Transformation,Expansion,,,,PreviewIcon,Description
offset,16,20,4,8,18,12,0
Int32,UInt16,UInt8,UInt32,UInt32,UInt16,UInt32,String
0,0,0,0,0,0,0,""
1,219,0,0,0,76,73801,"Une Padjale au cœur pur et charitable"
2,220,0,1,0,76,73802,"Une Roegadyne courageuse avec une volonté inébranlable"
3,221,0,2,0,76,73803,"Un général hyur imposant et combatif"
4,222,0,3,0,76,73804,"Une jolie Lalafelle aristocrate aux cheveux couleur pêche"
5,355,0,10,66054,91,73805,"Un ingénieur magitek garlemaldais habile et adoré par ses hommes"
6,354,0,13,66737,91,73806,"Un Garlemaldais ambitieux et insaisissable"
7,532,0,11,66737,152,73807,"Un ingénieur lalafell éperdument amoureux d'une trésorière"
8,533,0,12,66737,152,73808,"Un ingénieur roegadyn ayant fui l'Empire avec son meilleur ami"
9,356,0,14,66737,91,73809,"Un Miqo'te aux cheveux et aux yeux pourpres"
10,395,0,4,66046,105,73810,"Une Hyure à la tête d'une société secrète"
11,392,0,15,70058,105,73811,"Un Roegadyn préfet de légion garlemaldaise"
12,391,0,9,66729,105,73812,"Une Miqo'te devenue célèbre sous le surnom de ""rose d'Ul'dah"""
13,393,0,16,66740,105,73813,"Un Hyur intelligent, audacieux et surtout gentilhomme"
14,394,0,17,66740,105,73814,"Une Miqo'te fouineuse, fidèle acolyte d'un détective"
15,508,0,18,66740,142,73815,"Un Hyur réputé pour être l'orfèvre le plus balèze d'Éorzéa"
16,507,0,5,66045,142,73816,"Une Lalafelle responsable des finances d'une organisation secrète"
17,484,0,99,70058,132,73817,"Un Hyur ayant obtenu une nouvelle existence"
18,217,1,0,67205,76,73818,"Un Élézen brun avec une grande détermination dans le regard"
19,357,1,1,67205,91,73819,"Une Élézenne métisse digne, avec un sens aigu de la justice"
20,218,1,4,67699,76,73820,"Une Lalafelle vêtue d'une robe jaune à capuche"
21,358,1,2,68089,91,73821,"Un Élézen maître d'hast talentueux et solitaire"
22,359,1,5,67740,91,73822,"Un pirate hyur, amoureux de la liberté"
23,534,1,6,67740,152,73823,"Une pirate des cieux qui garde toujours un œil sur les frasques de son partenaire"
24,535,1,7,67740,152,73824,"Une ingénieure lalafelle spécialisée dans les machines volantes"
25,482,1,3,67205,132,73825,"Un noble élézen qui raffole des rumeurs"
26,483,1,99,67205,132,73826,"Un Hyur qui porte l'azur à merveille"
27,214,2,0,68089,76,73827,"Un seigneur hyur oriental au caractère franc et généreux"
28,215,2,1,68089,76,73828,"Une shinobi aoranne fidèle et dévouée"
29,213,2,2,68089,76,73829,"Un Ao Ra solitaire et arrogant qui vit pour se battre"
30,212,2,3,68089,76,73830,"Une Ao Ra fière et déterminée au grand cœur"
31,211,2,4,68089,76,73831,"Une charmante Ao Ra délicate et pieuse"
32,216,2,5,68089,76,73832,"Une Hyure très sportive vêtue d'une magnifique robe écarlate"
33,536,2,6,68089,152,73833,"Un Roegadyn imposant, à la tête de la Confédération"
