key,0,1,2,3,4
#,Group,Key,LookupTable,Text,GroupTitle
offset,12,14,8,0,4
Int32,UInt16,UInt16,String,String,String
100,1,0,"@","【Langues】","langues 100"
101,1,1,"","Utilisez la traduction automatique.","traduction 101"
102,1,10,"","Japonais","-"
103,1,11,"","Anglais","-"
104,1,12,"","Français","-"
105,1,13,"","Allemand","-"
106,1,31,"","Parlez-vous japonais ?","japonais 106"
107,1,32,"","Parlez-vous anglais ?","anglais 107"
108,1,33,"","Parlez-vous français ?","français 108"
109,1,34,"","Parlez-vous allemand ?","allemand 109"
110,1,41,"","Je ne parle pas anglais.","anglais 110"
111,1,40,"","Je ne parle pas japonais.","japonais 111"
112,1,42,"","Je ne parle pas français.","français 112"
113,1,43,"","Je ne parle pas allemand.","allemand 113"
114,1,20,"","Veuillez écouter.","écouter 114"
115,1,21,"","M'entendez-vous ?","entendre 115"
116,1,22,"","Je parle un peu.","peu 116"
117,1,23,"","Je comprends un peu.","peu 117"
118,1,24,"","Utilisez des mots simples.","simples 118"
119,1,25,"","Évitez les abréviations.","abréviations 119"
120,1,26,"","J'ai besoin de temps pour répondre.","répondre 120"
121,1,30,"","Quelle est votre langue maternelle ?","langue 121"
122,0,0,"","",""
123,0,0,"","",""
124,0,0,"","",""
125,0,0,"","",""
126,0,0,"","",""
127,0,0,"","",""
128,0,0,"","",""
129,0,0,"","",""
130,0,0,"","",""
131,0,0,"","",""
132,0,0,"","",""
133,0,0,"","",""
134,0,0,"","",""
135,0,0,"","",""
136,0,0,"","",""
137,0,0,"","",""
138,0,0,"","",""
139,0,0,"","",""
140,0,0,"","",""
141,0,0,"","",""
142,0,0,"","",""
143,0,0,"","",""
144,0,0,"","",""
145,0,0,"","",""
146,0,0,"","",""
147,0,0,"","",""
148,0,0,"","",""
149,0,0,"","",""
150,0,0,"","",""
151,0,0,"","",""
152,0,0,"","",""
153,0,0,"","",""
154,0,0,"","",""
155,0,0,"","",""
156,0,0,"","",""
157,0,0,"","",""
158,0,0,"","",""
159,0,0,"","",""
160,0,0,"","",""
161,0,0,"","",""
162,0,0,"","",""
163,0,0,"","",""
164,0,0,"","",""
165,0,0,"","",""
166,0,0,"","",""
167,0,0,"","",""
168,0,0,"","",""
169,0,0,"","",""
170,0,0,"","",""
171,0,0,"","",""
172,0,0,"","",""
173,0,0,"","",""
174,0,0,"","",""
175,0,0,"","",""
176,0,0,"","",""
177,0,0,"","",""
178,0,0,"","",""
179,0,0,"","",""
180,0,0,"","",""
181,0,0,"","",""
182,0,0,"","",""
183,0,0,"","",""
184,0,0,"","",""
185,0,0,"","",""
186,0,0,"","",""
187,0,0,"","",""
188,0,0,"","",""
189,0,0,"","",""
190,0,0,"","",""
191,0,0,"","",""
192,0,0,"","",""
193,0,0,"","",""
194,0,0,"","",""
195,0,0,"","",""
196,0,0,"","",""
197,0,0,"","",""
198,0,0,"","",""
199,0,0,"","",""
200,2,0,"@","【Salutations】","salutations 200"
201,2,1,"","Enchanté(e).","-"
202,2,2,"","Bonjour !","-"
203,2,3,"","Salut !","-"
204,2,4,"","Bonsoir !","-"
205,2,5,"","Bonne nuit !","-"
206,2,6,"","Au revoir !","-"
207,2,7,"","Je me suis bien amusé(e).","amusé 207"
208,2,8,"","À la prochaine !","prochaine 208"
209,2,9,"","Rejouons ensemble une prochaine fois.","prochaine 209"
210,2,10,"","Je suis de retour.","retour 210"
211,2,11,"","Ça fait plaisir de vous revoir.","revoir 211"
212,2,12,"","Félicitations !","-"
213,2,13,"","Bien joué !","-"
214,2,14,"","Bon courage !","-"
215,2,15,"","Super !","-"
216,2,16,"","Merci.","-"
217,2,17,"","De rien.","-"
218,2,18,"","Prenez soin de vous.","soin 218"
219,2,19,"","Je suis désolé(e).","désolé 219"
220,2,20,"","Pardonnez-moi.","-"
221,2,21,"","C'est dommage.","dommage 221"
222,2,22,"","Excusez-moi, vous avez un instant ?","instant 222"
223,2,23,"","Bonne continuation !","continuation 223"
224,2,24,"","C'est la première fois que je viens ici.","première 224"
225,2,25,"","J'ai hâte !","hâte 225"
226,2,26,"","C'était génial !","génial 226"
227,2,27,"","Faisons de notre mieux !","mieux 227"
228,2,28,"","Merci pour tout, et à bientôt peut-être.","bientôt 228"
229,2,29,"","Allons nous amuser !","amuser 229"
230,2,31,"","Je ferai de mon mieux !","mieux 230"
231,2,30,"","On réussira ensemble !","ensemble 231"
232,2,32,"","On va bien s'amuser !","amuser 232"
233,2,33,"","Allons-y tranquillement, ça va aller !","tranquillement 233"
234,0,0,"","",""
235,0,0,"","",""
236,0,0,"","",""
237,0,0,"","",""
238,0,0,"","",""
239,0,0,"","",""
240,0,0,"","",""
241,0,0,"","",""
242,0,0,"","",""
243,0,0,"","",""
244,0,0,"","",""
245,0,0,"","",""
246,0,0,"","",""
247,0,0,"","",""
248,0,0,"","",""
249,0,0,"","",""
250,0,0,"","",""
251,0,0,"","",""
252,0,0,"","",""
253,0,0,"","",""
254,0,0,"","",""
255,0,0,"","",""
256,0,0,"","",""
257,0,0,"","",""
258,0,0,"","",""
259,0,0,"","",""
260,0,0,"","",""
261,0,0,"","",""
262,0,0,"","",""
263,0,0,"","",""
264,0,0,"","",""
265,0,0,"","",""
266,0,0,"","",""
267,0,0,"","",""
268,0,0,"","",""
269,0,0,"","",""
270,0,0,"","",""
271,0,0,"","",""
272,0,0,"","",""
273,0,0,"","",""
274,0,0,"","",""
275,0,0,"","",""
276,0,0,"","",""
277,0,0,"","",""
278,0,0,"","",""
279,0,0,"","",""
280,0,0,"","",""
281,0,0,"","",""
282,0,0,"","",""
283,0,0,"","",""
284,0,0,"","",""
285,0,0,"","",""
286,0,0,"","",""
287,0,0,"","",""
288,0,0,"","",""
289,0,0,"","",""
290,0,0,"","",""
291,0,0,"","",""
292,0,0,"","",""
293,0,0,"","",""
294,0,0,"","",""
295,0,0,"","",""
296,0,0,"","",""
297,0,0,"","",""
298,0,0,"","",""
299,0,0,"","",""
300,3,0,"@","【Questions】","questions 300"
301,3,1,"","Qui ?","-"
302,3,2,"","Lequel ?","-"
303,3,3,"","Comment faire ?","-"
304,3,4,"","Qu'est-ce que c'est ?","-"
305,3,5,"","Quand ?","-"
306,3,6,"","Combien ?","-"
307,3,7,"","Où ?","-"
308,3,8,"","Pourquoi ?","-"
309,3,9,"","Pour quelle raison ?","raison 309"
310,3,10,"","Où allez-vous ?","-"
311,3,11,"","Pouvez-vous le faire ?","faire 311"
312,3,12,"","Avez-vous besoin d'aide ?","aide 312"
313,3,13,"","Quelle mission voulez-vous faire ?","faire 313"
314,3,14,"","Quelles missions pouvez-vous faire ?","faire 314"
315,3,15,"","L'avez-vous ?","-"
316,3,16,"","Quelles armes possédez-vous ?","armes 316"
317,3,17,"","Quelles autres classes pouvez-vous jouer ?","classes 317"
318,3,18,"","Quels autres rôles pouvez-vous jouer ?","rôles 318"
319,3,19,"","Avez-vous enregistré toutes vos actions ?","actions 319"
320,3,20,"","Quel est le plan de bataille ?","plan 320"
321,3,21,"","Puis-je t'ajouter à ma liste d'amis ?","amis 321"
322,3,22,"","Pouvons-nous faire une pause ?","pause 322"
323,3,23,"","Voulez-vous que je répare ?","répare 323"
324,3,24,"","Pouvez-vous réparer quelque chose pour moi ?","réparer 324"
325,3,25,"","Voulez-vous que je sertisse une matéria ?","matéria 325"
326,3,26,"","Pouvez-vous sertir une matéria pour moi ?","matéria 326"
327,3,27,"","Voulez-vous rejoindre mon équipe ?","équipe 327"
