key,0,1,2,3,4,5
#,Text,SelfKind,TargetKind,NumParam,FCActivityCategory,IconType
offset,0,4,5,6,7,8
Int32,String,UInt8,UInt8,UInt8,UInt8,Int8
0,"",0,0,0,0,-1
1,"La compagnie libre a été fondée.",0,0,0,1,0
2,"La compagnie monte au rang <hex:022003E80203><hex:021D0103>!",0,0,1,1,0
3,"L'affinité avec <hex:022813FF0D>GrandCompany<hex:E802090203> passe à <hex:022812FF0D>FCReputation<hex:E8030503><hex:021D0103>!",1,0,1,1,5
4,"L'affinité avec <hex:022813FF0D>GrandCompany<hex:E802090203> passe à <hex:022812FF0D>FCReputation<hex:E8030503><hex:021D0103>!",1,0,1,1,6
5,"L'affinité avec <hex:022813FF0D>GrandCompany<hex:E802090203> passe à <hex:022812FF0D>FCReputation<hex:E8030503><hex:021D0103>!",1,0,1,1,7
6,"Obtention du privilège “<hex:02280EFF09>FCRights<hex:E8020103>”.",0,0,1,1,0
7,"<hex:022B8EFF8C><hex:020888E4EB02EB03FF05>vous<hex:FF7B><hex:020877E908FF12><hex:02330EFF07>ObjStr<hex:03E908020203><hex:FF60><hex:02085CE4030AFF19><hex:02080FE943FF03>d'<hex:FF07>de<hex:021D0103><hex:03><hex:022903EB0303><hex:FF3D><hex:020839E906FF1A><hex:022810FF0C>Attributive<hex:032503><hex:022903EB0303><hex:FF1A><hex:022810FF0C>Attributive<hex:031D03><hex:022903EB0303><hex:03><hex:03><hex:03><hex:03><hex:03> <hex:02080FE4EB02EB03FF05>avez<hex:FF02>a<hex:03> rejoint la compagnie.",4,0,0,2,1
8,"<hex:022B8EFF8C><hex:020888E4EB02EB03FF05>vous<hex:FF7B><hex:020877E908FF12><hex:02330EFF07>ObjStr<hex:03E908020203><hex:FF60><hex:02085CE4030AFF19><hex:02080FE943FF03>d'<hex:FF07>de<hex:021D0103><hex:03><hex:022903EB0303><hex:FF3D><hex:020839E906FF1A><hex:022810FF0C>Attributive<hex:032503><hex:022903EB0303><hex:FF1A><hex:022810FF0C>Attributive<hex:031D03><hex:022903EB0303><hex:03><hex:03><hex:03><hex:03><hex:03> <hex:02080FE4EB02EB03FF05>avez<hex:FF02>a<hex:03> rejoint la compagnie.",4,0,0,2,1
9,"<hex:022B8EFF8C><hex:020888E4EB02EB03FF05>vous<hex:FF7B><hex:020877E908FF12><hex:02330EFF07>ObjStr<hex:03E908020203><hex:FF60><hex:02085CE4030AFF19><hex:02080FE943FF03>d'<hex:FF07>de<hex:021D0103><hex:03><hex:022903EB0303><hex:FF3D><hex:020839E906FF1A><hex:022810FF0C>Attributive<hex:032503><hex:022903EB0303><hex:FF1A><hex:022810FF0C>Attributive<hex:031D03><hex:022903EB0303><hex:03><hex:03><hex:03><hex:03><hex:03> <hex:02080FE4EB02EB03FF05>avez<hex:FF02>a<hex:03> quitté la compagnie.",4,0,0,2,2
10,"<hex:022B8EFF8C><hex:020888E4EB02EB03FF05>vous<hex:FF7B><hex:020877E908FF12><hex:02330EFF07>ObjStr<hex:03E908020203><hex:FF60><hex:02085CE4030AFF19><hex:02080FE943FF03>d'<hex:FF07>de<hex:021D0103><hex:03><hex:022903EB0303><hex:FF3D><hex:020839E906FF1A><hex:022810FF0C>Attributive<hex:032503><hex:022903EB0303><hex:FF1A><hex:022810FF0C>Attributive<hex:031D03><hex:022903EB0303><hex:03><hex:03><hex:03><hex:03><hex:03> <hex:02080FE4EB02EB03FF05>avez<hex:FF02>a<hex:03> été exclu<hex:02082EE908FF1D><hex:020819FF12><hex:02280EFF09>BNpcName<hex:E9080703><hex:FF02>e<hex:FF01><hex:03><hex:FF0C><hex:020808E906FF02>e<hex:FF01><hex:03><hex:03> de la compagnie.",4,0,0,2,2
11,"<hex:022B8EFF8C><hex:020888E4EB02EB03FF05>vous<hex:FF7B><hex:020877E908FF12><hex:02330EFF07>ObjStr<hex:03E908020203><hex:FF60><hex:02085CE4030AFF19><hex:02080FE943FF03>d'<hex:FF07>de<hex:021D0103><hex:03><hex:022903EB0303><hex:FF3D><hex:020839E906FF1A><hex:022810FF0C>Attributive<hex:032503><hex:022903EB0303><hex:FF1A><hex:022810FF0C>Attributive<hex:031D03><hex:022903EB0303><hex:03><hex:03><hex:03><hex:03><hex:03> <hex:02080FE4EB02EB03FF05>avez<hex:FF02>a<hex:03> été nommé<hex:02082EE908FF1D><hex:020819FF12><hex:02280EFF09>BNpcName<hex:E9080703><hex:FF02>e<hex:FF01><hex:03><hex:FF0C><hex:020808E906FF02>e<hex:FF01><hex:03><hex:03> “<hex:020816E909FF10><hex:02280CFF07>ObjStr<hex:E9090103><hex:EB0403>”.",4,5,0,2,3
12,"<hex:022B8EFF8C><hex:020888E4EB02EB03FF05>vous<hex:FF7B><hex:020877E908FF12><hex:02330EFF07>ObjStr<hex:03E908020203><hex:FF60><hex:02085CE4030AFF19><hex:02080FE943FF03>d'<hex:FF07>de<hex:021D0103><hex:03><hex:022903EB0303><hex:FF3D><hex:020839E906FF1A><hex:022810FF0C>Attributive<hex:032503><hex:022903EB0303><hex:FF1A><hex:022810FF0C>Attributive<hex:031D03><hex:022903EB0303><hex:03><hex:03><hex:03><hex:03><hex:03> <hex:02080FE4EB02EB03FF05>avez<hex:FF02>a<hex:03> été promu<hex:02082EE908FF1D><hex:020819FF12><hex:02280EFF09>BNpcName<hex:E9080703><hex:FF02>e<hex:FF01><hex:03><hex:FF0C><hex:020808E906FF02>e<hex:FF01><hex:03><hex:03> “<hex:020816E909FF10><hex:02280CFF07>ObjStr<hex:E9090103><hex:EB0403>”.",4,5,0,2,3
13,"<hex:022B8EFF8C><hex:020888E4EB02EB03FF05>vous<hex:FF7B><hex:020877E908FF12><hex:02330EFF07>ObjStr<hex:03E908020203><hex:FF60><hex:02085CE4030AFF19><hex:02080FE943FF03>d'<hex:FF07>de<hex:021D0103><hex:03><hex:022903EB0303><hex:FF3D><hex:020839E906FF1A><hex:022810FF0C>Attributive<hex:032503><hex:022903EB0303><hex:FF1A><hex:022810FF0C>Attributive<hex:031D03><hex:022903EB0303><hex:03><hex:03><hex:03><hex:03><hex:03> <hex:020812E4EB02EB03FF06>êtes<hex:FF04>est<hex:03> devenu<hex:02082EE908FF1D><hex:020819FF12><hex:02280EFF09>BNpcName<hex:E9080703><hex:FF02>e<hex:FF01><hex:03><hex:FF0C><hex:020808E906FF02>e<hex:FF01><hex:03><hex:03> “<hex:020816E909FF10><hex:02280CFF07>ObjStr<hex:E9090103><hex:EB0403>”.",4,5,0,2,3
14,"La compagnie prête désormais allégeance <hex:022813FF0D>GrandCompany<hex:E802090303>.",0,1,0,1,5
