key,0,1,2,3,4,5,6,7,8,9,10
#,Type,,Range,,EObj,,,Objective,,,
offset,28,29,30,31,16,20,24,0,4,8,12
Int32,UInt8,UInt8,UInt8,Int8,UInt32,UInt32,UInt32,String,String,String,String
0,0,0,0,-1,0,0,0,"","","",""
1,0,0,0,0,0,0,0,"","","",""
2,0,0,0,0,0,0,0,"","","",""
3,0,0,0,0,0,0,0,"","","",""
4,0,0,0,0,0,0,0,"","","",""
5,0,0,0,0,0,0,0,"","","",""
6,0,0,0,0,0,0,0,"","","",""
7,0,0,0,0,0,0,0,"","","",""
8,0,0,0,0,0,0,0,"","","",""
9,0,0,0,0,0,0,0,"","","",""
10,6,0,0,-1,0,0,0,"","Ici le centre de commande de la maison Haillenarte. Position de votre aéronef confirmée sur nos radars. Bienvenue dans l'archipel du Diadème<hex:021D0103>!","Procédez à l'exploration de l'archipel en récoltant un maximum de ressources. Les données que vous enverrez seront analysées directement par nos scien<hex:02160103>ti<hex:02160103>fi<hex:02160103>ques.","Bien sûr, nous vous récompenserons en fonction de votre con<hex:02160103>tri<hex:02160103>bu<hex:02160103>tion. Vous avez tout intérêt à redoubler d'activité<hex:021D0103>! Bonne chance, et que la bénédiction de Halone soit avec vous."
11,6,0,0,-1,0,0,0,"","Ici le centre de commande de la maison Haillenarte. Première partie de l'analyse des ressources terminée.","Les résultats obtenus sont très prometteurs. Veuillez poursuivre votre exploration du Diadème en récoltant un maximum de ressources.",""
12,6,0,0,-1,0,0,0,"","Ici le centre de commande de la maison Haillenarte. Seconde partie de l'analyse des ressources terminée.","Les données que vous nous fournissez sont toujours aussi in<hex:02160103>té<hex:02160103>res<hex:02160103>santes. Veuillez poursuivre la mission d'exploration et récolter autant de matériaux que possible<hex:021D0103>!",""
13,9,0,0,-1,2007594,0,8,"Rassembler des cristaux de feu surchargés","Ici le centre de commande de la maison Haillenarte. Position de votre aéronef confirmée sur nos radars. Bienvenue dans l'archipel du Diadème<hex:021D0103>!","Rendez-vous sur le secteur indiqué pour récolter des cristaux surchargés.","Toute autre découverte sur l'archipel pouvant se révéler utile, nous vous invitons également à explorer les environs durant votre mission pour obtenir une meilleure évaluation."
14,9,0,0,-1,2007597,0,8,"Rassembler des cristaux d'eau surchargés","Ici le centre de commande de la maison Haillenarte. Position de votre aéronef confirmée sur nos radars. Bienvenue dans l'archipel du Diadème<hex:021D0103>!","Rendez-vous sur le secteur indiqué pour récolter des cristaux surchargés.","Toute autre découverte sur l'archipel pouvant se révéler utile, nous vous invitons également à explorer les environs durant votre mission pour obtenir une meilleure évaluation."
15,9,0,0,-1,2007595,0,8,"Rassembler des cristaux de terre surchargés","Ici le centre de commande de la maison Haillenarte. Position de votre aéronef confirmée sur nos radars. Bienvenue dans l'archipel du Diadème<hex:021D0103>!","Rendez-vous sur le secteur indiqué pour récolter des cristaux surchargés.","Toute autre découverte sur l'archipel pouvant se révéler utile, nous vous invitons également à explorer les environs durant votre mission pour obtenir une meilleure évaluation."
