key,0,1,2,3,4,5,6,7,8,9,10
#,Component,Subtype,Image,,UnlockCondition,,,,Category,SortKey,Name
offset,18,19,4,20,8,10,12,14,21,16,0
Int32,UInt8,UInt8,Int32,UInt8,UInt16,UInt16,UInt16,UInt16,UInt8,UInt16,String
0,0,0,0,0,1,0,0,0,0,0,"Aucun"
1,2,0,194002,0,1,0,0,0,1,1,"Brillant"
2,2,0,194003,0,1,0,0,0,1,6,"Carrés"
3,2,0,194004,0,1,0,0,0,1,7,"Pointillés"
4,2,0,194005,0,1,0,0,0,1,8,"Damier"
5,2,0,194006,0,1,0,0,0,1,2,"Quadrillage"
6,2,0,194007,0,1,0,0,0,1,3,"Traits diagonaux"
7,2,0,194008,0,1,0,0,0,1,4,"Séparation diagonale"
8,2,0,194009,0,1,0,0,0,1,5,"Triangles"
9,2,0,194010,0,1,0,0,0,1,10,"Parchemin"
10,2,0,194011,0,1,0,0,0,1,9,"Coins décorés"
11,1,0,195002,0,1,0,0,0,1,1,"Ombre portée"
12,1,0,195003,0,1,0,0,0,1,2,"Liseré lumineux"
13,1,0,195004,0,1,0,0,0,1,3,"Violet à pois"
14,1,0,195005,0,1,0,0,0,1,4,"Carnet"
15,1,0,195006,0,1,0,0,0,1,5,"Fouillis"
16,1,0,195007,0,1,0,0,0,1,6,"Cercles magiques"
17,1,0,195008,0,1,0,0,0,1,7,"Parchemin"
18,1,0,195009,0,1,0,0,0,1,8,"Coups de pinceau"
19,1,0,195010,0,1,0,0,0,1,9,"Panneau métallique"
20,1,0,195011,0,1,0,0,0,1,10,"Livre"
21,3,0,197002,0,1,0,0,0,1,3,"Bannière"
22,3,0,197003,0,1,0,0,0,1,4,"Rappelé"
23,3,0,197004,0,1,0,0,0,1,5,"Cercle de métal"
24,3,0,197005,0,1,0,0,0,1,6,"Bannière tank"
25,3,0,197006,0,1,0,0,0,1,8,"Bannière DPS"
26,3,0,197007,0,1,0,0,0,1,7,"Bannière soigneur"
27,3,0,197008,0,1,0,0,0,1,1,"Beige"
28,3,0,197009,0,1,0,0,0,1,2,"En relief"
29,3,0,197010,0,1,0,0,0,1,9,"Mémos"
