key,0,1,2,3,4,5
#,Name,Description,Icon,IconStatus,UnlockLink,Sort
offset,0,4,8,12,16,18
Int32,String,String,Int32,Int32,UInt16,UInt8
0,"","",0,0,0,0
1,"","",0,0,0,0
2,"Renvoyer","Renvoyer le compagnon.",901,214001,18,1
3,"Suivre","Ordonner au compagnon de vous suivre.",902,214002,18,2
4,"Libre arbitre","Ordonner au compagnon d'utiliser librement tous les types d'actions qu'il possède.",906,214006,18,3
5,"Défendre","Ordonner au compagnon d'utiliser des actions de défense.",903,214003,18,4
6,"Attaquer","Ordonner au compagnon d'utiliser des actions d'attaque.",904,214004,18,6
7,"Soigner","Ordonner au compagnon d'utiliser des actions de soin.",905,214005,18,5
