key,0,1,2,3,4,5,6,7,8
#,Name,,,,StartsWithVowel,,,,Description
offset,0,12,4,13,14,15,16,17,8
Int32,String,Int8,String,Int8,Int8,Int8,Int8,Int8,String
0,"0",0,"0",0,0,1,0,0,""
1,"dodo",0,"dodos",0,0,1,0,0,"D'abord introduits depuis l'île de Mazlaya pour leurs œufs par des Qiqirns, ces gros oiseaux incapables de voler sont désormais élevés par les Éorzéens pour leur délicieuse chair. Attention toutefois, un dodo crachera une substance soporifique s'il se sent menacé<hex:021D0103>!"
2,"tomberry",0,"tomberrys",0,0,1,0,0,"On sait peu de choses sur ces créatures qui hantent les ruines de Nym, une cité qui a connu son apogée à la 5e ère astrale, mais leurs vêtements et leurs outils laissent supposer qu'elles sont intelligentes. De vieilles tablettes de pierre indiqueraient que les tomberrys sont porteurs d'une terrible maladie."
3,"pampa",0,"pampas",0,0,1,0,0,"S'étant adaptés pour survivre à leur habitat aride et dangereux, ces cactus ambulants ont la faculté de conserver de l'humidité dans leur organisme et peuvent se défendre d'éventuels prédateurs en lançant une multitude d'épines douloureuses."
4,"spriggan",0,"spriggans",0,0,1,0,0,"Ces créatures que l'on rencontre dans les grottes et les carrières d'Éorzéa semblent toujours avoir des pierres précieuses sur elles, si bien que les mineurs pensent qu'elles portent chance. Si le Codex des pierres les classifie comme arcanas, c'est parce que les spriggans ne seraient que le vaisseau de la volonté de la terre."
5,"pudding",0,"puddings",0,0,1,0,0,"Ces êtres gélatineux proviennent de l'agglomération de résidus issus du néant. Bien que capables d'imiter des voix humaines pour attirer des proies, ils ne semblent pas être par<hex:02160103>ti<hex:02160103>cu<hex:02160103>liè<hex:02160103>rement in<hex:02160103>tel<hex:02160103>li<hex:02160103>gents et se placent au dixième rang parmi les douze que compte la Hiérarchie du néant."
6,"bombo",0,"bombos",0,0,1,0,0,"Appartenant au onzième rang de la Hiérarchie du néant, ces êtres composés de gaz et de feu ont besoin des huiles et graisses des végétaux, des animaux ou même des humains, afin de maintenir leur combustion. Les grenados sont une variété plus explosive et plus prépondérante."
7,"mandragore",0,"mandragores",0,0,1,1,0,"Les mys<hex:02160103>té<hex:02160103>rieu<hex:02160103>ses mandragores ont été observées pour la première fois après la 7e ère ombrale, mais nul ne sait si elles existaient avant le Fléau. Des études préliminaires suggèrent que ces créatures végétales seraient douées d'in<hex:02160103>tel<hex:02160103>li<hex:02160103>gence et posséderaient une forme avancée de communication non verbale."
8,"coblyn",0,"coblyns",0,0,1,0,0,"Ces créatures d'apparence étonnante se déplacent sur leurs tentacules en quête de minerai. Selon les érudits gridaniens, il s'agirait d'animaux fusionnant la roche pour se créer une carapace. Cette théorie est réfutée à Ul'dah, où l'on considère que les coblyns sont plutôt des amas de matière géologique intelligent qui auraient développé des tissus biologiques."
9,"morbol",0,"morbols",0,0,1,0,0,"Se déplaçant sur leurs racines gluantes, ces horribles créatures végétales se montrent par<hex:02160103>ti<hex:02160103>cu<hex:02160103>liè<hex:02160103>rement agressives et dangereuses, tuant animaux et plantes grâce à une haleine putride et à des sarments puissants. Elles peuvent occasionnellement émettre un parfum doux et soporifique. Les crocs-épines qui garnissent leurs gueules servent à immobiliser leurs proies lors de la digestion."
10,"coeurl",0,"coeurls",0,0,1,0,0,"Natifs du Proche-Orient, ces carnivores quadrupèdes capturent leurs proies en envoyant des décharges électriques avec les très longues moustaches qui ornent leur museau. Les spécimens sauvages que l'on trouve en Éorzéa descendraient de bêtes de combat échappées d'une île dans le golfe de Rothlyt."
11,"ahriman",0,"ahrimans",0,1,1,0,0,"Les ahrimans sont des êtres du néant qui se manifestent dans le monde physique en enveloppant leur essence dans des yeux d'animaux. Ils possèdent de grandes capacités magiques et volent en s'agrippant aux courants éthéréens avec leurs griffes. Ces créatures de classe moyenne appartiendraient aux quatrième et cinquième rangs de la Hiérarchie du néant."
12,"goobbue",0,"goobbues",0,0,1,0,0,"Ces imposantes créatures ont une relation symbiotique avec la mousse et le lichen qui poussent sur leur tête, ces derniers offrant une forme de camouflage en échange d'un arrosage manuel pendant les saisons les plus sèches. Bien qu'ils aient l'air placide, les goobbues se révèlent des prédateurs implacables lorsqu'ils sont affamés."
13,"chocobo",0,"chocobos",0,0,1,0,0,"Ces grands oiseaux terrestres sont connus pour leur vélocité et sont utilisés comme bêtes de somme ou montures par les Éorzéens depuis les temps anciens. Le Coerthas est réputé être la principale région productrice de ces animaux, mais il existerait une forêt des chocobos dans les montagnes d'Abalathia, où vivrait un important troupeau de spécimens sauvages."
14,"Amalj'aa",0,"Amalj'aa",0,1,1,0,0,"Les Amalj'aa sont un peuple d'hommes-bêtes nomades originaires des prairies du Paglth'an, où ils vivent de la chasse d'animaux sauvages. Ennemis héréditaires d'Ul'dah, ils sont entraînés dans les arts de la guerre dès leur plus jeune âge, quel que soit leur sexe. Ils possèdent également une grande maîtrise de la métallurgie, leurs armes étant très appréciées des col<hex:02160103>lec<hex:02160103>tion<hex:02160103>neurs."
15,"Ixal",0,"Ixali",0,1,1,0,0,"Les Ixali sont une tribu agressive ayant pour domaine les ravins venteux de Xelphatol. Bien qu'ils ne soient plus capables de voler depuis longtemps, ces hommes-bêtes à plumes sont très fiers de leurs ailes atrophiées. Désireux de rétablir leur présence dans Sombrelinceul pour en exploiter les ressources sylvestres, ils sont en conflit avec les habitants de Gridania."
16,"Sylphe",0,"Sylphes",0,0,1,0,0,"Dans les profondeurs de Sombrelinceul, au nord de Gridania, vit le peuple reclus des Sylphes. Malgré leur apparence de poupées vêtues de feuilles et leur com<hex:02160103>por<hex:02160103>te<hex:02160103>ment enfantin, ils n'hésitent pas à user de leur magie pour tourmenter malicieusement les voyageurs, causant nombre de traumatismes et de tragédies chez ceux qui ont eu le malheur de s'aventurer trop loin dans la forêt."
17,"Kobold",0,"Kobolds",0,0,1,0,0,"Les Kobolds sont une tribu d'hommes-taupes qui vit dans un labyrinthe de tunnels sous le volcan O'Ghomoro, au nord de l'île de Vylbrand. Persuadés que les minerais sont un don fait par le Primordial Titan, ils ont développé leur savoir alchimique pour deviner sa volonté. Bien que ces hommes-bêtes et les Limséens aient conclu un pacte autrefois, cela n'empêche pas les deux peuples de s'affronter ré<hex:02160103>gu<hex:02160103>liè<hex:02160103>re<hex:02160103>ment."
18,"Sahuagin",0,"Sahuagins",0,0,1,0,0,"Ces hommes-bêtes aquatiques habitent dans une ville située sous l'océan Indigo. Ils peuvent tout aussi bien respirer dans l'air que dans l'eau, et nager avec aise grâce à leurs membres palmés. La société sahuagine est pyramidale, un individu tenant lieu de reine se trouvant au sommet de la hiérarchie. Ennemis héréditaires des Limséens, mentionner le nom de ces hommes-poissons est mal vu dans la cité maritime."
19,"Tataru",0,"Tataru",0,0,1,1,1,"“♪ La la laaa, une jolie rose a fleuri au beau milieu du désert.<hex:02100103>♪ La la la la laaa, une rose symbole de l'amour...<hex:02100103>♪ Mon cœur en est tout chamboulé<hex:021D0103>!<hex:02100103>♪ Et ça fait boum, boum, tra la la, bobom bobom, la la la la...”"
20,"Mog",0,"Mogs",0,0,1,0,0,"Ces étranges créatures poilues qui vivent dans la forêt de Sombrelinceul sont invisibles au commun des mortels du fait de leur magie par<hex:02160103>ti<hex:02160103>cu<hex:02160103>liè<hex:02160103>re. Toutefois, ceux qui ont eu la chance de les apercevoir racontent que les Mogs aiment chanter et danser. Selon une ancienne légende, ils auraient autrefois eu un roi, mais personne ne sait si c'est vrai."
21,"sirène",0,"sirènes",0,0,1,1,0,"Cette créature légendaire est tristement connue pour avoir charmé nombre de marins avec ses chants, causant la disparition d'équipages entiers. Le roi des pirates Barbe-Brume l'aurait tuée autrefois, mais de récentes rumeurs font état d'une silhouette féminine hantant les côtes noscéennes accompagnée d'une horde d'hommes à l'âme corrompue."
22,"Orthros & Typhon",0,"Orthros & Typhon",0,1,1,0,1,"Ces deux êtres du néant à l'allure pour le moins bizarre seraient apparus suite à une expérience de la guilde des occultistes qui a mal tourné. Malgré leur nature, Orthros et Typhon ont choisi de s'assimiler à la société humaine, l'un travaillant comme réceptionniste au Colisée et l'autre au Gold Saucer des Manderville."
23,"mur démonique",0,"murs démoniques",0,0,1,0,0,"Ces gardiens effrayants sont des murs sur lesquels des signes arcaniques ont été tracés avec du sang et auxquels la vie a été insufflée grâce une magie ancienne. Bien que leurs maîtres aient péri il y a très longtemps, ces sentinelles démoniaques continuent de protéger les ruines auxquelles elles sont liées, ce qui ne manque jamais de surprendre et horrifier ceux qui s'y aventurent."
24,"succube",0,"0",0,0,1,0,0,"Les succubes sont des démons qui s'incarnent dans des corps de belles femmes pour mieux séduire les humains. Si l'on en croit certains spé<hex:02160103>cia<hex:02160103>listes des arts occultes, ils conserveraient parfois la personnalité et les souvenirs de leurs vaisseaux et appartiendraient aux troisième et quatrième rangs de la Hiérarchie du néant."
25,"chimère",0,"0",0,0,1,0,0,"Ces créatures cauchemardesques mêlent les attributs physiques du lion, du bouc et du dragon. Elles possèdent trois têtes, une paire d'ailes puissantes et une queue se terminant par un aiguillon empoisonné. Leurs origines ont fait l'objet de nombreuses polémiques, certains considérant que les chimères sont des abo<hex:02160103>mi<hex:02160103>na<hex:02160103>tions créées par les dieux, d'autres préférant croire au produit de quelque sorcellerie impie."
26,"dragon bleu",0,"0",0,0,1,0,0,"Descendant directement des sept dragons anciens, la progéniture de Midgardsormr, ces créatures fabuleuses, dont la longévité dépasse aisément le millier d'années, ont pris cette couleur par<hex:02160103>ti<hex:02160103>cu<hex:02160103>liè<hex:02160103>re qui les distingue de leurs congénères suite à une lente évolution. Aucun humain n'a toutefois eu la chance d'aller les étudier d'assez près pour observer d'autres différences éventuelles."
27,"Bugaal Ja",0,"Bugaal Ja",0,0,1,0,1,"“Miracle, ja<hex:021D0103>! Je ne croyais pas qu'un tel jour viendrait<hex:021D0103>! Quelqu'un a enfin su comprendre la beauté de la danse tra<hex:02160103>di<hex:02160103>tion<hex:02160103>nel<hex:02160103>le mamool ja<hex:021D0103>! Mon cœur est empli de joie<hex:021D0103>!”"
28,"Momodi",0,"Momodi",0,0,1,0,1,"“Si vous avez besoin de conseils, je suis là pour vous. Cela dit, ne venez pas m'embêter au moindre pépin. Par contre, je suis toujours prête à écouter vos problèmes amoureux, hi hi hi.”"
29,"Baderon",0,"Baderon",0,0,1,0,1,"“Je sais, je sais... Puisque vous êtes là, que diriez-vous de prendre un bon verre de rhum<hex:021D0103>? Je viens juste de recevoir une nouvelle cargaison.  Installez-vous donc à la table derrière, je vous apporte ça tout de suite.”"
30,"Miounne",0,"Miounne",0,0,1,0,1,"“Il y a cinq ans, Éorzéa a été gravement touchée par le septième fléau. Un énorme dragon est sorti du satellite Dalamud et a tout dévasté, brûlant la terre dans un océan de flammes. Bien sûr, notre chère forêt n'a pas été épargnée...”"
31,"Livia",0,"Livia",0,0,1,0,1,"“Plutôt que de t'inquiéter de ce genre de parasite, tu ferais mieux de te soucier de terminer ton travail, Nero. Nous sommes là pour accomplir la volonté de Gaius, je te le rappelle. Si jamais tu lambines et que tu le déçois... je me ferai un plaisir de te tuer de mes propres mains.”"
32,"Rhitahtyn",0,"Rhitahtyn",0,0,1,0,1,"“Je n'ai pas pour habitude de dégainer mon arme pour rien, mais si tu refuses d'entendre raison... au nom du général Gaius van Baelsar, moi, Rhitahtyn sas Arvina, je t'exécuterai<hex:021D0103>!”"
33,"Biggs & Wedge",0,"Biggs & Wedge",0,0,1,0,1,"“Ne nous oubliez pas, Patron<hex:021D0103>!”<hex:02100103>“Cette expédition incarne la raison d'être des Forges de Garlond. Étant vos employés, nous comptons bien participer à cette aventure jusqu'au bout.”"
34,"Gerolt",0,"Gerolt",0,0,1,0,1,"“Que le grand cric me croque<hex:021D0103>! Même dans mes rêves les plus alcoolisés j'aurais jamais pu imaginer qu'tu puisses mettre la main sur une relique d'arme antique<hex:021D0103>!<hex:021D0103>... Bon, va falloir que j'prépare mes outils alors. Pfff, quelle galère...”"
35,"Frixio",0,"Frixio",0,0,1,0,1,"“Il y a quelque temps, des Impériaux ont fait leur apparition dans la forêt.<hex:02100103>J'étais parti dans le but de les surveiller et découvrir ce qu'ils mijotaient.”"
36,"Mutamix",0,"Mutamix",0,0,1,0,1,"“Pshhh... Mutamix sait fusionner les matérias pour en obtenir une différente, une plus jolie. Mutamix appelle ça la <hex:021A020203>transmatérialisation<hex:021A020103><hex:021D0103>! Si l'aventurier apporte cinq matérias, Mutamix lui fera une dé<hex:02160103>mon<hex:02160103>stra<hex:02160103>tion.”"
37,"Memeroon",0,"Memeroon",0,0,1,0,1,"“Memeroon vouuuloir plein clic-clic pour ouuuvrir boutiques<hex:021D0103>! Ouvrir pluuus de boutiques. Beaucouuup, beaucouuup de boutiques<hex:021D0103>! Et Memeroon devenir très riche<hex:021D0103>!”"
38,"béhémoth",0,"béhémoths",0,0,1,0,0,"Les premiers témoignages de personnes ayant observé ces bêtes à la musculature saillante coïncident avec l'avènement de la 7e ère ombrale. Les érudits pensent d'ailleurs qu'il s'agirait de rejetons du Primordial Bahamut, ce qui leur vaut le nom de “béhémoths”. Mis à part leur apparence physique, le com<hex:02160103>por<hex:02160103>te<hex:02160103>ment et la biologie de ces créatures restent entourés de mystère."
39,"Gilgamesh & Enkidu",0,"Gilgamesh & Enkidu",0,0,1,0,1,"“Mon nom est Gilgamesh, au fait. Enchanté<hex:021D0103>! Lui, c'est Enkidu, mon fidèle compagnon. Comme je me sentais seul durant mes voyages, j'ai attrapé ce coq et j'ai teint ses plumes, puis je lui ai donné le nom d'un ancien camarade.”"
40,"Ifrit",0,"Ifrit",0,1,1,0,1,"Primordial révéré par les Amalj'aa, le Seigneur des flammes Ifrit prend généralement la forme d'une créature ardente et terrifiante, dont les griffes incandescentes peuvent faire fondre n'importe quel métal et dont les cornes menacent d'embraser les cieux. Ceux qui ont eu la folie de l'affronter ont fini brûlés par sa furie inextinguible ou ont rejoint les rangs de subjugués qui lui obéissent."
41,"Titan",0,"Titan",0,0,1,0,1,"Souvent appelé l'Ébranleur des terres ou le Marteleur du sol, Titan est le dieu auquel les Kobolds vouent un culte. Prenant l'apparence d'un effrayant et massif géant, il considère ces hommes-taupes comme ses enfants et n'hésite pas à faire trembler les montagnes de toute sa colère pour écraser sous la roche tous ceux qui osent les attaquer."
42,"Garuda",0,"Garuda",0,0,1,1,1,"Déesse tutélaire des Ixali, Garuda, que l'on appelle aussi la Souffleuse de rafales, se distingue des autres Primordiaux par sa capacité destructrice à contrôler l'air et les vents autour d'elle. Réputée pour sa grande cruauté, elle réclame ré<hex:02160103>gu<hex:02160103>liè<hex:02160103>re<hex:02160103>ment des sacrifices et des offrandes de sang, au point que ses fidèles lui vouent un culte mêlé de crainte."
