key,0,1,2,3,4,5,6
#,Name,Description,Icon,FCRank,Cost,Order,Purchasable
offset,0,4,12,16,8,17,18
Int32,String,String,Int32,UInt8,UInt32,UInt8,PackedBool0
0,"","",0,0,0,0,True
1,"Feu du combat","L'expérience obtenue au combat augmente de 5% pendant 24 heures (temps réel).",64213,5,3500,1,True
2,"Terre et eau","L'expérience obtenue en récoltant augmente de 5% pendant 24 heures (temps réel).",64215,5,3500,2,True
3,"Être en bonnes mains","L'expérience obtenue en synthétisant augmente de 5% pendant 24 heures (temps réel).",64216,5,3500,3,True
4,"Meilleur ami de l'homme","L'expérience obtenue par le compagnon augmente de 10% pendant 24 heures (temps réel).",64214,5,2800,4,True
5,"Marque des vainqueurs","Les marques de loup obtenues augmentent de 5% pendant 24 heures (temps réel).",64217,5,2800,5,True
6,"Solde accrue","Les sceaux de grande compagnie obtenus augmentent de 5% pendant 24 heures (temps réel).",64218,5,2800,6,True
7,"Un nouveau monde","Les ca<hex:02160103>rac<hex:02160103>té<hex:02160103>ris<hex:02160103>ti<hex:02160103>ques des combattants et des mages de niveau inférieur ou égal à 25 augmentent de 10% pendant 24 heures (temps réel).",64201,5,1750,8,True
8,"Vivre de la terre","La collecte des récolteurs augmente de 5 pendant 24 heures (temps réel).",64202,5,2800,9,True
9,"Avoir le coup d'œil","Le Savoir-faire des récolteurs augmente de 5 pendant 24 heures (temps réel).",64203,5,2800,10,True
10,"La main qui nourrit","L'habileté des artisans augmente de 5 pendant 24 heures (temps réel).",64204,5,2800,11,True
11,"Passer maître","Le contrôle des artisans augmente de 5 pendant 24 heures (temps réel).",64205,5,2800,12,True
12,"Union parfaite","La symbiose augmente plus facilement pendant 24 heures (temps réel).",64209,5,3500,13,True
13,"À boire et à manger","La durée de l'effet des repas est allongée de 5 minutes pendant 24 heures (temps réel).",64208,5,2800,14,True
14,"Protections protégées","La perte de condition des équipements est réduite de 10% pendant 24 heures (temps réel).",64210,5,3500,15,True
15,"La grande forme","La durée de Sprint est augmentée de 25% dans les cités pendant 24 heures (temps réel).",64220,5,2800,16,True
16,"Prix d'ami","Le coût en gils des téléportations est réduit de 20% pendant 24 heures (temps réel).",64212,5,3500,17,True
17,"Gros lot","Le gain de PGS au Gold Saucer est augmenté de 5% pendant 24 heures (temps réel).",64219,5,2800,7,True
18,"","",0,0,0,0,False
19,"","",0,0,0,0,False
20,"","",0,0,0,0,False
21,"","",0,0,0,0,False
22,"","",0,0,0,0,False
23,"","",0,0,0,0,False
24,"","",0,0,0,0,False
25,"","",0,0,0,0,False
26,"","",0,0,0,0,False
27,"","",0,0,0,0,False
28,"","",0,0,0,0,False
29,"","",0,0,0,0,False
