key,0,1,2
#,,,
offset,8,0,4
Int32,PackedBool0,String,String
0,False,"無効","無効"
100,True,"Aventures<hex:021D0103>:","Partez en voyage comme le cœur vous en dit."
101,True,"","Vous devriez aller visiter un endroit pour la première fois."
102,True,"","Ouvrez votre carnet d'exploration et revisitez un lieu de vos souvenirs."
103,True,"","Vos voyages se dérouleront sous un ciel clément."
104,True,"","Visiter une cité fréquentée vous sera bénéfique."
105,True,"","Une heureuse rencontre vous attend dans un lointain salon de thé."
106,True,"","Vous gagnerez à fréquenter une personne de forte carrure."
200,True,"Relations<hex:021D0103>:","Soyez là pour ceux qui croient en vous et vous encouragent."
201,True,"","Il sera bon de renouer avec des liaisons du passé."
202,True,"","N'oubliez pas de remercier vos compagnons de voyage pour leur aide."
203,True,"","Une personne guidée par les étoiles se trouve près de vous."
204,True,"","Accorder vos pas à ceux de vos camarades vous sera bénéfique."
205,True,"","Vous serez toujours en bonne compagnie. Avancez sans crainte vers l'inconnu."
206,True,"","De bonnes relations avec les peuples alliés vous assureront la richesse."
300,True,"Fortune<hex:021D0103>:","Oubliez toute cupidité pour remporter quantité de trophées."
301,True,"","La fortune vous tend les bras au Gold Saucer."
302,True,"","Ouvrez une carte au trésor pour découvrir des merveilles."
303,True,"","Ouvrez des coffres au trésor au gré de vos envies."
304,True,"","Soyez honnête en affaires pour remporter un franc succès."
305,True,"","La fidélité en amitié est toujours récompensée."
306,True,"","Remerciez votre servant quand vous obtiendrez un bien précieux."
400,True,"Combats<hex:021D0103>:","N'ayez pas peur de défier de puissants ennemis pour progresser."
401,True,"","Travaillez in<hex:02160103>las<hex:02160103>sa<hex:02160103>ble<hex:02160103>ment vos techniques pour trouver la vérité."
402,True,"","Observez at<hex:02160103>ten<hex:02160103>ti<hex:02160103>ve<hex:02160103>ment vos alliés pour accomplir des progrès."
403,True,"","Apprendre une nouvelle discipline vous permettra de grandir."
404,True,"","Travaillez in<hex:02160103>las<hex:02160103>sa<hex:02160103>ble<hex:02160103>ment vos techniques pour trouver la vérité."
405,False,"",""
406,False,"",""
500,True,"Destinée<hex:021D0103>:","Combattez telle Halone pour remporter la victoire."
501,True,"","Aimez telle Menphina pour conquérir les cœurs."
502,True,"","Embrasez-vous telle Azeyma pour trouver la voie."
503,True,"","Persévérez telle Llymlaen et les vents vous seront favorables."
504,True,"","Soyez <hex:020816E905FF09>curieuse<hex:FF08>curieux<hex:03> tel Oschon et vos voyages seront passionnants."
505,False,"",""
506,False,"",""
1100,True,"Aventures<hex:021D0103>:","Voyagez <hex:020810E905FF06>seule<hex:FF05>seul<hex:03> pour trouver le calme et la sérénité."
1101,True,"","Revivez une épopée passée pour faire de nouvelles découvertes."
1102,True,"","Prenez part à une célébration éphémère au tournant des saisons."
1103,True,"","Soyez à l'écoute des habitants pour entendre de nouvelles histoires."
1104,True,"","Explorez un endroit inconnu pour faire une découverte inattendue."
1105,True,"","Prêtez attention aux noms des gens et vous ferez une belle rencontre."
1106,True,"","Une trépidante aventure vous attend dans un lieu baigné de lumière."
1200,True,"Relations<hex:021D0103>:","Préparez-vous à faire une rencontre surprenante."
1201,True,"","Vous ferez une rencontre unique qui se révélera fructueuse."
1202,True,"","Vous aurez intérêt à prendre les devants pour réunir vos camarades."
1203,True,"","Pour remercier ceux qui vous ont <hex:020812E905FF07>aidée<hex:FF06>aidé<hex:03>, aidez-les à votre tour."
1204,True,"","Les meilleures relations ne partent pas toujours du bon pied."
1205,True,"","Une rhapsodie amoureuse est sur le point de naître. Renouez avec vos vieux rêves."
1206,True,"","Une coopération par<hex:02160103>fai<hex:02160103>te<hex:02160103>ment synchronisée pavera la voie vers les étoiles."
1300,True,"Fortune<hex:021D0103>:","Votre audace sera récompensée au Gold Saucer."
1301,True,"","Prenez la mer et vous ferez bonne pêche."
1302,True,"","Investissez et faites construire la maison dont vous avez toujours rêvé."
1303,True,"","Remplacez vos possessions de longue date par des nouvelles."
1304,True,"","Saisissez la bonne occasion de commercer pour rencontrer le succès."
1305,True,"","Suivez la lune et les étoiles pour trouver la fortune."
1306,True,"","Rendez visite à vos clients habituels pour un profit assuré."
1400,True,"Combats<hex:021D0103>:","C'est le moment idéal pour s'entraîner assidûment."
1401,True,"","Redoublez d'efforts et vous en récolterez les fruits."
1402,True,"","Si vous jouez au mahjong, les tuiles seront de votre côté."
1403,True,"","Parcourez les contrées à la poursuite de cibles renommées."
1404,True,"","Redoublez d'efforts et vous en récolterez les fruits."
1405,False,"",""
1406,False,"",""
1500,True,"Destinée<hex:021D0103>:","Soyez raisonnable telle Nymeia et le destin vous sera favorable."
1501,True,"","Soyez intrépide tel Rhalgr et aucun adversaire ne vous résistera."
1502,True,"","Soyez <hex:020818E905FF0A>inventive<hex:FF09>inventif<hex:03> tel Byregot pour per<hex:02160103>fec<hex:02160103>tion<hex:02160103>ner votre artisanat."
1503,True,"","Soyez <hex:02081EE905FF0D>clairvoyante<hex:FF0C>clairvoyant<hex:03> tel Nald'thal et vos affaires fleuriront."
1504,True,"","Soyez <hex:02081AE905FF0B>tolérante<hex:FF0A>tolérant<hex:03> telle Nophica et vous créerez de nouveaux liens."
1505,False,"",""
1506,False,"",""
2100,True,"Aventures<hex:021D0103>:","Restez fidèle à vos convictions pour trouver la voie."
2101,True,"","Face au mystère, appelez à l'aide le gentilhomme détective."
2102,True,"","Intéressez-vous à l'histoire des contrées traversées pour y faire des découvertes."
2103,True,"","Prenez la pose en groupe pour garder des souvenirs de vos voyages."
2104,True,"","Faites confiance à la providence pour vous aider à progresser."
2105,True,"","Goûtez au repos de l'esprit sur une île solitaire."
2106,True,"","Pèlerinez en un lieu intimement lié au nombre douze."
2200,True,"Relations<hex:021D0103>:","Sachez vous montrer <hex:02083AE905FF1B>re<hex:02160103>con<hex:02160103>nais<hex:02160103>sante<hex:FF1A>re<hex:02160103>con<hex:02160103>nais<hex:02160103>sant<hex:03> pour entretenir de bonnes relations."
