key,0,1,2,3,4,5,6,7
#,Name,Description,Icon,Action,Pet,MasterOrder,DisableOrder,
offset,0,4,8,12,14,15,15,15
Int32,String,String,Int32,UInt16,UInt8,PackedBool0,PackedBool1,PackedBool2
0,"","",405,0,0,False,True,False
1,"Renvoyer","Renvoie le familier.",530,0,0,False,True,False
2,"Suivre","Ordonne au familier de vous suivre.",529,0,0,False,True,False
3,"Se placer","Ordonne au familier de se placer à l'endroit désigné.",527,0,0,False,True,False
4,"Attendre","Ordonne au familier de rester où il est.",528,0,0,False,True,False
5,"Défendre","Ordonne au familier de n'attaquer que lorsque vous attaquez ou lorsque vous êtes attaqué<hex:020808E905FF02>e<hex:FF01><hex:03>.",531,0,0,False,True,False
6,"Passif","Ordonne au familier de n'attaquer que lorsque vous en donnez l'ordre.",532,0,0,False,True,False
7,"Libre arbitre","Ordonne au familier d'attaquer librement.",786,0,0,True,False,False
8,"Obéir","Ordonne au familier d'attaquer, mais il n'accomplit pas certaines actions sans votre ordre.",786,0,0,True,False,False
9,"Coup de vent","Effectue une attaque magique de vent sur la cible.<hex:02100103><hex:024804F201FA03><hex:024904F201FB03>Puissance<hex:021D0103>:<hex:0249020103><hex:0248020103> 90",786,637,1,True,False,False
10,"Éjection","Effectue une attaque magique de vent sur la cible.<hex:02100103><hex:024804F201FA03><hex:024904F201FB03>Puissance<hex:021D0103>:<hex:0249020103><hex:0248020103> 80<hex:02100103><hex:024804F201FA03><hex:024904F201FB03>Effet additionnel<hex:021D0103>:<hex:0249020103><hex:0248020103> projette la cible 15 yalms en arrière<hex:02100103>En mode <hex:024804F201F403><hex:024904F201F503>Obéir<hex:0249020103><hex:0248020103>, requiert l'ordre du maître.",786,638,1,True,False,False
11,"Rafale descendante","Effectue une attaque magique de vent sur la cible et les ennemis autour.<hex:02100103><hex:024804F201FA03><hex:024904F201FB03>Puissance<hex:021D0103>:<hex:0249020103><hex:0248020103> 80<hex:02100103>En mode <hex:024804F201F403><hex:024904F201F503>Obéir<hex:0249020103><hex:0248020103>, requiert l'ordre du maître.",786,639,1,True,False,False
12,"Émeraude scintillante","Augmente de 10% les dégâts magiques subis par la cible.<hex:02100103><hex:024804F201FA03><hex:024904F201FB03>Durée<hex:021D0103>:<hex:0249020103><hex:0248020103> 15s<hex:02100103>En mode <hex:024804F201F403><hex:024904F201F503>Obéir<hex:0249020103><hex:0248020103>, requiert l'ordre du maître.",786,640,1,True,False,False
13,"Griffes","Effectue une attaque magique de terre sur la cible.<hex:02100103><hex:024804F201FA03><hex:024904F201FB03>Puissance<hex:021D0103>:<hex:0249020103><hex:0248020103> 70<hex:02100103><hex:024804F201FA03><hex:024904F201FB03>Effet additionnel<hex:021D0103>:<hex:0249020103><hex:0248020103> augmente l'inimitié envers le familier.",786,633,2,True,False,False
14,"Topaze scintillante","Effectue une attaque magique de terre sur les ennemis alentour.<hex:02100103><hex:024804F201FA03><hex:024904F201FB03>Puissance<hex:021D0103>:<hex:0249020103><hex:0248020103> 60<hex:02100103><hex:024804F201FA03><hex:024904F201FB03>Effet additionnel<hex:021D0103>:<hex:0249020103><hex:0248020103> augmente l'inimitié envers le familier.<hex:02100103>En mode <hex:024804F201F403><hex:024904F201F503>Obéir<hex:0249020103><hex:0248020103>, requiert l'ordre du maître.",786,634,2,True,False,False
15,"Pelotonnement","Réduit de 20% les dégâts subis par le familier.<hex:02100103><hex:024804F201FA03><hex:024904F201FB03>Durée<hex:021D0103>:<hex:0249020103><hex:0248020103> 20s<hex:02100103>En mode <hex:024804F201F403><hex:024904F201F503>Obéir<hex:0249020103><hex:0248020103>, requiert l'ordre du maître.",786,635,2,True,False,False
16,"Charge","Effectue une attaque magique de terre sur la cible.<hex:02100103><hex:024804F201FA03><hex:024904F201FB03>Puissance<hex:021D0103>:<hex:0249020103><hex:0248020103> 60<hex:02100103><hex:024804F201FA03><hex:024904F201FB03>Effet additionnel<hex:021D0103>:<hex:0249020103><hex:0248020103> inflige Étourdissement.<hex:02100103><hex:024804F201FA03><hex:024904F201FB03>Durée<hex:021D0103>:<hex:0249020103><hex:0248020103> 2s<hex:02100103>En mode <hex:024804F201F403><hex:024904F201F503>Obéir<hex:0249020103><hex:0248020103>, requiert l'ordre du maître.",786,636,2,True,False,False
17,"Lame de vent","Effectue une attaque magique de vent sur la cible.<hex:02100103><hex:024804F201FA03><hex:024904F201FB03>Puissance<hex:021D0103>:<hex:0249020103><hex:0248020103> 100",786,792,5,True,False,False
18,"Onde de choc","Effectue une attaque magique de vent sur la cible.<hex:02100103><hex:024804F201FA03><hex:024904F201FB03>Puissance<hex:021D0103>:<hex:0249020103><hex:0248020103> 90<hex:02100103><hex:024804F201FA03><hex:024904F201FB03>Effet additionnel<hex:021D0103>:<hex:0249020103><hex:0248020103> projette la cible 15 yalms en arrière.<hex:02100103>En mode <hex:024804F201F403><hex:024904F201F503>Obéir<hex:0249020103><hex:0248020103>, requiert l'ordre du maître.",786,793,5,True,False,False
19,"Taillade aérienne","Effectue une attaque magique de vent sur la cible et les ennemis autour.<hex:02100103><hex:024804F201FA03><hex:024904F201FB03>Puissance<hex:021D0103>:<hex:0249020103><hex:0248020103> 90<hex:02100103>En mode <hex:024804F201F403><hex:024904F201F503>Obéir<hex:0249020103><hex:0248020103>, requiert l'ordre du maître.",786,794,5,True,False,False
20,"Contagion","Augmente de 10% les dégâts magiques subis par la cible.<hex:02100103><hex:024804F201FA03><hex:024904F201FB03>Durée<hex:021D0103>:<hex:0249020103><hex:0248020103> 15s<hex:02100103>En mode <hex:024804F201F403><hex:024904F201F503>Obéir<hex:0249020103><hex:0248020103>, requiert l'ordre du maître.",786,795,5,True,False,False
