key,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16
#,Name,NameShort,NameFemale,Description,NameEnglish,LevelMax,JobIndex,LevelUnlock[0],Action[0],LevelUnlock[1],Action[1],LevelUnlock[2],Action[2],LevelUnlock[3],Action[3],LevelUnlock[4],Action[4]
offset,0,4,8,12,16,40,41,42,20,43,24,44,28,45,32,46,36
Int32,String,String,String,String,String,UInt8,UInt8,UInt8,UInt32,UInt8,UInt32,UInt8,UInt32,UInt8,UInt32,UInt8,UInt32
0,"","","","","",0,0,0,0,0,0,0,0,0,0,0,0
1,"","","","","",0,0,0,0,0,0,0,0,0,0,0,0
2,"","","","","",0,0,0,0,0,0,0,0,0,0,0,0
3,"","","","","",0,0,0,0,0,0,0,0,0,0,0,0
4,"","","","","",0,0,0,0,0,0,0,0,0,0,0,0
5,"","","","","",0,0,0,0,0,0,0,0,0,0,0,0
6,"","","","","",0,0,0,0,0,0,0,0,0,0,0,0
7,"","","","","",0,0,0,0,0,0,0,0,0,0,0,0
8,"","","","","",0,0,0,0,0,0,0,0,0,0,0,0
9,"","","","","",0,0,0,0,0,0,0,0,0,0,0,0
10,"","","","","",0,0,0,0,0,0,0,0,0,0,0,0
11,"","","","","",0,0,0,0,0,0,0,0,0,0,0,0
12,"","","","","",0,0,0,0,0,0,0,0,0,0,0,0
